dataset,seed,status,fail_reason,requested_k_dir,effective_k_dir,num_classes,latent_dim,train_size,aug_total_count,algo,model,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1
cricket,1,success,,10,10,12,21,86,86,lraes,patchtst,0.802340203655993,0.8012810718693072,-0.0010591317866858185,-0.13200530770543542,23,100,0.8722222222222222,0.7444444444444444
cricket,2,success,,10,10,12,21,86,86,lraes,patchtst,0.7819007381507381,0.7952020202020201,0.013301282051282004,1.7011469232774665,100,22,0.861111111111111,0.8722222222222222
cricket,3,success,,10,10,12,21,86,86,lraes,patchtst,0.7847513597513597,0.8429579192737088,0.0582065595223491,7.417196718664434,100,100,0.8722222222222222,0.9555555555555556
