dataset,static_linear_mean,static_linear_std,dense_dynamic_gru_mean,dense_dynamic_gru_std,dense_dynamic_minirocket_mean,dense_dynamic_minirocket_std,raw_minirocket_mean,raw_minirocket_std,prototype_within_compactness_mean,prototype_between_separation_mean,prototype_margin_mean,prototype_temporal_stability_mean,random_within_compactness_mean,random_between_separation_mean,random_margin_mean,random_temporal_stability_mean,within_compactness_delta_mean,between_separation_delta_mean,margin_delta_mean,temporal_stability_delta_mean,low_coverage_class_count_mean
selfregulationscp1,0.5243506493506493,0.0,0.0,0.0,0.6348324609194174,0.0,0.6792310680525963,0.0,0.8314574258202932,1.0785648288097307,0.006380796159907236,0.9886758675243031,1.1115895624487566,1.7320141087265943,0.0021859176251265958,0.990944857303441,0.28013213662846337,-0.6534492799168636,0.004194878534780641,-0.002268989779137809,0.0
