dataset,seed,static_linear_test_macro_f1,dense_dynamic_gru_test_macro_f1,dense_dynamic_minirocket_test_macro_f1,backbone_source,raw_minirocket_test_macro_f1,candidate_window_count,safe_window_count,prototype_class_count,low_coverage_class_count,prototype_within_compactness,prototype_between_separation,prototype_margin,prototype_temporal_stability,random_within_compactness,random_between_separation,random_margin,random_temporal_stability
selfregulationscp1,1,0.5243506493506493,,0.6348324609194174,reference_csv,0.6792310680525963,144318,144318,2,0,0.8314574258202932,1.0785648288097307,0.006380796159907236,0.9886758675243031,1.1115895624487566,1.7320141087265943,0.0021859176251265958,0.990944857303441
