dataset,seed,baseline_0_test_macro_f1,f1_global_mainline_test_macro_f1,p1a_s1_offline_local_wls_test_macro_f1,raw_minirocket_reference_available,raw_minirocket_reference_source,raw_minirocket_reference_metric_key,raw_minirocket_reference_seed_used,raw_minirocket_reference_test_macro_f1,p1a_delta_vs_baseline,p1a_delta_vs_f1,baseline_delta_vs_raw_minirocket,f1_delta_vs_raw_minirocket,p1a_delta_vs_raw_minirocket,f1_response_vs_margin_correlation,p1a_response_vs_margin_correlation,f1_template_mean_direction_cosine,p1a_template_mean_direction_cosine,p1a_local_pair_axis_router_cosine_mean,p1a_local_operator_runtime_seconds,p1a_local_operator_fit_count,local_topk
fingermovements,1,0.5087719298245614,0.4981934965877158,0.5288220551378446,True,official_fixedsplit_20260318,test_macro_f1,3,0.56,0.020050125313283207,0.03062855855012886,-0.05122807017543862,-0.061806503412284275,-0.031177944862155416,0.05301118990362596,-0.04250930211423515,0.05071824383622674,-0.03264169905629717,-0.19460103026509684,11.840863204444759,7904,4
natops,1,0.674932797328836,0.6812795674153144,0.686782445566913,True,official_fixedsplit_20260318,test_macro_f1,3,0.9222222222222222,0.011849648238076993,0.005502878151598667,-0.24728942489338612,-0.2409426548069078,-0.23543977665530913,-0.06181198789561836,0.10723684931304416,0.08608425128425212,0.2319444440698389,0.36329252250325667,13.691310681286268,8640,4
basicmotions,1,1.0,1.0,1.0,True,official_fixedsplit_aeon6_20260321,test_macro_f1,3,1.0,0.0,0.0,0.0,0.0,0.0,-0.10971168208999005,-0.17090256605846102,0.05012195782235801,0.02006140594660016,0.8901757440349918,8.705030629294924,6480,4
handmovementdirection,1,0.27267414679756896,0.27267414679756896,0.26204051012753193,True,official_fixedsplit_aeon6_20260321,test_macro_f1,3,0.3318781443781444,-0.010633636670037028,-0.010633636670037028,-0.05920399758057543,-0.05920399758057543,-0.06983763425061246,0.006307525662350806,-0.08726197995974691,-0.0015277337751169462,-0.04254865934544859,-0.024474450912379826,102.85512742307037,75114,4
uwavegesturelibrary,1,0.7193076937678575,0.7195937417139298,0.7152524289970261,True,official_fixedsplit_aeon6_20260321,test_macro_f1,3,0.9305662966839512,-0.004055264770831402,-0.004341312716903634,-0.21125860291609366,-0.21097255497002143,-0.21531386768692506,0.050362458330944895,0.050347129929138576,-0.1152263980845448,-0.05183256391785447,0.15774188684829232,160.39614409860224,111320,4
epilepsy,1,0.9858452950558214,0.9787212787212787,0.9858452950558214,True,official_fixedsplit_aeon6_20260321,test_macro_f1,3,1.0,0.0,0.007124016334542738,-0.014154704944178587,-0.021278721278721324,-0.014154704944178587,-0.15106520328059805,-0.045446548079063155,-0.14510084647853091,-0.08630887158560953,0.405423404790618,60.48066667013336,45650,4
