dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,fallback_count,method_elapsed_sec,diffusionts_max_epochs,target_aug_ratio
atrialfibrillation,1,diffusionts_classwise,success,,0.21645021645021645,0.15584415584415584,-0.06060606060606061,120,10.0,10.0,generative_model,hard,resnet1d,True,True,Diffusion-TS,True,classwise_diffusionts_classifier_guidance,0.5555555555555555,30,0,0,31.267165124998428,200.0,10.0
atrialfibrillation,2,diffusionts_classwise,success,,0.32051282051282054,0.24338624338624337,-0.07712657712657717,120,10.0,10.0,generative_model,hard,resnet1d,True,True,Diffusion-TS,True,classwise_diffusionts_classifier_guidance,0.2222222222222222,13,0,0,30.45218449900858,200.0,10.0
atrialfibrillation,3,diffusionts_classwise,success,,0.16666666666666666,0.20555555555555557,0.03888888888888892,120,10.0,10.0,generative_model,hard,resnet1d,True,True,Diffusion-TS,True,classwise_diffusionts_classifier_guidance,1.0,30,0,0,30.81475795910228,200.0,10.0
ering,1,diffusionts_classwise,success,,0.5424850558740912,0.7565422248358799,0.2140571689617886,240,10.0,10.0,generative_model,hard,resnet1d,True,True,Diffusion-TS,True,classwise_diffusionts_classifier_guidance,1.0,30,0,0,19.616629933938384,200.0,10.0
ering,2,diffusionts_classwise,success,,0.848105426301868,0.6803715934150717,-0.16773383288679633,240,10.0,10.0,generative_model,hard,resnet1d,True,True,Diffusion-TS,True,classwise_diffusionts_classifier_guidance,1.0,30,0,0,20.339522556052543,200.0,10.0
ering,3,diffusionts_classwise,success,,0.8501737413578302,0.7063539474958681,-0.1438197938619621,240,10.0,10.0,generative_model,hard,resnet1d,True,True,Diffusion-TS,True,classwise_diffusionts_classifier_guidance,0.7777777777777777,30,0,0,18.321285636979155,200.0,10.0
handwriting,1,diffusionts_classwise,success,,0.382737297846506,0.40457797454611377,0.021840676699607764,1200,10.0,10.0,generative_model,hard,resnet1d,True,True,Diffusion-TS,True,classwise_diffusionts_classifier_guidance,0.2135238095238095,30,0,0,49.038323592045344,200.0,10.0
handwriting,2,diffusionts_classwise,success,,0.4136709560472157,0.343188659578025,-0.07048229646919069,1200,10.0,10.0,generative_model,hard,resnet1d,True,True,Diffusion-TS,True,classwise_diffusionts_classifier_guidance,0.32499999999999996,30,0,0,53.07587376993615,200.0,10.0
handwriting,3,diffusionts_classwise,success,,0.4038917991696072,0.362523441916449,-0.04136835725315824,1200,10.0,10.0,generative_model,hard,resnet1d,True,True,Diffusion-TS,True,classwise_diffusionts_classifier_guidance,0.25866666666666666,28,0,0,51.52859338000417,200.0,10.0
