split,epoch,class_idx,committee_idx,sample_idx_in_batch,ridge_mode,support_mode,prototype_aggregation,mean_trace,condition_number,effective_ridge,weight_norm
test,2,0,-1,30,trace_adaptive,same_only,pooled,0.0004498267953749746,1859606.125,4.498268026509322e-06,7.493531703948975
test,2,0,-1,31,trace_adaptive,same_only,pooled,0.0004488966369535774,1840540.75,4.48896616944694e-06,7.493540287017822
test,2,0,-1,32,trace_adaptive,same_only,pooled,0.00044914099271409214,1840031.0,4.4914099817106035e-06,7.493539810180664
test,2,0,-1,33,trace_adaptive,same_only,pooled,0.0004491758591029793,1803699.875,4.4917583181813825e-06,7.493558406829834
test,2,0,-1,34,trace_adaptive,same_only,pooled,0.000445704092271626,2312595.75,4.457040631677955e-06,7.493412494659424
test,2,0,-1,35,trace_adaptive,same_only,pooled,0.00044486584374681115,2456425.5,4.448658273759065e-06,7.493314743041992
test,2,0,-1,36,trace_adaptive,same_only,pooled,0.0004490197461564094,1842595.625,4.490197170525789e-06,7.493541717529297
test,2,0,-1,37,trace_adaptive,same_only,pooled,0.0004482674412429333,1824596.125,4.4826742851000745e-06,7.493553638458252
test,2,0,-1,38,trace_adaptive,same_only,pooled,0.0004498990601859987,1872223.125,4.498990620049881e-06,7.493533611297607
test,2,0,-1,39,trace_adaptive,same_only,pooled,0.00044760381570085883,1940324.0,4.476038157008588e-06,7.493527889251709
test,2,0,-1,40,trace_adaptive,same_only,pooled,0.0004447117098607123,2918766.0,4.447117134986911e-06,7.492697238922119
test,2,0,-1,41,trace_adaptive,same_only,pooled,0.00044609943870455027,2203316.25,4.460994205146562e-06,7.493455410003662
test,2,0,-1,42,trace_adaptive,same_only,pooled,0.0004447246028576046,3169408.0,4.447245828487212e-06,7.4917073249816895
test,2,0,-1,43,trace_adaptive,same_only,pooled,0.0004447691608220339,2589495.75,4.4476914808910806e-06,7.493208408355713
test,2,0,-1,44,trace_adaptive,same_only,pooled,0.0004499292408581823,1871219.5,4.4992921175435185e-06,7.493531703948975
test,2,0,-1,45,trace_adaptive,same_only,pooled,0.00044465629616752267,3007551.75,4.44656279796618e-06,7.492397785186768
test,2,0,-1,46,trace_adaptive,same_only,pooled,0.000444809760665521,3364295.5,4.448097570275422e-06,7.490354537963867
test,2,0,-1,47,trace_adaptive,same_only,pooled,0.0004497248155530542,1860211.25,4.497248028201284e-06,7.493537425994873
