dataset,seed,status,algo,model,base_f1,mba_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,mba_stop_epoch,f1_gain_pct,base_best_val_f1,mba_best_val_f1
basicmotions,1,success,lraes,patchtst,0.8962503183091418,0.8982110006473986,0.0019606823382567473,0.00022338748087551564,0.007457339187232534,1.0842262555400861,0.1543549448833482,0.99999999999,4.414288785911918,-0.0007795366924256087,0.5,100,100,0.21876501234507134,1.0,1.0
