dataset,seed,status,algo,model,base_f1,mba_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,mba_stop_epoch,f1_gain_pct,base_best_val_f1,mba_best_val_f1
ethanolconcentration,2,success,lraes,timesnet,0.17059720229555236,0.17347293685931953,0.0028757345637671627,0.00016350840398267544,5.6104859507122104e-09,1.2195826595470014,0.29214842326848944,0.9999999999899997,1.2010931501845237,-0.01379842339665629,0.35,24,34,1.6856858373909562,0.15263157894736842,0.20518207282913165
