anchor_index,candidate_local_index,tid,y,delta_norm_raw,delta_norm_safe,safe_radius_ratio,manifold_margin,direction_id,sign,ray_id,tier_label,tier_ratio,safe_upper_bound,gamma_used,aug_index,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,feedback_weight,margin_aug,aug_seen_count,alignment_cosine,is_conflict,entropy_orig,entropy_aug,entropy_shift,probe_margin_aug,probe_feedback_weight
0,0,heartbeat_train_39,0,0.24999999838925638,0.24999999838925638,0.24999999999974998,3.1829143260557156,5,1.0,0,small,0.25,1.0,0.25,0,0.0007011645922077752,10.46515587907783,1.1270796257816968,0.29837096579036154,0.6413109600543976,-0.591428441926837,4,-0.06628963351249695,1.0,0.6931136846542358,0.6931131482124329,-5.364418029785156e-07,-0.016508128494024277,0.5041269659996033
0,1,heartbeat_train_39,0,0.49999999677851276,0.49999999677851276,0.49999999999949996,3.1829143260557156,5,1.0,0,mid,0.5,1.0,0.5,1,0.0007021958034829825,10.462287079615008,1.2703940680008317,0.5927785349655781,0.6596478621164957,-0.7357614686091741,6,-0.06657810509204865,1.0,0.6931136846542358,0.6931124925613403,-1.1920928955078125e-06,-0.016654618084430695,0.5041635632514954
0,2,heartbeat_train_39,0,0.899999994201323,0.899999994201323,0.8999999999991,3.1829143260557156,5,1.0,0,edge,0.9,1.0,0.9,2,0.0007095892702181163,10.458399203549028,1.5384394406018445,1.0654573823140534,0.6400928720831871,-0.5836866023018956,8,-0.06700898706912994,1.0,0.6931136846542358,0.6931114792823792,-2.205371856689453e-06,-0.016896970570087433,0.5042241811752319
1,0,heartbeat_train_25,0,0.24999999863098116,0.24999999863098116,0.24999999999974998,6.281663671611269,0,1.0,1,small,0.25,1.0,0.25,3,0.0007147753997061362,7.748514962120792,1.0635880769919979,0.2702875091862022,0.5139036377271017,-0.05364324587086836,6,0.0017312560230493546,0.0,0.6931420564651489,0.6931421160697937,5.960464477539063e-08,-0.006360381841659546,0.5015901327133179
1,1,heartbeat_train_25,0,0.4999999972619623,0.4999999972619623,0.49999999999949996,6.281663671611269,0,1.0,1,mid,0.5,1.0,0.5,4,0.0007288532946895281,7.73861278480894,1.1312988418012073,0.5629225105234188,0.453394778072834,0.22331493347883224,6,0.00187591090798378,0.0,0.6931420564651489,0.6931421756744385,1.1920928955078125e-07,-0.0063507892191410065,0.5015876889228821
1,2,heartbeat_train_25,0,0.8999999950715323,0.8999999950715323,0.8999999999991,6.281663671611269,0,1.0,1,edge,0.9,1.0,0.9,5,0.0007567762241366034,7.722700923657156,1.2488677554901815,1.0830688224392593,0.40775560960173607,0.41739088483154774,4,0.0021106740459799767,0.0,0.6931420564651489,0.6931421756744385,1.1920928955078125e-07,-0.0063204094767570496,0.5015801191329956
2,0,heartbeat_train_55,0,0.2500000036305341,0.2500000036305341,0.24999999999974998,5.3514362221741285,1,-1.0,2,small,0.25,1.0,0.25,6,0.0006886428485348074,8.02223733781765,1.0613499797465429,0.2537472008808163,0.4260539263486862,0.3118760287761688,2,-0.05284569039940834,1.0,0.6930868625640869,0.6930904388427734,3.5762786865234375e-06,0.021305929869413376,0.4946737289428711
2,1,heartbeat_train_55,0,0.5000000072610682,0.5000000072610682,0.49999999999949996,5.3514362221741285,1,-1.0,2,mid,0.5,1.0,0.5,7,0.0006760114913424859,8.018273093972738,1.1263615702809056,0.49064768941285664,0.39535024513800937,0.5890837535262108,6,-0.05287254601716995,1.0,0.6930868625640869,0.6930937767028809,6.9141387939453125e-06,0.020673133432865143,0.4948318898677826
2,2,heartbeat_train_55,0,0.9000000130699227,0.9000000130699227,0.8999999999991,5.3514362221741285,1,-1.0,2,edge,0.9,1.0,0.9,8,0.0006588065618565902,8.011852118274078,1.2384811044730148,0.8378346544907436,0.5112320184707642,-0.04540834469454629,7,-0.05291462317109108,1.0,0.6930868625640869,0.6930984258651733,1.1563301086425781e-05,0.019755028188228607,0.4950614273548126
3,0,heartbeat_train_87,1,0.2500000010565444,0.2500000010565444,0.24999999999974998,3.245714449919734,4,-1.0,3,small,0.25,1.0,0.25,9,0.0007052913224520076,10.050976920863931,1.220054789725501,0.3730604500901118,0.3624825358390808,0.5725797414779663,5,0.013587357476353645,0.0,0.6930783987045288,0.6930791735649109,7.748603820800781e-07,-0.023318443447351456,0.5058293342590332
