dataset,seed,v0_within_compactness,v1b_within_compactness,v3_within_compactness,v0_between_separation,v1b_between_separation,v3_between_separation,v0_nearest_margin,v1b_nearest_margin,v3_nearest_margin,v0_temporal_stability,v1b_temporal_stability,v3_temporal_stability,delta_v3_vs_v1b_within,delta_v3_vs_v1b_between,delta_v3_vs_v1b_margin,delta_v3_vs_v1b_stability,update_time_seconds,retrain_reference_seconds,update_to_retrain_ratio,retrain_reference_protocol,accept_between_rate,accept_margin_rate,accept_within_rate,final_accept_rate,prototype_shift_norm_mean,medoid_refresh_dist_mean,direction_norm_mean,direction_cosine_to_old_mean,direction_change_angle_proxy_mean
selfregulationscp1,1,0.8314574258202932,0.8314348960623533,0.8314348960623533,1.0785648288097307,1.0786534606651474,1.0786534606651474,0.006380796159907236,0.0063889940711510124,0.0063889940711510124,0.9886758675243031,0.9886828063309672,0.9886828063309672,0.0,0.0,0.0,0.0,10.08830950409174,9.048826519981958,1.1148748936466355,same_dense_zseq_dynamic_minirocket_retrain,0.125,0.0,0.0,0.0,0.0,0.2373430769282602,0.12906226594299403,1.0,7.450580596923828e-09
