dataset,group,mba_mean_f1,mba_std_f1,continue_ce_mean_f1,continue_ce_std_f1,gcg_acl_mean_f1,gcg_acl_std_f1,gcg_acl_n8_mean_f1,gcg_acl_n8_std_f1,gcg_acl_vs_continue_ce_mean_delta,gcg_acl_vs_mba_mean_delta,gcg_acl_vs_n8_mean_delta,gcg_acl_not_worse_than_continue_ce,gcg_acl_stabler_than_mba,coverage_risk_majority,dominance_risk_majority,supcon_active_all_seeds,consistency_conclusion,dataset_gate_pass,continue_ce_n,gcg_acl_n,gcg_acl_n8_n,mba_n
basicmotions,sanity,1.0,0.0,1.0,0.0,1.0,0.0,0.974937343358396,0.0,0.0,0.0,0.02506265664160401,True,True,False,False,True,stable_gain,True,1,1,1,1
