dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
har,1,0.9735324058364438,0.9743822388598082,7352,2947,9,128,128,dataset_provided_train_test_full_sequence
