dataset,status,seed,protocol,train_trial_count,test_trial_count,n_channels,seq_len,window_len_samples,test_acc,test_macro_f1,window_acc,window_macro_f1,trial_acc,trial_macro_f1,peak_rss_gb,note
ethanolconcentration,success,1,dataset_provided_train_test_full_sequence,261,263,3,1751,,0.4600760456273764,0.4559650064944857,,,,,,strict official fixed-split MiniROCKET runner
