dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,wavelet_name,wavelet_level,wavelet_level_eff,cA_length,cD_frozen_count,wavelet_recon_error_mean,cA_identity_bridge_error_mean,idwt_identity_recon_error_mean,cA_transport_error_fro_mean,cA_transport_error_logeuc_mean,step_tier_count,feedback_weight_mean,feedback_weight_std,last_orig_ce_loss,last_weighted_aug_ce_loss,last_aug_margin_mean
heartbeat,1,success,lraes,resnet1d,wavelet_mba,0.6578565761033134,0.6518632445768848,-0.005993331526428558,-0.9110390977452562,15,15,0.7280766396462786,0.6893939393939394,0.0,0.0,0.0,0.0,0.5499999999944999,5.193140919801621,0.0,0.0,489,489,10,6,db4,auto,2,106,2,1.536763427949491e-17,3.191074895182693e-09,7.039060785105703e-10,0.0007033598912218247,9.440140170478454,3,0.7740881470920107,0.25118353802083415,0.21172835429509482,0.0961249868075053,3.5753961404164634
heartbeat,2,success,lraes,resnet1d,wavelet_mba,0.6506265664160401,0.6529100529100529,0.0022834864940127764,0.3509672461768747,15,15,0.6232247284878863,0.5858585858585859,0.0,0.0,0.0,0.0,0.5499999999944999,4.897586582816648,0.0,0.0,489,489,10,6,db4,auto,2,106,2,1.4468728609363633e-17,4.271076905671993e-09,9.737855228195625e-10,0.0007028831115177687,9.478661582733585,3,0.7779825296343511,0.23731600808279832,0.15818525354067484,0.08608949929475784,3.293840169906616
heartbeat,3,success,lraes,resnet1d,wavelet_mba,0.659609796596098,0.6907993966817496,0.031189600085651636,4.728491832309501,15,15,0.632051282051282,0.7152777777777778,0.0,0.0,0.0,0.0,0.5499999999944999,5.36046266831371,0.0,0.0,489,489,10,6,db4,auto,2,106,2,1.5514971273705853e-17,3.959850648583951e-09,8.968042756360156e-10,0.0007031056069238035,9.403936759197938,3,0.7720270758587301,0.2396695723797707,0.16069526225328445,0.08019651224215825,3.204444249471029
