dataset,seed,v0_within_compactness,v1b_within_compactness,v3_within_compactness,v0_between_separation,v1b_between_separation,v3_between_separation,v0_nearest_margin,v1b_nearest_margin,v3_nearest_margin,v0_temporal_stability,v1b_temporal_stability,v3_temporal_stability,delta_v3_vs_v1b_within,delta_v3_vs_v1b_between,delta_v3_vs_v1b_margin,delta_v3_vs_v1b_stability,update_time_seconds,retrain_reference_seconds,update_to_retrain_ratio,prototype_shift_norm_mean,medoid_refresh_dist_mean,direction_norm_mean
selfregulationscp1,1,0.8314574258202932,0.8314348960623533,0.8795665640407112,1.0785648288097307,1.0786534606651474,1.1431971296602166,0.006380796159907236,0.0063889940711510124,-0.016914767172054833,0.9886758675243031,0.9886828063309672,0.9886828063309672,0.048131667978357884,0.06454366899506914,-0.023303761243205844,0.0,7.2211544930469245,9.021425715996884,0.8004449319182776,0.3106692374697534,0.2175346663905388,0.4567801122005385
