dataset,method,aug_f1_mean,aug_f1_std,gain_mean,gain_std,best_val_f1_mean,aug_count_mean,actual_aug_ratio_mean,n_seeds
natops,csta_topk_uniform_top5_ao_contrastive,0.9569962857666731,0.003225817411455049,0.03535375348349686,0.015494093177159404,0.9813519813519814,1440.0,10.0,3
natops,csta_topk_uniform_top5_ao_fisher,0.947608480801314,0.0029379280707728253,0.02596594851813779,0.0178864217575292,0.9813519813519814,1440.0,10.0,3
