dataset,dataset_role,seed,mode,candidate_window_count,safe_window_count,accepted_window_count,accept_rate,source_trial_coverage,class_balance_proxy,mean_purity_drop_accepted,mean_local_continuity_ratio_accepted,mean_radial_gain_accepted,mean_margin_gain_accepted,mean_local_knn_margin_gain_accepted,low_coverage_class_count,low_coverage_class_rate,pool_type,object_mode,informative_gate,knn_reference_set,margin_center_reference,local_knn_margin_reference,coverage_guard_mode,window_to_rebasis_mode,scope_note
selfregulationscp1,main,1,t4b_window_radial_gate,1608.0,854.0,427.0,0.26554726368159204,0.835820895522388,0.9234234234234234,-0.05058548009367683,1.0043363044423412,0.029995406653799274,-4.7079826539718756e-05,0.0013811753799199426,0.0,0.0,window_conditioned_feedback_pool,window_level,radial,orig_train_only_windows,orig_train_only_window_class_centers,orig_train_only_windows_excluding_current_window_for_same_class,"max(8, ceil(0.05 * safe_window_count_class))",length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
selfregulationscp1,main,1,t4b_window_margin_gate,1608.0,854.0,427.0,0.26554726368159204,0.8258706467661692,0.9234234234234234,-0.0440281030444965,1.0042362158729419,0.017156171593796066,0.0004097954166936374,0.0010880022526024334,0.0,0.0,window_conditioned_feedback_pool,window_level,margin,orig_train_only_windows,orig_train_only_window_class_centers,orig_train_only_windows_excluding_current_window_for_same_class,"max(8, ceil(0.05 * safe_window_count_class))",length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
selfregulationscp1,main,1,t6a1_local_knn_margin_unified,1608.0,854.0,427.0,0.26554726368159204,0.8905472636815921,0.9234234234234234,-0.051522248243559735,1.0043875063079128,0.01860249686346843,-1.9852474039953022e-05,0.0053248442542882584,0.0,0.0,window_conditioned_feedback_pool,window_level,local_knn_margin,orig_train_only_windows,orig_train_only_window_class_centers,orig_train_only_windows_excluding_current_window_for_same_class,"max(8, ceil(0.05 * safe_window_count_class))",length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
natops,anchor,1,t4b_window_radial_gate,675.0,503.0,252.0,0.37333333333333335,0.6,0.9534883720930233,-0.035714285714285705,1.0000610062701294,0.008826211632116544,-0.00017778986540852753,0.0005706565613717181,0.0,0.0,window_conditioned_feedback_pool,window_level,radial,orig_train_only_windows,orig_train_only_window_class_centers,orig_train_only_windows_excluding_current_window_for_same_class,"max(8, ceil(0.05 * safe_window_count_class))",length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
natops,anchor,1,t4b_window_margin_gate,675.0,503.0,252.0,0.37333333333333335,0.674074074074074,0.9534883720930233,-0.03492063492063491,1.0000661939260558,0.004674698287171585,0.000966847556655666,0.0011577307781202963,0.0,0.0,window_conditioned_feedback_pool,window_level,margin,orig_train_only_windows,orig_train_only_window_class_centers,orig_train_only_windows_excluding_current_window_for_same_class,"max(8, ceil(0.05 * safe_window_count_class))",length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
natops,anchor,1,t6a1_local_knn_margin_unified,675.0,503.0,252.0,0.37333333333333335,0.7407407407407407,0.9534883720930233,-0.034920634920634915,1.0000668581210195,0.005075431517165303,0.0005360855545675613,0.002013400516185836,0.0,0.0,window_conditioned_feedback_pool,window_level,local_knn_margin,orig_train_only_windows,orig_train_only_window_class_centers,orig_train_only_windows_excluding_current_window_for_same_class,"max(8, ceil(0.05 * safe_window_count_class))",length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
