dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,wavelet_object_mode,wavelet_name,wavelet_level,wavelet_level_eff,wavelet_secondary_detail_level,wavelet_detail_gamma_scale,cA_length,cDm_length,cDm_energy_mean,cD_frozen_count,wavelet_recon_error_mean,cA_identity_bridge_error_mean,cDm_identity_bridge_error_mean,idwt_identity_recon_error_mean,cA_transport_error_fro_mean,cA_transport_error_logeuc_mean,cDm_transport_error_fro_mean,cDm_transport_error_logeuc_mean,dual_transport_error_logeuc_mean,step_tier_count,effective_k_dir_dm,feedback_weight_mean,feedback_weight_std,last_orig_ce_loss,last_weighted_aug_ce_loss,last_aug_margin_mean
handwriting,1,success,lraes,resnet1d,wavelet_mba,0.25800814125334115,0.19963188481278743,-0.05837625644055372,-22.62573325447904,15,15,0.2640873015873016,0.28194444444444444,0.0,0.0,0.0,0.0,0.54999999999175,0.4125538320134863,0.0,0.0,360,360,10,10,dual_a_dm,db4,2,2,2,0.5,43,43,0.35771358949319765,1,1.0310145564637914e-16,2.292579526545762e-08,0.0,6.249517052007528e-09,0.00015670906396189125,0.00011272414119028505,0.00015617787589246855,0.0013670689788503672,0.0007398965600203261,3,10,0.583146172897735,0.24420636887431058,1.0104859173297882,0.6312292218208313,1.6365997195243835
handwriting,2,success,lraes,resnet1d,wavelet_mba,0.2509161953171489,0.2779176832807084,0.0270014879635595,10.761153606795691,15,15,0.21851851851851853,0.3333333333333333,0.0,0.0,0.0,0.0,0.5484175372353504,0.4132354381776418,0.0,0.0,360,360,10,10,dual_a_dm,db4,2,2,2,0.5,43,43,0.3664647807411716,1,1.0248106989285571e-16,2.31172787849673e-08,0.0,6.285047180554421e-09,0.00015654366410112252,0.00011029916028210006,0.00015614246574437973,0.0014266159744333097,0.0007684575673577048,3,10,0.5766569904672603,0.2245027577306047,1.02093106508255,0.6135008633136749,1.3039021492004395
handwriting,3,success,lraes,resnet1d,wavelet_mba,0.22084078566883203,0.2484287689706204,0.027587983301788382,12.492244458373843,15,15,0.20992063492063492,0.24791666666666665,0.0,0.0,0.0,0.0,0.5477026478321425,0.41251060482805735,0.0,0.0,360,360,10,10,dual_a_dm,db4,2,2,2,0.5,43,43,0.3631890897833151,1,1.0249865251361344e-16,2.2553463364995625e-08,0.0,5.707260753664294e-09,0.00015613695862243458,0.00011199364976115453,0.0001559849585176911,0.0014547125678658025,0.0007833531088134785,3,10,0.5657962743619768,0.25261931528387965,1.0219061970710754,0.5834000408649445,1.6224405765533447
