dataset,seed,terminal,same_backbone_no_shaping_test_macro_f1,mean_centered_test_macro_f1,current_sigmoid_minimal_test_macro_f1,sigmoid_clip_tanh_test_macro_f1,sigmoid_clip_tanh_local_median_test_macro_f1,sigmoid_clip_tanh_scaled_test_macro_f1,sigmoid_clip_tanh_local_median_scaled_test_macro_f1,sigmoid_clip_tanh_scaled_iqr_test_macro_f1,sigmoid_clip_tanh_local_median_scaled_iqr_test_macro_f1,delta_current_sigmoid_minimal_vs_no_shaping,delta_sigmoid_clip_tanh_vs_no_shaping,delta_sigmoid_clip_tanh_local_median_vs_no_shaping,delta_sigmoid_clip_tanh_scaled_vs_no_shaping,delta_sigmoid_clip_tanh_local_median_scaled_vs_no_shaping,delta_sigmoid_clip_tanh_scaled_iqr_vs_no_shaping,delta_sigmoid_clip_tanh_local_median_scaled_iqr_vs_no_shaping,delta_sigmoid_clip_tanh_vs_current_sigmoid_minimal,delta_sigmoid_clip_tanh_local_median_vs_current_sigmoid_minimal,delta_sigmoid_clip_tanh_scaled_vs_current_sigmoid_minimal,delta_sigmoid_clip_tanh_local_median_scaled_vs_current_sigmoid_minimal,delta_sigmoid_clip_tanh_scaled_iqr_vs_current_sigmoid_minimal,delta_sigmoid_clip_tanh_local_median_scaled_iqr_vs_current_sigmoid_minimal,delta_current_sigmoid_minimal_margin,delta_sigmoid_clip_tanh_margin,delta_sigmoid_clip_tanh_local_median_margin,delta_sigmoid_clip_tanh_scaled_margin,delta_sigmoid_clip_tanh_local_median_scaled_margin,delta_sigmoid_clip_tanh_scaled_iqr_margin,delta_sigmoid_clip_tanh_local_median_scaled_iqr_margin,current_sigmoid_minimal_response_vs_margin_correlation,sigmoid_clip_tanh_response_vs_margin_correlation,sigmoid_clip_tanh_local_median_response_vs_margin_correlation,sigmoid_clip_tanh_scaled_response_vs_margin_correlation,sigmoid_clip_tanh_local_median_scaled_response_vs_margin_correlation,sigmoid_clip_tanh_scaled_iqr_response_vs_margin_correlation,sigmoid_clip_tanh_local_median_scaled_iqr_response_vs_margin_correlation,current_sigmoid_minimal_activation_coverage_ratio,sigmoid_clip_tanh_activation_coverage_ratio,sigmoid_clip_tanh_local_median_activation_coverage_ratio,sigmoid_clip_tanh_scaled_activation_coverage_ratio,sigmoid_clip_tanh_local_median_scaled_activation_coverage_ratio,sigmoid_clip_tanh_scaled_iqr_activation_coverage_ratio,sigmoid_clip_tanh_local_median_scaled_iqr_activation_coverage_ratio,current_sigmoid_minimal_preactivation_clip_rate,sigmoid_clip_tanh_preactivation_clip_rate,sigmoid_clip_tanh_local_median_preactivation_clip_rate,sigmoid_clip_tanh_scaled_preactivation_clip_rate,sigmoid_clip_tanh_local_median_scaled_preactivation_clip_rate,sigmoid_clip_tanh_scaled_iqr_preactivation_clip_rate,sigmoid_clip_tanh_local_median_scaled_iqr_preactivation_clip_rate,current_sigmoid_minimal_response_centering_std_after_fix,sigmoid_clip_tanh_response_centering_std_after_fix,sigmoid_clip_tanh_local_median_response_centering_std_after_fix,sigmoid_clip_tanh_scaled_response_centering_std_after_fix,sigmoid_clip_tanh_local_median_scaled_response_centering_std_after_fix,sigmoid_clip_tanh_scaled_iqr_response_centering_std_after_fix,sigmoid_clip_tanh_local_median_scaled_iqr_response_centering_std_after_fix,current_sigmoid_minimal_gate_saturation_ratio,sigmoid_clip_tanh_gate_saturation_ratio,sigmoid_clip_tanh_local_median_gate_saturation_ratio,sigmoid_clip_tanh_scaled_gate_saturation_ratio,sigmoid_clip_tanh_local_median_scaled_gate_saturation_ratio,sigmoid_clip_tanh_scaled_iqr_gate_saturation_ratio,sigmoid_clip_tanh_local_median_scaled_iqr_gate_saturation_ratio,current_sigmoid_minimal_margin_gain_per_unit_distortion,sigmoid_clip_tanh_margin_gain_per_unit_distortion,sigmoid_clip_tanh_local_median_margin_gain_per_unit_distortion,sigmoid_clip_tanh_scaled_margin_gain_per_unit_distortion,sigmoid_clip_tanh_local_median_scaled_margin_gain_per_unit_distortion,sigmoid_clip_tanh_scaled_iqr_margin_gain_per_unit_distortion,sigmoid_clip_tanh_local_median_scaled_iqr_margin_gain_per_unit_distortion,raw_minirocket_test_macro_f1,dense_dynamic_gru_test_macro_f1
natops,1,dynamic_gru,0.8286955114786415,0.7836666189541989,0.8177427185458708,0.8177427185458708,0.7836666189541989,0.8177427185458708,0.7836666189541989,0.8177427185458708,0.8231285890549479,-0.010952792932770739,-0.010952792932770739,-0.04502889252444264,-0.010952792932770739,-0.04502889252444264,-0.010952792932770739,-0.00556692242369361,0.0,-0.034076099591671904,0.0,-0.034076099591671904,0.0,0.005385870509077129,0.00023858402279652857,0.00023863457822614897,-0.0032436465938048276,0.00039134616654457055,-0.008122444598950729,0.0004927554904501363,-0.0075597198489414374,-0.22771374805661249,-0.22770577323699442,0.04576987469790066,-0.13126993378229684,0.1714258051744437,-0.11239149541461076,0.1770049799548594,0.9958333333333333,1.0,0.9361111111111111,0.45034722222222223,0.0020833333333333333,0.0,0.0002314814814814815,0.06631944444444444,0.06631944444444444,0.06631944444444444,0.06631944444444444,0.06631944444444444,0.06631944444444444,0.06631944444444444,0.9998388812692518,421.26240249923217,75.61613550193046,0.970323625990069,0.17417201807779006,0.6417218358812669,0.11518836005459542,0.0,0.9998842592592593,0.9163194444444445,0.0,0.00011574074074074075,0.0,0.0,0.0030509984586426482,0.0030515904918695224,-0.0419425515777489,0.004993474654028767,-0.10467464828593323,0.006287289558930493,-0.09755421218945806,0.7170628040311606,0.8286955114786415
