dataset,seed,arm,fit_window_count,fit_trial_count,operator_norm_mean,operator_norm_p95,operator_to_step_ratio_mean,local_step_distortion_ratio_mean,local_step_distortion_ratio_p95,operator_direction_stability,response_vs_margin_correlation,activation_coverage_ratio,preactivation_clip_rate,response_centering_std_after_fix,gate_saturation_ratio,budget_scale_factor,applied_window_count_total
natops,1,current_sigmoid_minimal,192,58,0.08557644264688284,0.16440499460730698,0.07819867037975223,1.0000962276803542,1.0024062162476555,0.999999999999,-0.22771374805661249,0.9958333333333333,0.06631944444444444,0.9998388812692518,0.0,1.0,8640
natops,1,sigmoid_clip_tanh,192,58,0.08557838695284989,0.1644048284445526,0.07820006611698158,1.000096126100089,1.002406225451061,0.999999999999,-0.22770577323699442,1.0,0.06631944444444444,421.26240249923217,0.9998842592592593,0.761593384998639,8640
natops,1,sigmoid_clip_tanh_local_median,192,58,0.08307619870788156,0.1789327133697395,0.0773354617635048,1.001833958988182,1.010422385333895,0.999999999999,0.04576987469790066,0.9361111111111111,0.06631944444444444,75.61613550193046,0.9163194444444445,0.882594975009229,8640
natops,1,sigmoid_clip_tanh_scaled,192,58,0.08550584872578634,0.18021370582156468,0.07837151355696378,1.000182779963229,1.0026110229949285,0.999999999999,-0.13126993378229684,0.45034722222222223,0.06631944444444444,0.970323625990069,0.0,1.0958406785431645,8640
natops,1,sigmoid_clip_tanh_local_median_scaled,192,58,0.09438940383155152,0.3695841758473549,0.07759705651709621,1.0023899283668591,1.0112689464953326,0.999999999999,0.1714258051744437,0.0020833333333333333,0.06631944444444444,0.17417201807779006,0.00011574074074074075,7.29972049455686,8640
natops,1,sigmoid_clip_tanh_scaled_iqr,192,58,0.08553711791535486,0.1861243732151637,0.0783732776789681,1.0002118907854043,1.0026418935387789,0.999999999999,-0.11239149541461076,0.0,0.06631944444444444,0.6417218358812669,0.0,1.4407096763316511,8640
natops,1,sigmoid_clip_tanh_local_median_scaled_iqr,192,58,0.0946138298902058,0.36734873984688216,0.07749250062375429,1.002418828518781,1.011248585039244,0.999999999999,0.1770049799548594,0.0002314814814814815,0.06631944444444444,0.11518836005459542,0.0,10.790218108999484,8640
