anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,algo,direction_bank_source,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,margin_aug,feedback_weight
49,natops_train_0,3,0,3,-1.0,0.1,0.1,1.0,3.1207551796996666,0.99999999999,6.241510359405575,lraes,lraes,0.00044657727638116863,0.9072193798084802,1.296234286273075,0.4471961249461672,6.39939546585083,0.998340197479707
127,natops_train_10,5,0,9,1.0,0.1,0.1,1.0,3.68939525035967,0.99999999999,7.37879050072672,lraes,lraes,0.00044282251387672925,1.3204766391675578,1.2107730491819215,0.35493373999397837,7.869919776916504,0.9996180809065189
11,natops_train_100,5,0,3,-1.0,0.1,0.1,1.0,3.86034130662901,0.99999999999,7.720682613265741,lraes,lraes,0.0004460509171082866,1.4695763359878282,1.2836825745058498,0.4199946642534418,8.560824394226074,0.9998085752615483
111,natops_train_101,3,0,7,1.0,0.1,0.1,1.0,2.792949072101968,0.99999999999,5.585898144209523,lraes,lraes,0.0004470440202917077,0.8037072813596572,1.213765826573343,0.3999077893115082,6.444810390472412,0.9984137743274908
143,natops_train_102,1,0,9,1.0,0.1,0.1,1.0,2.4256249110926844,0.99999999999,4.851249822190221,lraes,lraes,0.00045079711320835086,4.765128162178764,1.5550770760410875,0.6858393809829483,3.4359564781188965,0.9688095616818123
95,natops_train_103,0,0,6,-1.0,0.1,0.1,1.0,2.373890014111715,0.99999999999,4.747780028228179,lraes,lraes,0.0004450796728211419,4.341320955039689,1.3227885540339008,0.4821797374186974,4.2842512130737305,0.9864034747814555
76,natops_train_104,1,0,1,-1.0,0.1,0.1,1.0,2.31610784161473,0.99999999999,4.632215683234093,lraes,lraes,0.0004452621215209822,4.647490430550532,1.49140721663711,0.5960105408315239,-0.7795238494873047,0.3144225164706231
46,natops_train_105,1,0,0,-1.0,0.1,0.1,1.0,1.8685916950471948,0.99999999999,3.737183390098127,lraes,lraes,0.0004434739495039731,4.748166678853106,1.3499766329584466,0.4726256844833247,4.560665130615234,0.9896530755356775
5,natops_train_106,1,0,8,-1.0,0.1,0.1,1.0,2.7337434955332967,0.99999999999,5.467486991072061,lraes,lraes,0.000442712645181564,4.232257994309977,1.29714936403389,0.4059475656024529,5.654325008392334,0.9965098872120716
67,natops_train_108,4,0,3,-1.0,0.1,0.1,1.0,2.9619038556152817,0.99999999999,5.9238077112364875,lraes,lraes,0.00044537219581884603,0.8726213266312487,1.25531914310634,0.3865009556877558,7.319754600524902,0.9993381136582786
88,natops_train_109,3,0,9,-1.0,0.1,0.1,1.0,2.875117345822872,0.99999999999,5.750234691651495,lraes,lraes,0.00044578060041022664,1.8926642956673878,1.2321988097639154,0.3830414874712811,5.338498592376709,0.9952198825950801
26,natops_train_11,0,0,1,1.0,0.1,0.1,1.0,2.502390924278207,0.99999999999,5.004781848561419,lraes,lraes,0.0004512440903195837,4.56834190352883,1.3645960360906055,0.5030957950786753,5.891950607299805,0.9972460206745515
31,natops_train_110,2,0,3,-1.0,0.1,0.1,1.0,3.1399303381089525,0.99999999999,6.279860676224185,lraes,lraes,0.0004471048331166055,4.2214925948160325,1.2938184915713682,0.4675900393723385,6.835110664367676,0.9989258068258833
14,natops_train_111,3,0,4,1.0,0.1,0.1,1.0,3.4472511332038196,0.99999999999,6.894502266414534,lraes,lraes,0.0004470255439287306,0.963125176474825,1.188274213868291,0.3299842231897296,5.3926286697387695,0.9954706115425501
93,natops_train_112,0,0,8,1.0,0.1,0.1,1.0,2.6223533855690566,0.99999999999,5.244706771143359,lraes,lraes,0.00044758787324823403,3.825680706156301,1.252102346563285,0.42381680986488035,4.998383522033691,0.9932963940646676
75,natops_train_113,2,0,4,1.0,0.1,0.1,1.0,2.1653365203798063,0.99999999999,4.330673040763943,lraes,lraes,0.00044574222941121816,5.237064739046972,1.1593332369385154,0.2518897612363411,4.019432067871094,0.9823538173698266
92,natops_train_116,4,0,2,-1.0,0.1,0.1,1.0,3.4088177450174215,0.99999999999,6.817635490041662,lraes,lraes,0.0004414932785478419,1.1978474127478382,1.1804541866284999,0.326003427719765,7.358066082000732,0.9993629760525171
60,natops_train_118,2,0,3,1.0,0.1,0.1,1.0,2.8796693631136785,0.99999999999,5.759338726233117,lraes,lraes,0.0004442725772722445,3.8918228403465576,1.305106886469133,0.41392833328425166,3.915827751159668,0.9804651633918837
114,natops_train_119,5,0,8,-1.0,0.1,0.1,1.0,4.035723499209713,0.99999999999,8.071446998427497,lraes,lraes,0.00044212121915604196,1.9581975503539768,1.2564822251137855,0.37430477380031724,7.393287181854248,0.9993850086543586
116,natops_train_12,3,0,4,-1.0,0.1,0.1,1.0,2.6910328822415917,0.99999999999,5.382065764488566,lraes,lraes,0.00044026402162209696,1.1201770087496998,1.1868076474343034,0.3384412610520747,4.722711086273193,0.9911873125060203
120,natops_train_120,2,0,8,1.0,0.1,0.1,1.0,2.0409731424457935,0.99999999999,4.081946284895669,lraes,lraes,0.0004470053445109648,4.20296490989583,1.283043197144325,0.39765642162806164,4.389944076538086,0.9877504886371227
62,natops_train_121,0,0,4,1.0,0.1,0.1,1.0,2.5573565495885857,0.99999999999,5.1147130991822864,lraes,lraes,0.00044637608310196813,3.9471291988974757,1.1779367047202476,0.29385062595077327,5.4127655029296875,0.9955605060342552
86,natops_train_122,2,0,2,-1.0,0.1,0.1,1.0,2.068163973692665,0.99999999999,4.136327947389467,lraes,lraes,0.0004466665842611982,4.8280066412283835,1.4332288943164675,0.5616894320864194,4.396646499633789,0.9878313197943137
135,natops_train_123,3,0,8,-1.0,0.1,0.1,1.0,3.3252183340383237,0.99999999999,6.650436668083298,lraes,lraes,0.0004412227961866334,1.0339747489730708,1.1808164406881598,0.32602113291925694,5.855494022369385,0.9971440594453046
113,natops_train_124,0,0,5,-1.0,0.1,0.1,1.0,2.407786810603535,0.99999999999,4.815573621211886,lraes,lraes,0.00044515388404075656,4.130899461902487,1.2950875969156104,0.46639471253207654,3.9445343017578125,0.9810074694691314
98,natops_train_125,5,0,2,1.0,0.1,0.1,1.0,3.7321761112675427,0.99999999999,7.4643522225425505,lraes,lraes,0.00044871346242733394,1.5085988793546783,1.3122977334583068,0.48654106715066403,6.42634916305542,0.9983842664312991
136,natops_train_126,1,0,1,1.0,0.1,0.1,1.0,2.1982113216123587,0.99999999999,4.396422643229114,lraes,lraes,0.0004509766664850266,4.20703918486808,1.3615406813002346,0.49098806021626845,4.422484874725342,0.9881380295849108
133,natops_train_127,0,0,6,1.0,0.1,0.1,1.0,2.4469553098188634,0.99999999999,4.893910619642622,lraes,lraes,0.00044723896323825015,4.825704523077111,1.2816623133420233,0.4426891960042781,4.2727766036987305,0.9862487191872706
24,natops_train_128,5,0,0,1.0,0.1,0.1,1.0,3.693990424612807,0.99999999999,7.387980849233003,lraes,lraes,0.0004469096060209789,1.4661099892913394,1.237743067656681,0.35281006047737057,6.470574855804443,0.998454058228931
54,natops_train_13,5,0,4,1.0,0.1,0.1,1.0,3.7117042490637657,0.99999999999,7.423408498134956,lraes,lraes,0.0004462207130567641,1.3017313704115656,1.1588318375432687,0.272626266605719,6.362661838531494,0.9982782001698078
