anchor_index,tid,tier_ratio,tier_label,direction_id,sign,safe_upper_bound,gamma_used,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro
0,atrialfibrillation_train_0,0.25,small,5,1.0,0.1,0.025,0.2499999999975,0,0.006320870653428644,0.00012750500953349455
0,atrialfibrillation_train_0,0.5,mid,5,1.0,0.1,0.05,0.499999999995,0,0.006331538763552556,0.00012802994599249697
0,atrialfibrillation_train_0,0.9,edge,5,1.0,0.1,0.09000000000000001,0.899999999991,0,0.006346684997640349,0.0001294876895394652
1,atrialfibrillation_train_12,0.25,small,4,1.0,0.1,0.025,0.2499999999975,2,0.0006723015867080757,0.00012759687458233538
1,atrialfibrillation_train_12,0.5,mid,4,1.0,0.1,0.05,0.499999999995,2,0.0006741935803016702,0.0001280251002560503
1,atrialfibrillation_train_12,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,2,0.0006771214116171786,0.00012894092541641732
2,atrialfibrillation_train_4,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,0,0.004875772482414825,0.00012694534021160037
2,atrialfibrillation_train_4,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,0,0.00488990574079487,0.0001267439060868041
2,atrialfibrillation_train_4,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,0,0.004911877837055264,0.0001266939448412131
3,atrialfibrillation_train_1,0.25,small,1,1.0,0.1,0.025,0.2499999999975,0,0.011340624212419536,0.00013002303922724507
3,atrialfibrillation_train_1,0.5,mid,1,1.0,0.1,0.05,0.499999999995,0,0.01138761008203924,0.00013281984802232297
3,atrialfibrillation_train_1,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,0,0.011460907737744748,0.00013740756398038023
4,atrialfibrillation_train_14,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,2,0.03685149134900778,0.00012755596205975633
4,atrialfibrillation_train_14,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,2,0.036834432279811216,0.00012835193442580967
4,atrialfibrillation_train_14,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,2,0.036796490595413726,0.00013069288364127887
5,atrialfibrillation_train_10,0.25,small,6,-1.0,0.1,0.025,0.2499999999975,2,0.02687336386312702,0.0001263775731429444
5,atrialfibrillation_train_10,0.5,mid,6,-1.0,0.1,0.05,0.499999999995,2,0.026804193760284343,0.00012606512616761105
5,atrialfibrillation_train_10,0.9,edge,6,-1.0,0.1,0.09000000000000001,0.899999999991,2,0.026686405525326484,0.00012674552358521443
6,atrialfibrillation_train_7,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,1,0.009745758638582229,0.00012603534703334705
6,atrialfibrillation_train_7,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,1,0.009761339851315831,0.00012489092515318974
6,atrialfibrillation_train_7,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,1,0.009786001772915612,0.000123261153624308
7,atrialfibrillation_train_3,0.25,small,1,1.0,0.1,0.025,0.2499999999975,0,0.0017076165655281717,0.00013002462293530795
7,atrialfibrillation_train_3,0.5,mid,1,1.0,0.1,0.05,0.499999999995,0,0.0017144820737910005,0.00013282277554235497
7,atrialfibrillation_train_3,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,0,0.0017251965853485908,0.00013741214307774107
8,atrialfibrillation_train_8,0.25,small,8,1.0,0.1,0.025,0.2499999999975,1,0.004452999536802727,0.00012746488663708714
8,atrialfibrillation_train_8,0.5,mid,8,1.0,0.1,0.05,0.499999999995,1,0.004459524348867295,0.00012805286634440848
8,atrialfibrillation_train_8,0.9,edge,8,1.0,0.1,0.09000000000000001,0.899999999991,1,0.004468595742942799,0.0001298199001322317
9,atrialfibrillation_train_9,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,1,0.008254284575517445,0.00012743048374948905
9,atrialfibrillation_train_9,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,1,0.00827142984600913,0.00012785294464650313
9,atrialfibrillation_train_9,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,1,0.008296179673971747,0.00012908909184742478
10,atrialfibrillation_train_6,0.25,small,4,1.0,0.1,0.025,0.2499999999975,1,0.0032327028879999995,0.0001276023349500512
10,atrialfibrillation_train_6,0.5,mid,4,1.0,0.1,0.05,0.499999999995,1,0.0032443696579360142,0.0001280476927208951
10,atrialfibrillation_train_6,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,1,0.00326249166404954,0.00012901489271301253
11,atrialfibrillation_train_11,0.25,small,2,1.0,0.1,0.025,0.2499999999975,2,0.004250537309352109,0.0001297812010253558
11,atrialfibrillation_train_11,0.5,mid,2,1.0,0.1,0.05,0.499999999995,2,0.0042686098829434966,0.00013237317864081604
11,atrialfibrillation_train_11,0.9,edge,2,1.0,0.1,0.09000000000000001,0.899999999991,2,0.004296562579943532,0.00013671431571266838
