dataset,vector_flip_rate_mean,logeuclidean_flip_rate_mean,vector_margin_drop_median_mean,logeuclidean_margin_drop_median_mean,vector_classwise_covariance_distortion_mean,logeuclidean_classwise_covariance_distortion_mean,vector_cond_A_mean,logeuclidean_cond_A_mean,vector_geometry_mode,logeuclidean_geometry_mode
selfregulationscp1,0.03731343283582089,0.033582089552238806,-0.011750504538658335,-0.004709335543251489,2.657342114955843,2.749185531683201,1.0212681712976277,1.0208324214055018,vector_centered_log_covariance,centered_log_covariance_matrix_domain
