anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,edit_mode,edit_basis,edit_alpha_scale,edit_alpha,edit_norm,edit_energy,edit_basis_fro_norm,edit_status_code,transport_error_fro,transport_error_logeuc,recolor_transport_error_fro,recolor_transport_error_logeuc,bridge_cond_A,margin_aug
112,natops_train_1,2,0,4,-1.0,0.1,0.1,1.0,2.277368789568532,0.99999999999,4.554737579141619,line,whitened_pca,0.25,1.7677669529663689,1.7677669529663687,0.2499999999999646,0.9999999999999999,1.0,0.9897766304769934,4.600086712517629,0.9897766304769934,4.600086712517629,1.4859289836228218,2.3419065475463867
70,natops_train_100,5,0,5,1.0,0.1,0.1,1.0,3.86034130662901,0.99999999999,7.720682613265741,line,whitened_pca,0.25,1.7677669529663689,1.7677669529663687,0.2499999999999646,1.0,1.0,4.386979747912093,1.5361946768722567,4.386979747912093,1.5361946768722567,1.2123361594500721,4.283952713012695
39,natops_train_101,3,0,6,1.0,0.1,0.1,1.0,2.792949072101968,0.99999999999,5.585898144209523,line,whitened_pca,0.25,1.7677669529663689,1.767766952966369,0.24999999999996467,1.0,1.0,2.8571398442709457,0.9186796417177776,2.8571398442709457,0.9186796417177776,1.2865736711610216,3.5074307918548584
96,natops_train_102,1,0,6,1.0,0.1,0.1,1.0,2.4256249110926844,0.99999999999,4.851249822190221,line,whitened_pca,0.25,1.7677669529663689,1.7677669529663693,0.2499999999999647,1.0,1.0,1.6703886790414895,4.802005139167239,1.6703886790414895,4.802005139167239,1.3765071753391867,0.932541012763977
79,natops_train_103,0,0,1,-1.0,0.1,0.1,1.0,2.373890014111715,0.99999999999,4.747780028228179,line,whitened_pca,0.25,1.7677669529663689,1.7677669529663689,0.24999999999996464,1.0,1.0,2.3584425278836036,4.359750917329511,2.3584425278836036,4.359750917329511,1.3578364526212072,2.087200164794922
73,natops_train_104,1,0,5,-1.0,0.1,0.1,1.0,2.31610784161473,0.99999999999,4.632215683234093,line,whitened_pca,0.25,1.7677669529663689,1.767766952966369,0.24999999999996467,0.9999999999999999,1.0,1.7369108852788933,4.702242502933033,1.7369108852788933,4.702242502933033,1.3095159349207448,0.06781578063964844
133,natops_train_106,1,0,4,1.0,0.1,0.1,1.0,2.7337434955332967,0.99999999999,5.467486991072061,line,whitened_pca,0.25,1.7677669529663689,1.767766952966369,0.24999999999996467,1.0,1.0,1.88294708195023,4.261719486948632,1.88294708195023,4.261719486948632,1.5749129946230713,1.084426999092102
27,natops_train_107,5,0,2,1.0,0.1,0.1,1.0,4.377186584315057,0.99999999999,8.75437316863887,line,whitened_pca,0.25,1.7677669529663689,1.7677669529663689,0.24999999999996464,1.0,1.0,4.5557126432568955,1.2898108315396124,4.5557126432568955,1.2898108315396124,1.2046922385192025,4.742847442626953
30,natops_train_108,4,0,1,-1.0,0.1,0.1,1.0,2.9619038556152817,0.99999999999,5.9238077112364875,line,whitened_pca,0.25,1.7677669529663689,1.7677669529663693,0.2499999999999647,1.0,1.0,2.3381085559044683,1.043031821005463,2.3381085559044683,1.043031821005463,1.1385862953476877,0.5934590101242065
40,natops_train_109,3,0,2,-1.0,0.1,0.1,1.0,2.875117345822872,0.99999999999,5.750234691651495,line,whitened_pca,0.25,1.7677669529663689,1.767766952966369,0.24999999999996467,1.0,1.0,2.1224963677660016,1.9797081130226208,2.1224963677660016,1.9797081130226208,1.2062384153910362,2.768920660018921
