dataset,seed,status,algo,model,base_f1,mba_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,mba_stop_epoch,f1_gain_pct,base_best_val_f1,mba_best_val_f1
racketsports,2,success,lraes,timesnet,0.7934458605906398,0.8418436293436293,0.04839776875298951,0.00022178935942496488,0.00013374790602895431,1.0894361755244868,0.1499156634480069,0.9999999999899996,2.1693166631467773,-0.010761203011497855,0.65,31,23,6.099693130577197,0.9409722222222222,0.9409722222222222
