dataset,seed,status,algo,model,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1
japanesevowels,1,success,lraes,patchtst,0.8756640237032394,0.8635111114560627,-0.012152912247176628,0.00031543914868415894,2.463821439650675,1.2009348455964928,0.31488646576812784,0.9999999999899997,5.394679412581859,-0.008826090395450592,0.6,74,51,-1.3878508800590332,0.9421652421652422,0.9001554001554002
