method,n_rows,n_datasets,n_seeds,template_response_top1_mean,template_response_top5_mean,template_response_gap_top1_top5_mean,template_response_entropy_mean,template_response_abs_mean,selected_template_entropy,template_usage_entropy,top_template_concentration,gamma_requested_mean,gamma_used_mean,gamma_used_ratio_mean,pre_safe_displacement_norm_mean,post_safe_displacement_norm_mean,z_displacement_norm_mean,safe_clip_rate,safe_radius_ratio_mean,transport_error_logeuc_mean,candidate_audit_rows,candidate_audit_available,candidate_physics_ok,aug_valid_rate
csta_template_random_within_bank,21,7,3,1.4260414790115996,0.9999715554048082,0.4260699236067912,2.063996868221948,0.6812450163720462,2.162147299349105,2.162147299349105,0.16006393298059962,0.09999999999999998,0.09943245465680411,0.9943245465680415,0.0999999999141742,0.09943245558977301,0.09943245457027536,0.024999999999999994,0.17532505310135588,0.7712348967354768,1091.4285714285713,1.0,1.0,1.0
csta_top1_current,21,7,3,1.4260414790115996,0.9999715554048082,0.4260699236067912,2.063996868221948,1.4260414790115996,1.7922484765968327,1.7922484765968327,0.3158867945326279,0.09999999999999998,0.09943245465719773,0.9943245465719774,0.10000000002869472,0.09943245612509873,0.09943245468460273,0.024999999999999994,0.17532505341888457,0.7712331389147571,1091.4285714285713,1.0,1.0,1.0
csta_topk_uniform_top5,21,7,3,1.4260414790115996,0.9999715554048082,0.4260699236067912,2.063996868221948,0.9664675811412264,2.1186163263683433,2.1186163263683433,0.1950837742504409,0.09999999999999998,0.09943245465901504,0.9943245465901505,0.09999999994980739,0.09943245575312404,0.09943245460757173,0.024999999999999994,0.17532505320550726,0.7712347352606244,1091.4285714285713,1.0,1.0,1.0
pca_cov_state,21,7,3,,,,,,,,,,,,,,,,,0.7712756867872853,,,,
random_cov_state,21,7,3,,,,,,,,,,,,,,,,,0.7712090154099581,,,,
