dataset,seed,class_id,pooled_window_count_orig,pooled_window_count_feedback,pooled_window_count_total,basis_cosine_to_old_shared,basis_angle_to_old_shared,inter_basis_cosine_mean,inter_basis_cosine_min,inter_basis_cosine_max,basis_mode
natops,1,0.0,115.0,75.0,190.0,0.072025286742107,1.4987086206622104,0.09282289658245164,0.011665352042573563,0.30413460938621534,class_conditioned_single_axis
natops,1,1.0,110.0,65.0,175.0,0.06920701074989731,1.5015339508628374,0.09282289658245164,0.011665352042573563,0.30413460938621534,class_conditioned_single_axis
natops,1,2.0,110.0,65.0,175.0,0.03436097889977331,1.5364285827646533,0.09282289658245164,0.011665352042573563,0.30413460938621534,class_conditioned_single_axis
natops,1,3.0,115.0,60.0,175.0,0.14619291748084132,1.4240775881624819,0.09282289658245164,0.011665352042573563,0.30413460938621534,class_conditioned_single_axis
natops,1,4.0,110.0,75.0,185.0,0.16205048593145513,1.408028075452808,0.09282289658245164,0.011665352042573563,0.30413460938621534,class_conditioned_single_axis
natops,1,5.0,115.0,85.0,200.0,0.028302951990231376,1.5424895947284814,0.09282289658245164,0.011665352042573563,0.30413460938621534,class_conditioned_single_axis
selfregulationscp1,1,0.0,808.0,448.0,1256.0,0.9935176418672726,0.11392430608914693,0.989117711726654,0.989117711726654,0.989117711726654,class_conditioned_single_axis
selfregulationscp1,1,1.0,800.0,408.0,1208.0,0.9966653326675073,0.08168870566606624,0.989117711726654,0.989117711726654,0.989117711726654,class_conditioned_single_axis
