dataset,seed,terminal,same_backbone_no_shaping_test_macro_f1,mean_centered_test_macro_f1,single_template_pia_test_macro_f1,delta_mean_centered_vs_no_shaping,delta_single_template_pia_vs_no_shaping,delta_single_template_pia_vs_mean_centered,delta_mean_centered_between,delta_mean_centered_margin,delta_mean_centered_within,delta_mean_centered_stability,delta_single_template_pia_between,delta_single_template_pia_margin,delta_single_template_pia_within,delta_single_template_pia_stability,mean_centered_local_step_distortion_ratio_mean,single_template_pia_local_step_distortion_ratio_mean,mean_centered_operator_norm_mean,single_template_pia_operator_norm_mean,mean_centered_operator_direction_stability,single_template_pia_operator_direction_stability,template_mean_direction_cosine,single_template_pia_response_vs_margin_correlation,single_template_pia_activation_coverage_ratio,mean_centered_margin_to_score_conversion,single_template_pia_margin_to_score_conversion,mean_centered_margin_gain_per_unit_distortion,single_template_pia_margin_gain_per_unit_distortion,static_linear_test_macro_f1,dense_dynamic_gru_test_macro_f1,raw_minirocket_test_macro_f1
natops,1,dynamic_gru,0.8286955114786415,0.7836666189541989,0.8177427185458708,-0.04502889252444264,-0.010952792932770739,0.034076099591671904,0.019882851335527363,0.03870166900734584,-0.014798061785615602,0.0,0.04399135730113812,0.00023858402279652857,-0.00019889342781098662,0.0,0.9991268026674994,1.0000962276803542,0.049338219607200716,0.08557644264688284,0.8943874428233864,0.9971014492743654,0.05800556572502142,-0.22771723096302351,0.9958333333333333,-1.1634867964228595,-45.905562949123876,0.8518562782535537,0.0030509984586426482,0.7152633670886258,0.8286955114786415,0.7170628040311606
