dataset,same_backbone_no_shaping_mean,same_backbone_no_shaping_std,mean_centered_mean,mean_centered_std,single_template_pia_mean,single_template_pia_std,delta_single_template_pia_vs_mean_centered_mean,delta_mean_centered_margin_mean,delta_single_template_pia_margin_mean,mean_centered_margin_gain_per_unit_distortion_mean,single_template_pia_margin_gain_per_unit_distortion_mean,template_mean_direction_cosine_mean,single_template_pia_response_vs_margin_correlation_mean,single_template_pia_activation_coverage_ratio_mean
natops,0.8286955114786415,0.0,0.7836666189541989,0.0,0.8177427185458708,0.0,0.034076099591671904,0.03870166900734584,0.00023858402279652857,0.8518562782535537,0.0030509984586426482,0.05800556572502142,-0.22771723096302351,0.9958333333333333
