dataset,method,seed_mean,seed_std,fail_reason_mean,fail_reason_std,base_f1_mean,base_f1_std,aug_f1_mean,aug_f1_std,gain_mean,gain_std,aug_count_mean,aug_count_std,aug_ratio_mean,aug_ratio_std,actual_aug_ratio_mean,actual_aug_ratio_std,train_split_only_mean,train_split_only_std,uses_external_library_mean,uses_external_library_std,budget_matched_mean,budget_matched_std,best_val_f1_mean,best_val_f1_std,stop_epoch_mean,stop_epoch_std,warning_count_mean,warning_count_std,fallback_count_mean,fallback_count_std,method_elapsed_sec_mean,method_elapsed_sec_std,activation_topk_mean,activation_topk_std,activation_tau_mean,activation_tau_std,transport_error_fro_mean_mean,transport_error_fro_mean_std,transport_error_logeuc_mean_mean,transport_error_logeuc_mean_std,bridge_cond_A_mean_mean,bridge_cond_A_mean_std,metric_preservation_error_mean_mean,metric_preservation_error_mean_std,safe_radius_ratio_mean_mean,safe_radius_ratio_mean_std,manifold_margin_mean_mean,manifold_margin_mean_std,gamma_requested_mean_mean,gamma_requested_mean_std,gamma_used_mean_mean,gamma_used_mean_std,gamma_zero_rate_mean,gamma_zero_rate_std,host_geom_cosine_mean_mean,host_geom_cosine_mean_std,host_conflict_rate_mean,host_conflict_rate_std,candidate_total_count_mean,candidate_total_count_std,aug_total_count_mean,aug_total_count_std,requested_k_dir_mean,requested_k_dir_std,effective_k_dir_mean,effective_k_dir_std,safe_clip_rate_mean,safe_clip_rate_std,template_usage_entropy_mean,template_usage_entropy_std,top_template_concentration_mean,top_template_concentration_std,aug_valid_rate_mean,aug_valid_rate_std,candidate_audit_rows_mean,candidate_audit_rows_std,candidate_audit_available_mean,candidate_audit_available_std,candidate_accept_rate_mean,candidate_accept_rate_std,candidate_physics_ok_mean,candidate_physics_ok_std,z_displacement_norm_mean_mean,z_displacement_norm_mean_std,template_response_abs_mean_mean,template_response_abs_mean_std,gamma_requested_mean_audit_mean,gamma_requested_mean_audit_std,gamma_used_mean_audit_mean,gamma_used_mean_audit_std,safe_radius_ratio_mean_audit_mean,safe_radius_ratio_mean_audit_std,safe_clip_rate_audit_mean,safe_clip_rate_audit_std,gamma_zero_rate_audit_mean,gamma_zero_rate_audit_std,manifold_margin_mean_audit_mean,manifold_margin_mean_audit_std,transport_error_logeuc_mean_audit_mean,transport_error_logeuc_mean_audit_std,template_usage_entropy_audit_mean,template_usage_entropy_audit_std,top_template_concentration_audit_mean,top_template_concentration_audit_std,gamma_used_gt_requested_count_mean,gamma_used_gt_requested_count_std,safe_radius_ratio_out_of_bounds_count_mean,safe_radius_ratio_out_of_bounds_count_std,aug_train_ratio_mean,aug_train_ratio_std,multi_template_pairs_mean,multi_template_pairs_std,zpia_z_dim_mean,zpia_z_dim_std,zpia_n_train_mean,zpia_n_train_std,zpia_n_train_lt_z_dim_mean,zpia_n_train_lt_z_dim_std,zpia_row_norm_min_mean,zpia_row_norm_min_std,zpia_row_norm_max_mean,zpia_row_norm_max_std,zpia_row_norm_mean_mean,zpia_row_norm_mean_std,zpia_fallback_row_count_mean,zpia_fallback_row_count_std,telm2_recon_last_mean,telm2_recon_last_std,telm2_recon_mean_mean,telm2_recon_mean_std,telm2_recon_std_mean,telm2_recon_std_std,selected_template_entropy_mean,selected_template_entropy_std
har,csta_topk_uniform_top5,2.0,1.0,,,0.9348949434714856,0.0006228747812612752,0.9553691732491746,0.003947949667689935,0.02047422977768897,0.004517373191809981,58810.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.997700034418175,0.001305834163051311,30.0,0.0,0.0,0.0,0.0,0.0,178.2145220916524,4.631256854475838,5.0,0.0,,,0.00027135542538156665,1.3067530074905471e-07,2.9530998153801815,0.00023625333087440705,1.1006942424765078,0.005108957208138322,0.1725616980440063,0.007794661108614624,0.18459794942545185,0.00030554987536000124,1.2243557059115369,0.003678419157300624,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58810.0,0.0,58810.0,0.0,10.0,0.0,10.0,0.0,0.011449300005667901,0.0008035734783629623,1.9386309282727145,0.05051507941715456,0.1971886867312815,0.00025973902935759203,1.0,0.0,58810.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0998439993071587,1.4413991888829868e-05,2.638058135753521,0.24066335984167042,0.10000000000000002,0.0,0.09984399955151091,1.4413713146115255e-05,0.18459794942545185,0.00030554987536000124,0.011449300005667901,0.0008035734783629623,0.0,0.0,1.2243557059115369,0.003678419157300624,2.9530998153801815,0.00023625333087440705,1.9386309282727145,0.05051507941715456,0.1971886867312815,0.00025973902935759203,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,45.0,0.0,5881.0,0.0,0.0,0.0,1.0,1.3597399555105182e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.5432432664433311,0.007208560550589374,0.54576522228816,0.0037922446626371667,0.01758053485686763,0.0003953546986336721,1.9386309282727145,0.05051507941715456
heartbeat,csta_topk_uniform_top5,2.0,1.0,,,0.6530270182885037,0.01673649152957013,0.6554403285887614,0.029992120997410845,0.002413310300257802,0.046650771382789155,1630.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6938279784159853,0.04657486524867869,20.333333333333332,8.504900548115382,0.0,0.0,0.0,0.0,17.53703151198958,2.0716089618865565,5.0,0.0,,,0.0007043329903621333,3.95470996992209e-08,9.570172038917198,0.04334764383974494,1.149478163095162,0.0015707521865227748,0.2788304239838905,0.002550053300232638,0.039102305877050166,0.0009275676449957464,4.069173560263541,0.21265210991686007,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,0.0,1630.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,2.1507456412627945,0.0708192011039584,0.2004089979550102,0.007084052382694835,1.0,0.0,1630.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10000000000721293,8.187115127999594e-11,1.4041821581476785,0.1195033115945465,0.10000000000000002,0.0,0.10000000000000002,0.0,0.039102305877050166,0.0009275676449957464,0.0,0.0,0.0,0.0,4.069173560263541,0.21265210991686007,9.570172038917198,0.04334764383974494,2.1507456412627945,0.0708192011039584,0.2004089979550102,0.007084052382694835,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1891.0,0.0,163.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.721111253948988,0.021093612448590614,0.7145523502496763,0.021831647606936663,0.03681109695394386,0.0009215612607743252,2.1507456412627945,0.0708192011039584
japanesevowels,csta_topk_uniform_top5,2.0,1.0,,,0.9661509590323788,0.009167563041868563,0.9785341333074079,0.0069528804284001424,0.012383174275029033,0.012729027076391916,2160.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9875679875679877,0.010766438586286555,30.0,0.0,0.0,0.0,0.0,0.0,11.427290940676661,0.20303295157273127,5.0,0.0,,,0.0003158739872436,7.684240616805422e-08,2.4500527003241537,0.010537950958965763,1.2200741387057776,0.004100861333963188,0.3364825455562297,0.0032143880065315417,0.024954389895034266,9.932103667401179e-05,5.3765669018572835,0.019134642339864984,0.09999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,0.0,2160.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,2.2713935434346926,0.01197660603596983,0.15123456790123457,0.002672917912914966,1.0,0.0,2160.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.09999999990052837,5.2781418148471264e-11,1.5057879410843131,0.03253873710274261,0.09999999999999991,0.0,0.09999999999999991,0.0,0.024954389895034266,9.932103667401179e-05,0.0,0.0,0.0,0.0,5.3765669018572835,0.019134642339864984,2.4500527003241537,0.010537950958965763,2.2713935434346926,0.01197660603596983,0.15123456790123457,0.002672917912914966,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,78.0,0.0,216.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7479773678687947,0.0019204748553432187,0.7516199751806664,0.0016813128336783645,0.012414364007880435,0.00025076484337557847,2.2713935434346926,0.01197660603596983
libras,csta_topk_uniform_top5,2.0,1.0,,,0.5604970086490186,0.47026135162447846,0.8674927711586049,0.057510021177380584,0.3069957625095863,0.5274836473226423,1440.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.903068783068783,0.04734879218389004,18.666666666666668,8.144527815247079,0.0,0.0,0.0,0.0,7.186033322010189,0.7899957841984497,5.0,0.0,,,0.0001287158049113,2.842765275869153e-07,0.24871898817792806,0.003282667321869805,1.079081708259159,0.01149263109287976,0.13117101583233418,0.008100890541557815,0.3684582495372836,0.011312531184757411,0.5462185803497736,0.019913394769596304,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,0.0,1440.0,0.0,10.0,0.0,10.0,0.0,0.032407407407407364,0.004009376869372436,2.1675989094185133,0.06661877689949483,0.162037037037037,0.008018753738744748,1.0,0.0,1440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.09975036634631856,0.00013317906511353008,1.6604699877605933,0.10421307519486754,0.10000000000000002,0.0,0.09975036600959573,0.00013317983814657448,0.3684582495372836,0.011312531184757411,0.032407407407407364,0.004009376869372436,0.0,0.0,0.5462185803497736,0.019913394769596304,0.24871898817792806,0.003282667321869805,2.1675989094185133,0.06661877689949483,0.162037037037037,0.008018753738744748,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,0.0,144.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3861579388020204,0.06491636452448692,0.3743464272069663,0.012893134366259398,0.053989155251047166,0.012481638626394407,2.1675989094185133,0.06661877689949483
motorimagery,csta_topk_uniform_top5,2.0,1.0,,,0.436153208624094,0.05260533084918073,0.4486584126953809,0.06732509617945091,0.012505204071286899,0.054991162383369194,2220.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5633118889292935,0.03841120986760296,16.666666666666668,5.507570547286102,0.0,0.0,0.0,0.0,90.29088272167913,18.64761325404911,5.0,0.0,,,0.0007205552206965333,2.017950670990647e-08,0.00010571892238633335,3.4722831972944266e-07,1.093322695588624,0.0032741734983924606,0.1878174726184366,0.00215229519661021,0.023033555728428065,5.1693242581014745e-05,5.84679144862525,0.015927721386433884,0.09999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220.0,0.0,2220.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,2.271402633667084,0.013932227955949238,0.1501501501501501,0.02128745777591264,1.0,0.0,2220.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10000000002517691,2.668578796894607e-11,1.4294447790631362,0.04409013350582515,0.09999999999999991,0.0,0.09999999999999991,0.0,0.023033555728428065,5.1693242581014745e-05,0.0,0.0,0.0,0.0,5.84679144862525,0.015927721386433884,0.00010571892238633335,3.4722831972944266e-07,2.271402633667084,0.013932227955949238,0.1501501501501501,0.02128745777591264,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,2080.0,0.0,222.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8367502081752628,0.0009769340322528992,0.8402530661758165,0.0008080337957947016,0.0099410984091626,0.000724794941368803,2.271402633667084,0.013932227955949238
natops,csta_topk_uniform_top5,2.0,1.0,,,0.9216425322831762,0.01515792484574601,0.9608696404345388,0.005711285449272913,0.039227108151362565,0.013092921635537344,1440.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9813519813519814,0.016149657879430106,24.666666666666668,9.237604307034012,0.0,0.0,0.0,0.0,8.298198898672126,0.980965428197813,5.0,0.0,,,0.0004489230890637,4.054142922385221e-07,2.9159347387602406,0.005064652365246123,1.4109324965502896,0.012598496573548019,0.5598215663499793,0.013817166622386542,0.024511155140968632,0.0004257231846636635,5.733628288789461,0.08849489231445822,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,0.0,1440.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,2.1752377404048526,0.012965207284478772,0.18518518518518515,0.010607814108694059,1.0,0.0,1440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.09999999998603255,1.4429051725957592e-11,2.4509958504249174,0.03937992994464744,0.10000000000000002,0.0,0.10000000000000002,0.0,0.024511155140968632,0.0004257231846636635,0.0,0.0,0.0,0.0,5.733628288789461,0.08849489231445822,2.9159347387602406,0.005064652365246123,2.1752377404048526,0.012965207284478772,0.18518518518518515,0.010607814108694059,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,300.0,0.0,144.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7513405647509804,0.009082354524485076,0.7575719380778976,0.0017910865288741121,0.011278010349392666,0.0004234128023898381,2.1752377404048526,0.012965207284478772
pendigits,csta_topk_uniform_top5,2.0,1.0,,,0.9830244122278083,0.0023534657348120956,0.9852420447660474,0.003762410826942357,0.0022176325382391,0.003008532726843424,59950.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9984503755019233,0.00037057477551749455,22.0,7.211102550927978,0.0,0.0,0.0,0.0,136.67693399001533,26.6996235073273,5.0,0.0,,,0.00012740162470663332,3.839205924327171e-08,1.4627633846689265e-07,1.0696618635043188e-09,1.0176608797392568,0.005075137552939382,0.03187730532100574,0.002777168436893313,0.9849399997274902,0.00035528220045688775,0.043276259578700134,0.0007940137022631438,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59950.0,0.0,59950.0,0.0,10.0,0.0,10.0,0.0,0.9629135390603282,0.0003472336946564432,2.237982787795135,0.006102299103621881,0.15068112315818732,0.015879280807849047,1.0,0.0,59950.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.027419053899366302,8.640482773513808e-05,0.29907585990362273,0.029790997036031393,0.10000000000000002,0.0,0.0274190540720335,8.640495691327467e-05,0.9849399997274902,0.00035528220045688775,0.9629135390603282,0.0003472336946564432,0.0,0.0,0.043276259578700134,0.0007940137022631438,1.4627633846689265e-07,1.0696618635043188e-09,2.237982787795135,0.006102299103621881,0.15068112315818732,0.015879280807849047,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,0.0,5995.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9188527740788951,0.001452427782983512,0.9170349663770286,0.0010032082865116861,0.005658153971174966,0.000660705925469362,2.237982787795135,0.006102299103621881
racketsports,csta_topk_uniform_top5,2.0,1.0,,,0.8696074996720241,0.013229632397157179,0.8877814485757538,0.007457931092273792,0.0181739489037295,0.006226852950702669,1200.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9606481481481483,0.0340797033896654,25.333333333333332,4.163331998932265,0.0,0.0,0.0,0.0,7.660428613676534,0.16537249367723944,5.0,0.0,,,0.00022169298030536664,4.6472064532775434e-08,0.0001260060181049,6.949325869304907e-06,1.10017152560343,0.0005852322375640412,0.1586063769928831,0.002598333563402805,0.06527445340659373,0.00041560309042575186,2.1546646820830673,0.01315590913636351,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,1200.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,2.2657073028711605,0.009198352309783654,0.14999999999999997,0.008333333333333352,1.0,0.0,1200.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10000000000170405,4.464791662109089e-10,0.8901139254717457,0.029885288973664964,0.10000000000000002,0.0,0.10000000000000002,0.0,0.06527445340659373,0.00041560309042575186,0.0,0.0,0.0,0.0,2.1546646820830673,0.01315590913636351,0.0001260060181049,6.949325869304907e-06,2.2657073028711605,0.009198352309783654,0.14999999999999997,0.008333333333333352,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,21.0,0.0,120.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6413310140555945,0.0025044257057854997,0.6452957048446,0.004954026257708426,0.014173462424268868,0.0017249011573850833,2.2657073028711605,0.009198352309783654
selfregulationscp2,csta_topk_uniform_top5,2.0,1.0,,,0.45074054270119185,0.06325142551824281,0.4638288066312343,0.04382104707552169,0.013088263930042502,0.09879004127099565,1600.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6235613126677998,0.09119512458854015,23.0,6.557438524302,0.0,0.0,0.0,0.0,17.419706892668426,3.5418775539551666,5.0,0.0,,,0.00023898988749743332,2.1701476418881502e-08,1.1503922235463969e-05,6.785808944477457e-08,1.081349208389012,0.0020507427470981957,0.13995087507832263,0.0014567793888661496,0.34662701201255897,0.0046148886070592685,0.4152400043290516,0.004624583639845367,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,1600.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,2.200095834465262,0.056881739351478854,0.14583333333333334,0.007216878364870312,1.0,0.0,1600.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1000000001330762,3.3365058206917837e-10,0.331048671273104,0.011391712020482486,0.10000000000000002,0.0,0.10000000000000002,0.0,0.34662701201255897,0.0046148886070592685,0.0,0.0,0.0,0.0,0.4152400043290516,0.004624583639845367,1.1503922235463969e-05,6.785808944477457e-08,2.200095834465262,0.056881739351478854,0.14583333333333334,0.007216878364870312,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,28.0,0.0,160.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.34999398141351556,0.01642003359693085,0.35123711409867236,0.016123562522123228,0.005191569345282666,0.002196734053369092,2.200095834465262,0.056881739351478854
uwavegesturelibrary,csta_topk_uniform_top5,2.0,1.0,,,0.7093520964994625,0.044257608347720065,0.7900257724292011,0.02127038066098667,0.0806736759297386,0.05228554342485104,960.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.905952380952381,0.04923954013722278,16.666666666666668,2.309401076758503,0.0,0.0,0.0,0.0,6.807633965664233,0.28508950247226733,5.0,0.0,,,0.00015711722480386665,6.754850836591326e-08,0.0017390952611457333,9.23312526378874e-05,1.0886605843726058,0.004399389417264494,0.1326543324449929,0.0018474731174818145,0.42189693214319907,0.004612450328268668,0.5374412451542669,0.011671374826724054,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,960.0,0.0,10.0,0.0,10.0,0.0,0.11805555555555551,0.015911721163041112,2.1824586330497096,0.04398484566547727,0.17013888888888884,0.026214702900245652,1.0,0.0,960.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0969447847693588,0.00048713661386833186,0.6888974676717159,0.05431931062745466,0.10000000000000002,0.0,0.09694478542808956,0.00048713708034537907,0.42189693214319907,0.004612450328268668,0.11805555555555551,0.015911721163041112,0.0,0.0,0.5374412451542669,0.011671374826724054,0.0017390952611457333,9.23312526378874e-05,2.1824586330497096,0.04398484566547727,0.17013888888888884,0.026214702900245652,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,6.0,0.0,96.0,0.0,0.0,0.0,1.0,1.3597399555105182e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.5622402883438079,0.023820179932815214,0.6130045922531043,0.015860507628154864,0.0295827828749647,0.006055381363208545,2.1824586330497096,0.04398484566547727
