method,seed_mean,seed_std,fail_reason_mean,fail_reason_std,base_f1_mean,base_f1_std,aug_f1_mean,aug_f1_std,gain_mean,gain_std,aug_count_mean,aug_count_std,aug_ratio_mean,aug_ratio_std,actual_aug_ratio_mean,actual_aug_ratio_std,train_split_only_mean,train_split_only_std,uses_external_library_mean,uses_external_library_std,budget_matched_mean,budget_matched_std,best_val_f1_mean,best_val_f1_std,stop_epoch_mean,stop_epoch_std,warning_count_mean,warning_count_std,fallback_count_mean,fallback_count_std,method_elapsed_sec_mean,method_elapsed_sec_std,activation_topk_mean,activation_topk_std,activation_tau_mean,activation_tau_std,transport_error_fro_mean_mean,transport_error_fro_mean_std,transport_error_logeuc_mean_mean,transport_error_logeuc_mean_std,bridge_cond_A_mean_mean,bridge_cond_A_mean_std,metric_preservation_error_mean_mean,metric_preservation_error_mean_std,safe_radius_ratio_mean_mean,safe_radius_ratio_mean_std,manifold_margin_mean_mean,manifold_margin_mean_std,gamma_requested_mean_mean,gamma_requested_mean_std,gamma_used_mean_mean,gamma_used_mean_std,gamma_zero_rate_mean,gamma_zero_rate_std,host_geom_cosine_mean_mean,host_geom_cosine_mean_std,host_conflict_rate_mean,host_conflict_rate_std,candidate_total_count_mean,candidate_total_count_std,aug_total_count_mean,aug_total_count_std,requested_k_dir_mean,requested_k_dir_std,effective_k_dir_mean,effective_k_dir_std,safe_clip_rate_mean,safe_clip_rate_std,template_usage_entropy_mean,template_usage_entropy_std,top_template_concentration_mean,top_template_concentration_std,aug_valid_rate_mean,aug_valid_rate_std,candidate_audit_rows_mean,candidate_audit_rows_std,candidate_audit_available_mean,candidate_audit_available_std,candidate_accept_rate_mean,candidate_accept_rate_std,candidate_physics_ok_mean,candidate_physics_ok_std,z_displacement_norm_mean_mean,z_displacement_norm_mean_std,template_response_abs_mean_mean,template_response_abs_mean_std,gamma_requested_mean_audit_mean,gamma_requested_mean_audit_std,gamma_used_mean_audit_mean,gamma_used_mean_audit_std,safe_radius_ratio_mean_audit_mean,safe_radius_ratio_mean_audit_std,safe_clip_rate_audit_mean,safe_clip_rate_audit_std,gamma_zero_rate_audit_mean,gamma_zero_rate_audit_std,manifold_margin_mean_audit_mean,manifold_margin_mean_audit_std,transport_error_logeuc_mean_audit_mean,transport_error_logeuc_mean_audit_std,template_usage_entropy_audit_mean,template_usage_entropy_audit_std,top_template_concentration_audit_mean,top_template_concentration_audit_std,gamma_used_gt_requested_count_mean,gamma_used_gt_requested_count_std,safe_radius_ratio_out_of_bounds_count_mean,safe_radius_ratio_out_of_bounds_count_std,aug_train_ratio_mean,aug_train_ratio_std,multi_template_pairs_mean,multi_template_pairs_std,zpia_z_dim_mean,zpia_z_dim_std,zpia_n_train_mean,zpia_n_train_std,zpia_n_train_lt_z_dim_mean,zpia_n_train_lt_z_dim_std,zpia_row_norm_min_mean,zpia_row_norm_min_std,zpia_row_norm_max_mean,zpia_row_norm_max_std,zpia_row_norm_mean_mean,zpia_row_norm_mean_std,zpia_fallback_row_count_mean,zpia_fallback_row_count_std,telm2_recon_last_mean,telm2_recon_last_std,telm2_recon_mean_mean,telm2_recon_mean_std,telm2_recon_std_mean,telm2_recon_std_std,selected_template_entropy_mean,selected_template_entropy_std
csta_topk_uniform_top5,2.0,0.8233869695926184,,,0.6874174676803437,0.2941024649555838,0.7279262531262056,0.27213436721500595,0.040508785445861874,0.12750039537257113,7166.0,17564.801783536164,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8039754248711293,0.2313205184711217,23.166666666666668,7.018538808445083,0.0,0.0,0.0,0.0,29.12117959955164,47.6809232738007,5.0,0.0,,,0.00028015758874827497,0.00017353688194018374,0.9112008310884286,2.235391131039773,1.1245021643829942,0.08466714429747296,0.19550219667742344,0.11149539287868437,0.19933401367278322,0.24518106846766624,2.4199756304723494,2.089625335887383,0.09999999999999996,5.562863528062607e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7166.0,17564.801783536164,7166.0,17564.801783536164,10.0,0.0,10.0,0.0,0.06499129010144794,0.2126076188788592,2.153466679098087,0.14931038144934283,0.17966767436385225,0.04776569824441756,1.0,0.0,7166.0,17564.801783536164,1.0,0.0,1.0,0.0,1.0,0.0,0.09599926937575659,0.015903015647820897,1.1922562477323693,0.6759424792004219,0.09999999999999996,5.562863528062607e-17,0.09599926938371671,0.01590301560531062,0.19933401367278322,0.24518106846766624,0.06499129010144794,0.2126076188788592,0.0,0.0,2.4199756304723494,2.089625335887383,0.9112008310884286,2.235391131039773,2.153466679098087,0.14931038144934283,0.17966767436385225,0.04776569824441756,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,251.7,592.5639291835872,716.6,1756.4801783536166,0.2,0.40337558727168865,1.0,4.088172546704897e-17,1.0,4.088172546704897e-17,1.0,0.0,0.0,0.0,0.5948068370499372,0.19328630821006648,0.5971768015100324,0.1946594684038396,0.019631708876562515,0.01460660576634125,2.153466679098087,0.14931038144934283
