dataset,seed,status,algo,model,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1
racketsports,2,success,lraes,patchtst,0.7438694103608158,0.7517034654454924,0.007834055084676605,0.00022203813747748998,0.0001339527165976744,1.0889287590240395,0.14990231730016268,0.9999999999899996,2.1693166631467773,0.007128702476620674,0.5,67,32,1.053149104185851,0.7846153846153847,0.7833333333333333
