dataset,seed,arm,terminal,train_macro_f1,val_macro_f1,test_macro_f1,delta_vs_no_shaping,delta_vs_c0
natops,1,baseline_0,dynamic_gru,0.7472411708152222,0.5478626765391472,0.5146666938199196,0.0,0.0031076768721670645
natops,1,mean_centered,dynamic_gru,0.7472411708152222,0.5695674695674695,0.5097071650959006,-0.004959528724018947,-0.0018518518518518823
natops,1,c0_unweighted_a2r,dynamic_gru,0.7405791263873972,0.5695674695674695,0.5115590169477525,-0.0031076768721670645,0.0
natops,1,c2_median_min_weighted_a2r,dynamic_gru,0.739103313840156,0.5695674695674695,0.5030330860610513,-0.011633607758868236,-0.008525930886701172
natops,1,c3_bipolar_discriminative_weighted_a2r,dynamic_gru,0.7472411708152222,0.5478626765391472,0.5179793482112222,0.003312654391302572,0.006420331263469636
