dataset,seed,status,algo,model,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1
fingermovements,1,success,lraes,timesnet,0.5095586027424682,0.46952257031328193,-0.0400360324291863,0.0004772422203734363,6.711740514273098e-05,1.1101610019563384,0.21455317457165388,0.9999999999899998,6.124161271064866,-0.01372516832780093,0.6,19,56,-7.857001011602891,0.624633431085044,0.6384180790960452
