anchor_index,tid,tier_ratio,tier_label,cA_direction_id,cA_sign,cA_safe_upper_bound,cA_gamma_used,safe_radius_ratio_A,cDm_direction_id,cDm_sign,cDm_safe_upper_bound,cDm_gamma_used,safe_radius_ratio_Dm,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro,cDm_transport_error_logeuc,cDm_transport_error_fro,dual_transport_error_logeuc
15,natops_train_77,0.5,mid,6,1.0,0.1,0.05,0.499999999995,9,-1.0,0.05,0.025,0.49999999999,0.4999999999925,2,5.6117340052127975,0.0004451266747194164,5.8820550898657435,0.00043971520002116166,5.74689454753927
15,natops_train_77,0.9,edge,6,1.0,0.1,0.09000000000000001,0.899999999991,9,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,2,5.60931047304047,0.00045437358202725993,5.880240829625765,0.00043880876837979637,5.744775651333118
16,natops_train_13,0.25,small,7,1.0,0.1,0.025,0.2499999999975,6,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,5,5.583211988379252,0.00044132809729638015,5.568292266819914,0.0004409123910359146,5.575752127599583
16,natops_train_13,0.5,mid,7,1.0,0.1,0.05,0.499999999995,6,-1.0,0.05,0.025,0.49999999999,0.4999999999925,5,5.580863591391221,0.00044354713202186005,5.568003692980063,0.0004409653277098538,5.574433642185642
16,natops_train_13,0.9,edge,7,1.0,0.1,0.09000000000000001,0.899999999991,6,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,5,5.576735601046898,0.0004506651852568376,5.567528861842784,0.00044115189308020135,5.572132231444841
17,natops_train_47,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,3,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,5.755630209663139,0.0004427611811058276,5.877766102482688,0.00044066834857524204,5.816698156072913
17,natops_train_47,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,3,-1.0,0.05,0.025,0.49999999999,0.4999999999925,0,5.756128194673932,0.00044762362444541694,5.876311241478632,0.00044046137206736266,5.816219718076282
17,natops_train_47,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,3,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,5.756791150185585,0.00046233512891031436,5.873981484031922,0.0004401981717373728,5.815386317108754
18,natops_train_162,0.25,small,7,1.0,0.1,0.025,0.2499999999975,8,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,1,6.173538218376444,0.000442238411920789,6.43562416265871,0.0004408620567358124,6.3045811905175775
18,natops_train_162,0.5,mid,7,1.0,0.1,0.05,0.499999999995,8,-1.0,0.05,0.025,0.49999999999,0.4999999999925,1,6.1733870123477494,0.00044721756343518764,6.435921597904982,0.0004408451554172278,6.304654305126366
18,natops_train_162,0.9,edge,7,1.0,0.1,0.09000000000000001,0.899999999991,8,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,1,6.172628742016273,0.00046388700906907976,6.436397894909381,0.00044087802571115214,6.304513318462827
19,natops_train_117,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,5,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,3,5.428176307076048,0.0004428335910920644,5.431252470339029,0.00044094611098035506,5.429714388707538
19,natops_train_117,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,5,-1.0,0.05,0.025,0.49999999999,0.4999999999925,3,5.4233633396445935,0.00044875587809566146,5.431882663740296,0.0004410533947472669,5.427623001692445
19,natops_train_117,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,5,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,3,5.418844696383235,0.0004676005717376443,5.432859243621553,0.00044136347082771347,5.425851970002394
20,natops_train_95,0.25,small,0,-1.0,0.1,0.025,0.2499999999975,7,1.0,0.05,0.0125,0.249999999995,0.24999999999625,4,5.674474244212131,0.00044143010558332207,5.269678025147209,0.0004408903466832431,5.47207613467967
20,natops_train_95,0.5,mid,0,-1.0,0.1,0.05,0.499999999995,7,1.0,0.05,0.025,0.49999999999,0.4999999999925,4,5.673722663221928,0.00044382684934765853,5.270053013578311,0.00044093647243644,5.47188783840012
20,natops_train_95,0.9,edge,0,-1.0,0.1,0.09000000000000001,0.899999999991,7,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,4,5.671526671728574,0.0004513872406381523,5.2706367483213805,0.00044114002572871215,5.471081710024977
21,natops_train_179,0.25,small,2,-1.0,0.1,0.025,0.2499999999975,3,1.0,0.05,0.0125,0.249999999995,0.24999999999625,3,5.428816100586463,0.0004417670142022078,5.257132154400356,0.00044121221014549835,5.3429741274934095
