anchor_index,tid,tier_ratio,tier_label,cA_direction_id,cA_sign,cA_safe_upper_bound,cA_gamma_used,safe_radius_ratio_A,cDm_direction_id,cDm_sign,cDm_safe_upper_bound,cDm_gamma_used,safe_radius_ratio_Dm,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro,cDm_transport_error_logeuc,cDm_transport_error_fro,dual_transport_error_logeuc
0,natops_train_45,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,1,1.0,0.05,0.0125,0.249999999995,0.24999999999625,5,5.822895409924085,0.00044172397607768036,5.842169286619144,0.00044100384596249686,5.832532348271615
0,natops_train_45,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,1,1.0,0.05,0.025,0.49999999999,0.4999999999925,5,5.825126151724518,0.0004442042029183677,5.841858368764227,0.0004411419179818165,5.833492260244373
0,natops_train_45,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,1,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,5,5.829615723203344,0.00045193955159951216,5.84136398218061,0.00044145222786906146,5.8354898526919765
1,natops_train_2,0.25,small,5,-1.0,0.1,0.025,0.2499999999975,1,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,2,6.2721606734761375,0.0004420665416681215,6.52236406326916,0.0004408528941515668,6.397262368372649
1,natops_train_2,0.5,mid,5,-1.0,0.1,0.05,0.499999999995,1,-1.0,0.05,0.025,0.49999999999,0.4999999999925,2,6.273044492388973,0.0004461902053849105,6.521615054510439,0.0004408206953776762,6.397329773449706
1,natops_train_2,0.9,edge,5,-1.0,0.1,0.09000000000000001,0.899999999991,1,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,2,6.274425936458001,0.00045954660253360414,6.520431072437297,0.0004408170182679373,6.3974285044476495
2,natops_train_70,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,5,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,2,6.001948078972571,0.0004419568335296426,6.324251469752075,0.00044078521446274185,6.163099774362323
2,natops_train_70,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,5,-1.0,0.05,0.025,0.49999999999,0.4999999999925,2,6.000955001140542,0.00044520126753029327,6.323299399036033,0.0004406802386240627,6.162127200088287
2,natops_train_70,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,5,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,2,5.999375797715226,0.00045534206033327306,6.321783802200777,0.00044054985927622823,6.160579799958001
3,natops_train_48,0.25,small,4,1.0,0.1,0.025,0.2499999999975,0,1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,5.739119109234595,0.00044207073950073184,5.914707282215595,0.0004411378716801477,5.826913195725095
3,natops_train_48,0.5,mid,4,1.0,0.1,0.05,0.499999999995,0,1.0,0.05,0.025,0.49999999999,0.4999999999925,0,5.738010602592249,0.0004459769628603091,5.914112457976334,0.0004413875930891463,5.826061530284291
3,natops_train_48,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,0,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,5.73702423474492,0.00045825598729794443,5.913162455140293,0.00044182900014959233,5.825093344942607
4,natops_train_58,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,3,1.0,0.05,0.0125,0.249999999995,0.24999999999625,1,5.846005782723087,0.0004414106084930811,6.226881462606476,0.0004408991557884631,6.036443622664782
4,natops_train_58,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,3,1.0,0.05,0.025,0.49999999999,0.4999999999925,1,5.845117283818115,0.0004429612812297034,6.227226331451118,0.0004409152060543698,6.0361718076346165
4,natops_train_58,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,3,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,1,5.8434469744379625,0.0004476675866368147,6.227779300282441,0.00044099288043852647,6.035613137360201
5,natops_train_106,0.25,small,2,-1.0,0.1,0.025,0.2499999999975,6,1.0,0.05,0.0125,0.249999999995,0.24999999999625,1,5.723808410272611,0.00044128401154835967,6.170657335413104,0.00044072929407152386,5.947232872842857
5,natops_train_106,0.5,mid,2,-1.0,0.1,0.05,0.499999999995,6,1.0,0.05,0.025,0.49999999999,0.4999999999925,1,5.722774133846227,0.0004428318027341332,6.1688804159225485,0.00044057040260906495,5.945827274884388
5,natops_train_106,0.9,edge,2,-1.0,0.1,0.09000000000000001,0.899999999991,6,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,1,5.721485490035355,0.00044793052581058564,6.16603650488318,0.0004403577565393252,5.943760997459267
6,natops_train_50,0.25,small,9,1.0,0.1,0.025,0.2499999999975,0,1.0,0.05,0.0125,0.249999999995,0.24999999999625,3,5.556274941115841,0.0004432768853620946,5.280447311018644,0.00044113248921333895,5.418361126067243
6,natops_train_50,0.5,mid,9,1.0,0.1,0.05,0.499999999995,0,1.0,0.05,0.025,0.49999999999,0.4999999999925,3,5.556213824099671,0.0004511197171688261,5.281933759181419,0.0004413925931776346,5.419073791640544
6,natops_train_50,0.9,edge,9,1.0,0.1,0.09000000000000001,0.899999999991,0,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,3,5.555986870817477,0.00047649507238700325,5.284304069788063,0.00044188408636366446,5.42014547030277
7,natops_train_73,0.25,small,4,1.0,0.1,0.025,0.2499999999975,1,1.0,0.05,0.0125,0.249999999995,0.24999999999625,2,5.716431347857201,0.0004414203447902932,5.938036802508044,0.00044098280165751123,5.827234075182623
7,natops_train_73,0.5,mid,4,1.0,0.1,0.05,0.499999999995,1,1.0,0.05,0.025,0.49999999999,0.4999999999925,2,5.714573363828775,0.00044333062386471263,5.9391600778096,0.0004410777327590863,5.826866720819187
