method,mean_f1,mean_gain_vs_phase1_no_aug,gamma_requested_mean,gamma_used_mean,safe_clip_rate,safe_radius_ratio_mean,template_usage_entropy,top_template_concentration,transport_error_logeuc_mean
csta_topk_uniform_top5,0.6630284018296319,0.041791698168031306,0.10000000000000002,0.10000000000000002,0.0,0.24081822215475043,2.1186163263683433,0.1950837742504409,0.7712347380015298
csta_topk_softmax_tau_0.05,0.6570321534730376,0.03579544981143697,0.10000000000000002,0.10000000000000002,0.0,0.24081822242913858,1.839255209174286,0.3152612433862434,0.7712330574075731
csta_topk_softmax_tau_0.20,0.6542921287408051,0.0330554250792047,0.10000000000000002,0.10000000000000002,0.0,0.24081822224682456,1.9274259850203899,0.2733079805996472,0.7712335589864738
csta_top1_current,0.6504671036133646,0.029230399951764068,0.10000000000000002,0.10000000000000002,0.0,0.24081822244581957,1.7922484765968327,0.3158867945326279,0.7712331419555343
csta_topk_softmax_tau_0.10,0.6453665574041112,0.024129853742510886,0.10000000000000002,0.10000000000000002,0.0,0.2408182222979836,1.8928685248814925,0.30010471781305115,0.7712332597676799
