anchor_index,tid,tier_ratio,tier_label,direction_id,sign,safe_upper_bound,gamma_used,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro
0,natops_train_114,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,4,5.63882874843178,0.00044208598678600967
0,natops_train_114,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,4,5.6386566761828565,0.0004460775618040415
0,natops_train_114,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,4,5.638348494482803,0.0004585746815151096
1,natops_train_31,0.25,small,8,1.0,0.1,0.025,0.2499999999975,4,5.82745566835612,0.00044284752764111836
1,natops_train_31,0.5,mid,8,1.0,0.1,0.05,0.499999999995,4,5.827926413177237,0.0004483357276741714
1,natops_train_31,0.9,edge,8,1.0,0.1,0.09000000000000001,0.899999999991,4,5.8279600209502584,0.0004648361693924308
2,natops_train_157,0.25,small,4,-1.0,0.1,0.025,0.2499999999975,4,5.572091782655297,0.0004417614557673265
2,natops_train_157,0.5,mid,4,-1.0,0.1,0.05,0.499999999995,4,5.569757914308677,0.00044453726159632387
2,natops_train_157,0.9,edge,4,-1.0,0.1,0.09000000000000001,0.899999999991,4,5.567377653452376,0.00045324862997401925
3,natops_train_130,0.25,small,9,1.0,0.1,0.025,0.2499999999975,0,5.689050025382233,0.00044227071834463994
3,natops_train_130,0.5,mid,9,1.0,0.1,0.05,0.499999999995,0,5.6901862766529145,0.000446116169349841
3,natops_train_130,0.9,edge,9,1.0,0.1,0.09000000000000001,0.899999999991,0,5.691237428688108,0.0004578040269319011
4,natops_train_178,0.25,small,9,-1.0,0.1,0.025,0.2499999999975,3,5.644211429622024,0.0004421646974814032
4,natops_train_178,0.5,mid,9,-1.0,0.1,0.05,0.499999999995,3,5.643137732084003,0.00044648123904494924
4,natops_train_178,0.9,edge,9,-1.0,0.1,0.09000000000000001,0.899999999991,3,5.639673322989178,0.00045968262429486417
5,natops_train_29,0.25,small,2,1.0,0.1,0.025,0.2499999999975,4,5.511278951025176,0.0004431033371430701
5,natops_train_29,0.5,mid,2,1.0,0.1,0.05,0.499999999995,4,5.513896644539397,0.00044880529886223594
5,natops_train_29,0.9,edge,2,1.0,0.1,0.09000000000000001,0.899999999991,4,5.518193597824508,0.00046582707067839113
6,natops_train_68,0.25,small,0,-1.0,0.1,0.025,0.2499999999975,1,5.944921203698572,0.0004409212096591526
6,natops_train_68,0.5,mid,0,-1.0,0.1,0.05,0.499999999995,1,5.942190983499781,0.0004422991436492202
6,natops_train_68,0.9,edge,0,-1.0,0.1,0.09000000000000001,0.899999999991,1,5.937650774492158,0.00044742927287527836
7,natops_train_28,0.25,small,7,1.0,0.1,0.025,0.2499999999975,4,5.521887744855864,0.0004424777435404294
7,natops_train_28,0.5,mid,7,1.0,0.1,0.05,0.499999999995,4,5.520306519080498,0.00044682049573918176
7,natops_train_28,0.9,edge,7,1.0,0.1,0.09000000000000001,0.899999999991,4,5.518246103814241,0.0004600829532399409
8,natops_train_44,0.25,small,8,1.0,0.1,0.025,0.2499999999975,0,5.936334946875193,0.0004429139286565901
8,natops_train_44,0.5,mid,8,1.0,0.1,0.05,0.499999999995,0,5.936117159424675,0.00044877116525731444
8,natops_train_44,0.9,edge,8,1.0,0.1,0.09000000000000001,0.899999999991,0,5.936632285407939,0.0004671006501537106
9,natops_train_133,0.25,small,3,1.0,0.1,0.025,0.2499999999975,5,5.882175337136377,0.0004420323241337616
9,natops_train_133,0.5,mid,3,1.0,0.1,0.05,0.499999999995,5,5.883331302325685,0.00044452501789455165
