dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,scaling_low,scaling_high,mixup_alpha,dba_k,dba_max_iter,smote_k_neighbors,transport_error_logeuc_mean,pca_n_components,pca_explained_variance_ratio_sum
handwriting,2,no_aug,success,,0.4136709560472157,0.4136709560472157,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.34027777777777773,30,0,,,,,,,,,
handwriting,2,raw_aug_jitter,success,,0.4136709560472157,0.5095735231943004,0.09590256714708467,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,0.5055555555555555,17,0,,,,,,,,,
handwriting,2,raw_aug_scaling,success,,0.4136709560472157,0.431861281862324,0.018190325815108266,1200,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,0.40158730158730155,16,0,0.8,1.2,,,,,,,
handwriting,2,raw_aug_timewarp,success,,0.4136709560472157,0.4428858402196595,0.029214884172443778,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,0.4390873015873016,16,0,,,,,,,,,
handwriting,2,raw_mixup,success,,0.4136709560472157,0.3989142262913329,-0.014756729755882825,1200,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.4668650793650793,19,0,,,0.4,,,,,,
handwriting,2,dba_sameclass,success,,0.4136709560472157,0.4163574224342125,0.0026864663869967664,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.33542857142857146,30,400,,,,5.0,5.0,,,,
handwriting,2,raw_smote_flatten_balanced,success,,0.4136709560472157,0.3830756262528766,-0.0305953297943391,114,0.95,0.95,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,0.33333333333333326,30,0,,,,,,1.0,,,
handwriting,2,random_cov_state,success,,0.4136709560472157,0.4569835573835273,0.043312601336311596,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.4847222222222222,22,0,,,,,,,0.00031998749797953037,,
handwriting,2,pca_cov_state,success,,0.4136709560472157,0.43572233097758606,0.02205137493037035,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.4599206349206349,30,0,,,,,,,0.00031978780700214965,6.0,0.9999999403953552
handwriting,2,csta_top1_current,success,,0.4136709560472157,0.45790823937512,0.044237283327904275,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.4444444444444445,23,0,,,,,,,,,
handwriting,2,csta_group_template_top,success,,0.4136709560472157,0.4769928568624543,0.06332190081523859,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,0.4916666666666667,23,0,,,,,,,,,
handwriting,3,no_aug,success,,0.4038917991696072,0.4038917991696072,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.33055555555555555,30,0,,,,,,,,,
handwriting,3,raw_aug_jitter,success,,0.4038917991696072,0.45856494682777094,0.05467314765816372,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,0.4266666666666667,17,0,,,,,,,,,
handwriting,3,raw_aug_scaling,success,,0.4038917991696072,0.43454371811262,0.03065191894301278,1200,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,0.35833333333333334,29,0,0.8,1.2,,,,,,,
handwriting,3,raw_aug_timewarp,success,,0.4038917991696072,0.47820161506775916,0.07430981589815194,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,0.4166666666666667,27,0,,,,,,,,,
handwriting,3,raw_mixup,success,,0.4038917991696072,0.3188301420934155,-0.08506165707619173,1200,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.2779761904761905,14,0,,,0.4,,,,,,
handwriting,3,dba_sameclass,success,,0.4038917991696072,0.35191634721596493,-0.05197545195364228,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.38611111111111107,18,400,,,,5.0,5.0,,,,
handwriting,3,raw_smote_flatten_balanced,success,,0.4038917991696072,0.43691598687051836,0.033024187700911145,114,0.95,0.95,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,0.40138888888888885,30,0,,,,,,1.0,,,
handwriting,3,random_cov_state,success,,0.4038917991696072,0.45387301816529885,0.049981218995691634,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.325,20,0,,,,,,,0.0003246335819973823,,
handwriting,3,pca_cov_state,success,,0.4038917991696072,0.45585281918268705,0.05196102001307984,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.3902777777777778,20,0,,,,,,,0.000324747311473929,6.0,0.9999999403953552
handwriting,3,csta_top1_current,success,,0.4038917991696072,0.4369454160902133,0.0330536169206061,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.3444444444444444,17,0,,,,,,,,,
handwriting,3,csta_group_template_top,success,,0.4038917991696072,0.4604193672262013,0.05652756805659409,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,0.386111111111111,24,0,,,,,,,,,
japanesevowels,1,no_aug,success,,0.9561456014766324,0.9561456014766324,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.9452769452769453,30,0,,,,,,,,,
japanesevowels,1,raw_aug_jitter,success,,0.9561456014766324,0.9855157729231002,0.029370171446467808,2160,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,0.9627039627039626,23,0,,,,,,,,,
japanesevowels,1,raw_aug_scaling,success,,0.9561456014766324,0.9673098102049644,0.011164208728332015,2160,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,0.9628334628334628,23,0,0.8,1.2,,,,,,,
japanesevowels,1,raw_aug_timewarp,success,,0.9561456014766324,0.9741204523679046,0.017974850891272154,2160,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,0.9813519813519815,19,0,,,,,,,,,
japanesevowels,1,raw_mixup,success,,0.9561456014766324,0.9855802576858337,0.02943465620920127,2160,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.9813519813519813,30,0,,,0.4,,,,,,
japanesevowels,1,dba_sameclass,success,,0.9561456014766324,0.978753207436399,0.02260760595976663,2160,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.9440559440559441,24,0,,,,5.0,5.0,,,,
japanesevowels,1,raw_smote_flatten_balanced,success,,0.9561456014766324,0.9561456014766324,0.0,0,0.0,0.0,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,0.9452769452769453,30,0,,,,,,5.0,,,
japanesevowels,1,random_cov_state,success,,0.9561456014766324,0.9866328147908892,0.030487213314256745,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.9813519813519815,13,0,,,,,,,2.4621617415920185,,
japanesevowels,1,pca_cov_state,success,,0.9561456014766324,0.9627034640761973,0.006557862599564923,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.9628334628334628,18,0,,,,,,,2.4622460803517026,10.0,0.6253258585929871
japanesevowels,1,csta_top1_current,success,,0.9561456014766324,0.9815603038063924,0.025414702329759953,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.9813519813519817,20,0,,,,,,,,,
japanesevowels,1,csta_group_template_top,success,,0.9561456014766324,0.971980864357344,0.015835262880711576,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,0.963924963924964,22,0,,,,,,,,,
japanesevowels,2,no_aug,success,,0.9741476029508114,0.9741476029508114,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,1.0,30,0,,,,,,,,,
japanesevowels,2,raw_aug_jitter,success,,0.9741476029508114,0.9826996551409527,0.008552052190141324,2160,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,1.0,30,0,,,,,,,,,
japanesevowels,2,raw_aug_scaling,success,,0.9741476029508114,0.9763817053502909,0.0022341023994795206,2160,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,1.0,30,0,0.8,1.2,,,,,,,
japanesevowels,2,raw_aug_timewarp,success,,0.9741476029508114,0.9736225186065971,-0.0005250843442142772,2160,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,1.0,30,0,,,,,,,,,
japanesevowels,2,raw_mixup,success,,0.9741476029508114,0.9668876987303384,-0.007259904220472957,2160,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,1.0,30,0,,,0.4,,,,,,
japanesevowels,2,dba_sameclass,success,,0.9741476029508114,0.9784044696769024,0.0042568667260910464,2160,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,1.0,30,0,,,,5.0,5.0,,,,
japanesevowels,2,raw_smote_flatten_balanced,success,,0.9741476029508114,0.9741476029508114,0.0,0,0.0,0.0,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,1.0,30,0,,,,,,5.0,,,
japanesevowels,2,random_cov_state,success,,0.9741476029508114,0.973509205873986,-0.0006383970768253366,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,,,,,,,2.4439405190992347,,
japanesevowels,2,pca_cov_state,success,,0.9741476029508114,0.968010015945806,-0.006137587005005329,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,1.0,30,0,,,,,,,2.444249333384867,10.0,0.6218569874763489
japanesevowels,2,csta_top1_current,success,,0.9741476029508114,0.9702930483850692,-0.00385455456574213,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,1.0,30,0,,,,,,,,,
japanesevowels,2,csta_group_template_top,success,,0.9741476029508114,0.9683176342016736,-0.0058299687491377705,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,1.0,30,0,,,,,,,,,
japanesevowels,3,no_aug,success,,0.9681596726696929,0.9681596726696929,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,1.0,30,0,,,,,,,,,
japanesevowels,3,raw_aug_jitter,success,,0.9681596726696929,0.9796070711358829,0.011447398466189918,2160,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,1.0,25,0,,,,,,,,,
japanesevowels,3,raw_aug_scaling,success,,0.9681596726696929,0.9855395586839707,0.017379886014277757,2160,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,1.0,30,0,0.8,1.2,,,,,,,
japanesevowels,3,raw_aug_timewarp,success,,0.9681596726696929,0.9835744063133279,0.015414733643634992,2160,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,1.0,30,0,,,,,,,,,
japanesevowels,3,raw_mixup,success,,0.9681596726696929,0.9781854517655026,0.010025779095809706,2160,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,1.0,30,0,,,0.4,,,,,,
japanesevowels,3,dba_sameclass,success,,0.9681596726696929,0.9830975321474834,0.014937859477790472,2160,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,1.0,30,0,,,,5.0,5.0,,,,
japanesevowels,3,raw_smote_flatten_balanced,success,,0.9681596726696929,0.9681596726696929,0.0,0,0.0,0.0,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,1.0,30,0,,,,,,5.0,,,
japanesevowels,3,random_cov_state,success,,0.9681596726696929,0.9917695653737475,0.023609892704054558,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,,,,,,,2.444048555188742,,
japanesevowels,3,pca_cov_state,success,,0.9681596726696929,0.9798297053132425,0.0116700326435496,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,1.0,30,0,,,,,,,2.4439538798602096,10.0,0.6222749352455139
japanesevowels,3,csta_top1_current,success,,0.9681596726696928,0.9596290379699084,-0.008530634699784434,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,1.0,14,0,,,,,,,,,
japanesevowels,3,csta_group_template_top,success,,0.9681596726696928,0.9693145868587528,0.0011549141890599968,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,1.0,29,0,,,,,,,,,
natops,1,no_aug,success,,0.9373000436629222,0.9373000436629222,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.972027972027972,18,0,,,,,,,,,
natops,1,raw_aug_jitter,success,,0.9373000436629222,0.9718951883498628,0.03459514468694058,1440,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,0.972027972027972,28,0,,,,,,,,,
natops,1,raw_aug_scaling,success,,0.9373000436629222,0.9720323546664197,0.034732311003497496,1440,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,0.972027972027972,30,0,0.8,1.2,,,,,,,
natops,1,raw_aug_timewarp,success,,0.9373000436629222,0.9774264897215716,0.040126446058649456,1440,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,0.972027972027972,30,0,,,,,,,,,
natops,1,raw_mixup,success,,0.9373000436629222,0.9495962847631229,0.012296241100200667,1440,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.972027972027972,27,0,,,0.4,,,,,,
natops,1,dba_sameclass,success,,0.9373000436629222,0.9555432064462351,0.01824316278331295,1440,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.972027972027972,20,0,,,,5.0,5.0,,,,
natops,1,raw_smote_flatten_balanced,success,,0.9373000436629222,0.9373000436629222,0.0,0,0.0,0.0,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,0.972027972027972,18,0,,,,,,5.0,,,
natops,1,random_cov_state,success,,0.9373000436629222,0.9498025636352591,0.012502519972336867,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.972027972027972,30,0,,,,,,,2.911407129727777,,
natops,1,pca_cov_state,success,,0.9373000436629222,0.972152603731551,0.0348525600686288,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.972027972027972,28,0,,,,,,,2.9117163033934617,10.0,0.7684680223464966
natops,1,csta_top1_current,success,,0.9373000436629222,0.9608391608391608,0.023539117176238578,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.972027972027972,30,0,,,,,,,,,
natops,1,csta_group_template_top,success,,0.9373000436629222,0.977777777777778,0.04047773411485578,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,0.972027972027972,30,0,,,,,,,,,
natops,2,no_aug,success,,0.9070392331641024,0.9070392331641024,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,1.0,27,0,,,,,,,,,
natops,2,raw_aug_jitter,success,,0.9070392331641024,0.9604306383507204,0.053391405186618,1440,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,1.0,30,0,,,,,,,,,
natops,2,raw_aug_scaling,success,,0.9070392331641024,0.9662711654925226,0.05923193232842017,1440,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,0.9720279720279721,30,0,0.8,1.2,,,,,,,
natops,2,raw_aug_timewarp,success,,0.9070392331641024,0.9154572268044352,0.0084179936403328,1440,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,1.0,12,0,,,,,,,,,
natops,2,raw_mixup,success,,0.9070392331641024,0.9251688961219386,0.018129662957836246,1440,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.9720279720279721,30,0,,,0.4,,,,,,
natops,2,dba_sameclass,success,,0.9070392331641024,0.9609623015873016,0.05392306842319916,1440,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.9720279720279721,30,0,,,,5.0,5.0,,,,
natops,2,raw_smote_flatten_balanced,success,,0.9070392331641024,0.9070392331641024,0.0,0,0.0,0.0,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,1.0,27,0,,,,,,5.0,,,
natops,2,random_cov_state,success,,0.9070392331641024,0.9665552053092653,0.05951597214516291,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,,,,,,,2.914525225864006,,
natops,2,pca_cov_state,success,,0.9070392331641024,0.9265130465331671,0.01947381336906473,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.972027972027972,21,0,,,,,,,2.915079182820941,10.0,0.7687193155288696
natops,2,csta_top1_current,success,,0.9070392331641024,0.9604946174708764,0.05345538430677399,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,1.0,30,0,,,,,,,,,
natops,2,csta_group_template_top,success,,0.9070392331641024,0.947798955884713,0.04075972272061057,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,1.0,30,0,,,,,,,,,
natops,3,no_aug,success,,0.9205883200225039,0.9205883200225039,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.9458874458874459,30,0,,,,,,,,,
natops,3,raw_aug_jitter,success,,0.9205883200225039,0.9553315606896798,0.034743240667175934,1440,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,0.972027972027972,30,0,,,,,,,,,
natops,3,raw_aug_scaling,success,,0.9205883200225039,0.9215371278214929,0.000948807798988982,1440,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,0.9720279720279721,29,0,0.8,1.2,,,,,,,
natops,3,raw_aug_timewarp,success,,0.9205883200225039,0.9368102432229722,0.016221923200468336,1440,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,0.9720279720279721,30,0,,,,,,,,,
natops,3,raw_mixup,success,,0.9205883200225039,0.9140585993711464,-0.006529720651357485,1440,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.9458874458874459,17,0,,,0.4,,,,,,
natops,3,dba_sameclass,success,,0.9205883200225039,0.9553391164665586,0.034750796444054655,1440,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.972027972027972,30,0,,,,5.0,5.0,,,,
natops,3,raw_smote_flatten_balanced,success,,0.9205883200225039,0.9205883200225039,0.0,0,0.0,0.0,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,0.9458874458874459,30,0,,,,,,5.0,,,
natops,3,random_cov_state,success,,0.9205883200225039,0.9442145349933976,0.023626214970893678,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.972027972027972,30,0,,,,,,,2.9214074390603595,,
natops,3,pca_cov_state,success,,0.9205883200225039,0.9551570418780396,0.03456872185553572,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.9720279720279721,30,0,,,,,,,2.921629068202888,10.0,0.7715585231781006
natops,3,csta_top1_current,success,,0.920588320022504,0.9610222820054012,0.04043396198289717,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.972027972027972,19,0,,,,,,,,,
natops,3,csta_group_template_top,success,,0.920588320022504,0.972214504028897,0.05162618400639296,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,0.972027972027972,14,0,,,,,,,,,
racketsports,1,no_aug,success,,0.8656212251404092,0.8656212251404092,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.9409722222222222,30,0,,,,,,,,,
racketsports,1,raw_aug_jitter,success,,0.8656212251404092,0.8786549707602339,0.013033745619824733,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,0.9705882352941176,15,0,,,,,,,,,
racketsports,1,raw_aug_scaling,success,,0.8656212251404092,0.8629951980792316,-0.0026260270611775383,1200,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,0.9705882352941176,13,0,0.8,1.2,,,,,,,
racketsports,1,raw_aug_timewarp,success,,0.8656212251404092,0.9024988909020801,0.03687766576167095,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,0.9705882352941176,30,0,,,,,,,,,
racketsports,1,raw_mixup,success,,0.8656212251404092,0.9150584795321637,0.049437254391754504,1200,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.9705882352941176,15,0,,,0.4,,,,,,
racketsports,1,dba_sameclass,success,,0.8656212251404092,0.8670838823012736,0.0014626571608644667,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.9705882352941176,18,0,,,,5.0,5.0,,,,
racketsports,1,raw_smote_flatten_balanced,success,,0.8656212251404092,0.8517108335871661,-0.013910391553243029,16,0.13333333333333333,0.13333333333333333,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,0.9392857142857143,28,0,,,,,,5.0,,,
racketsports,1,random_cov_state,success,,0.8656212251404092,0.8852757165720937,0.019654491431684518,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.9409722222222222,30,0,,,,,,,0.00012104707091044239,,
racketsports,1,pca_cov_state,success,,0.8656212251404092,0.8644622412228047,-0.0011589839176044947,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.9409722222222222,30,0,,,,,,,0.00012104215781355955,10.0,0.8398932814598083
racketsports,1,csta_top1_current,success,,0.8656212251404092,0.8899359908344853,0.02431476569407609,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.9388888888888888,26,0,,,,,,,,,
racketsports,1,csta_group_template_top,success,,0.8656212251404092,0.8777786079874472,0.012157382847038045,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,0.9409722222222222,30,0,,,,,,,,,
racketsports,2,no_aug,success,,0.8588293650793651,0.8588293650793651,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.9701754385964912,30,0,,,,,,,,,
racketsports,2,raw_aug_jitter,success,,0.8588293650793651,0.8587010954616588,-0.0001282696177062892,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,0.9701754385964912,30,0,,,,,,,,,
racketsports,2,raw_aug_scaling,success,,0.8588293650793651,0.8843465202982601,0.02551715521889497,1200,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,1.0,30,0,0.8,1.2,,,,,,,
racketsports,2,raw_aug_timewarp,success,,0.8588293650793651,0.8911820063993977,0.03235264132003257,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,1.0,27,0,,,,,,,,,
racketsports,2,raw_mixup,success,,0.8588293650793651,0.9023612261806131,0.04353186110124796,1200,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,1.0,15,0,,,0.4,,,,,,
racketsports,2,dba_sameclass,success,,0.8588293650793651,0.8782127560772347,0.019383390997869565,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.9705882352941176,30,0,,,,5.0,5.0,,,,
racketsports,2,raw_smote_flatten_balanced,success,,0.8588293650793651,0.8520898641588297,-0.006739500920535435,16,0.13333333333333333,0.13333333333333333,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,0.9409722222222222,17,0,,,,,,5.0,,,
racketsports,2,random_cov_state,success,,0.8588293650793651,0.8722502514351462,0.013420886355781092,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,,,,,,,0.00013395705742745743,,
racketsports,2,pca_cov_state,success,,0.8588293650793651,0.872829417773238,0.014000052693872833,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.9081453634085213,14,0,,,,,,,0.00013396381950447507,10.0,0.8395488262176514
racketsports,2,csta_top1_current,success,,0.8588293650793651,0.877184664584263,0.018355299504897893,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,1.0,27,0,,,,,,,,,
racketsports,2,csta_group_template_top,success,,0.8588293650793651,0.877184664584263,0.018355299504897893,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,group_center_top_response,1.0,27,0,,,,,,,,,
racketsports,3,no_aug,success,,0.8843719087962982,0.8843719087962982,0.0,0,0.0,0.0,none,hard,resnet1d,True,False,none,True,none,0.9705882352941176,30,0,,,,,,,,,
racketsports,3,raw_aug_jitter,success,,0.8843719087962982,0.8765696719959025,-0.007802236800395712,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_addnoise,0.9105263157894736,30,0,,,,,,,,,
racketsports,3,raw_aug_scaling,success,,0.8843719087962982,0.8535353535353536,-0.030836555260944642,1200,10.0,10.0,raw_time,hard,resnet1d,True,False,none,True,repeat_train_anchors_amplitude_uniform,0.9117647058823529,13,0,0.8,1.2,,,,,,,
racketsports,3,raw_aug_timewarp,success,,0.8843719087962982,0.9095860566448801,0.02521414784858189,1200,10.0,10.0,raw_time,hard,resnet1d,True,True,tsaug,True,repeat_train_anchors_timewarp,0.9705882352941176,30,0,,,,,,,,,
racketsports,3,raw_mixup,success,,0.8843719087962982,0.9023612261806131,0.017989317384314862,1200,10.0,10.0,raw_mixup,soft,resnet1d,True,False,none,True,train_split_random_pair_beta,0.9705882352941176,30,0,,,0.4,,,,,,
racketsports,3,dba_sameclass,success,,0.8843719087962982,0.8722141673570837,-0.012157741439214553,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.9409722222222222,30,0,,,,5.0,5.0,,,,
racketsports,3,raw_smote_flatten_balanced,success,,0.8843719087962982,0.8559777571825764,-0.02839415161372183,16,0.13333333333333333,0.13333333333333333,flattened_raw,hard,resnet1d,True,True,imbalanced-learn,False,class_balancing_smote_auto,0.9105263157894736,20,0,,,,,,5.0,,,
racketsports,3,random_cov_state,success,,0.8843719087962982,0.8963906898179199,0.012018781021621683,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.9105263157894736,30,0,,,,,,,0.00012303260798695776,,
racketsports,3,pca_cov_state,success,,0.8843719087962982,0.9023612261806131,0.017989317384314862,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.9105263157894736,30,0,,,,,,,0.00012300604793836082,10.0,0.8435896039009094
