dataset,seed,arm,response_vs_margin_correlation,activation_coverage_ratio,margin_gain_per_unit_distortion,template_mean_direction_cosine,operator_to_step_ratio_mean,preactivation_clip_rate,gate_saturation_ratio,budget_scale_factor
epilepsy,1,f1_fast_mainline,-0.15106520328059805,0.0636144578313253,-0.04321529839625837,-0.14510084647853091,0.07890839722052195,0.017130339539978095,0.014742606790799561,2.9230354991840923
epilepsy,1,r0_post_fast_refit_no_rebuild,-0.036326573340782944,0.03274917853231106,-0.052446902107540425,0.0935034700521489,0.07888354844644554,0.014238773274917854,0.005235487404162103,3.75943574422918
epilepsy,1,p0b_lite_delayed_refresh,-0.011655055643150917,0.028214676889375685,-0.05960810270609918,0.14612523716821474,0.07663030996650001,0.025016429353778753,0.0071851040525739325,4.285330095247405
