dataset,seed,stage,mode,within_prototype_compactness,between_prototype_separation,nearest_prototype_margin,temporal_assignment_stability,prototype_family_dispersion
epilepsy,1,before_fast,prototype_memory,1.3201707756548913,4.55539362409827,0.9909586773180199,0.9847296494355319,4.5375640293834145
epilepsy,1,post_fast_geometry,prototype_memory,1.3393178560646346,4.796201424494348,0.9875486273861646,0.9853238265002972,4.806972057042431
epilepsy,1,refit_only_geometry,prototype_memory,1.3411730179810404,4.797788009867317,0.9868214795747537,0.9857991681521093,4.808862805677035
epilepsy,1,delayed_refresh_geometry,prototype_memory,1.3412730086919202,4.804831235330443,0.9863908899311365,0.9855614973262034,4.817143752051712
