dataset,seed,terminal,baseline_0_test_macro_f1,f1_fast_mainline_test_macro_f1,r0_post_fast_refit_no_rebuild_test_macro_f1,p0b_lite_delayed_refresh_test_macro_f1,refit_only_delta_vs_f1,delayed_refresh_delta_vs_f1,delayed_refresh_delta_vs_r0,f1_response_vs_margin_correlation,r0_response_vs_margin_correlation,p0b_response_vs_margin_correlation,f1_activation_coverage_ratio,r0_activation_coverage_ratio,p0b_activation_coverage_ratio,f1_template_mean_direction_cosine,r0_template_mean_direction_cosine,p0b_template_mean_direction_cosine,second_pass_template_mean_direction_cosine,post_fast_geometry_within_compactness,post_fast_geometry_between_separation,post_fast_geometry_margin,post_fast_geometry_temporal_stability,delayed_refresh_within_compactness,delayed_refresh_between_separation,delayed_refresh_margin,delayed_refresh_temporal_stability,geometry_rebuild_window_count,geometry_rebuild_prototype_count
epilepsy,1,dynamic_minirocket,0.9858452950558214,0.9787212787212787,0.9929353233830845,0.9787212787212787,0.014214044661805869,0.0,-0.014214044661805869,-0.15106520328059805,-0.036326573340782944,-0.011655055643150917,0.0636144578313253,0.03274917853231106,0.028214676889375685,-0.14510084647853091,0.0935034700521489,0.14612523716821474,0.14612523716821474,1.3393178560646346,4.796201424494348,0.9875486273861646,0.9853238265002972,1.3412730086919202,4.804831235330443,0.9863908899311365,0.9855614973262034,128,16
