dataset,seed,terminal,same_backbone_no_shaping_test_macro_f1,mean_centered_test_macro_f1,c0_unweighted_a2r_test_macro_f1,c1_mean_dist_weighted_a2r_test_macro_f1,c2_median_min_weighted_a2r_test_macro_f1,delta_c0_vs_no_shaping,delta_c1_vs_no_shaping,delta_c2_vs_no_shaping,delta_c1_vs_c0,delta_c2_vs_c0,c0_response_vs_margin_correlation,c1_response_vs_margin_correlation,c2_response_vs_margin_correlation,c0_activation_coverage_ratio,c1_activation_coverage_ratio,c2_activation_coverage_ratio,c0_template_mean_direction_cosine,c1_template_mean_direction_cosine,c2_template_mean_direction_cosine,c0_effective_sample_size,c1_effective_sample_size,c2_effective_sample_size,c0_effective_sample_ratio,c1_effective_sample_ratio,c2_effective_sample_ratio,c0_min_proto_effective_sample_size,c1_min_proto_effective_sample_size,c2_min_proto_effective_sample_size,c0_median_proto_effective_sample_size,c1_median_proto_effective_sample_size,c2_median_proto_effective_sample_size,c0_proto_weight_scale_mean,c1_proto_weight_scale_mean,c2_proto_weight_scale_mean,c0_proto_weight_scale_min,c1_proto_weight_scale_min,c2_proto_weight_scale_min,c0_weight_kernel_name,c1_weight_kernel_name,c2_weight_kernel_name,delta_c0_margin,delta_c1_margin,delta_c2_margin,c0_margin_gain_per_unit_distortion,c1_margin_gain_per_unit_distortion,c2_margin_gain_per_unit_distortion
natops,1,dynamic_gru,0.8286955114786415,0.7836666189541989,0.8231285890549479,0.7891310998285158,0.7891310998285158,-0.00556692242369361,-0.0395644116501257,-0.0395644116501257,-0.03399748922643209,-0.03399748922643209,0.1770049799548594,0.16876232121603238,0.16876232681192913,0.0002314814814814815,0.00034722222222222224,0.00034722222222222224,0.011061869863796732,0.023201459716953896,0.023201461393156392,192.0,191.8465501843031,130.1803454961094,1.0,0.999200782209912,0.6780226327922364,8.0,7.96250272211849,4.507184771867024,8.0,7.995703040763734,5.507966232883905,0.0,4.407327788165446,0.13522563651246775,0.0,2.853768619094396,0.020387214971775425,identity,exp_distance_over_mean,exp_relative_distance_over_median_minus_min,-0.0075597198489414374,-0.010318926055380429,-0.01031892712101068,-0.09755421218945806,-0.13107806564923116,-0.1310780765328806
