dataset,seed,arm,fit_window_count,fit_trial_count,operator_norm_mean,operator_norm_p95,operator_to_step_ratio_mean,local_step_distortion_ratio_mean,local_step_distortion_ratio_p95,operator_direction_stability,response_vs_margin_correlation,activation_coverage_ratio,preactivation_clip_rate,response_centering_std_after_fix,gate_saturation_ratio,budget_scale_factor,applied_window_count_total,fit_mode,weight_kernel_name,template_mean_direction_cosine,effective_sample_size,effective_sample_ratio,min_proto_effective_sample_size,median_proto_effective_sample_size,fit_anchor_margin_mean,fit_anchor_same_dist_mean,proto_weight_scale_mean,proto_weight_scale_min
natops,1,c0_unweighted_a2r,192,58,0.0946138298902058,0.36734873984688216,0.07749250062375429,1.002418828518781,1.011248585039244,0.999999999999,0.1770049799548594,0.0002314814814814815,0.06631944444444444,0.11518836005459542,0.0,10.790218108999484,8640,unweighted,identity,0.011061869863796732,192.0,1.0,8.0,8.0,1.0447094690257266,4.407327788165446,0.0,0.0
natops,1,c1_mean_dist_weighted_a2r,192,58,0.0959543973618284,0.3712736118462051,0.07872351490900227,1.0024789010194937,1.0110908094447155,0.999999999999,0.16876232121603238,0.00034722222222222224,0.03877314814814815,0.12479601653402445,0.0,10.070606464914892,8640,mean_dist_weighted,exp_distance_over_mean,0.023201459716953896,191.8465501843031,0.999200782209912,7.96250272211849,7.995703040763734,1.0447094690257266,4.407327788165446,4.407327788165446,2.853768619094396
natops,1,c2_median_min_weighted_a2r,192,58,0.09595439954122496,0.371273628012321,0.07872351650218337,1.0024789012809652,1.0110908073483613,0.999999999999,0.16876232681192913,0.00034722222222222224,0.03877314814814815,0.12479600187828008,0.0,10.070607903693993,8640,median_min_weighted,exp_relative_distance_over_median_minus_min,0.023201461393156392,130.1803454961094,0.6780226327922364,4.507184771867024,5.507966232883905,1.0447094690257266,4.407327788165446,0.13522563651246775,0.020387214971775425
