dataset,seed,stage,mode,within_prototype_compactness,between_prototype_separation,nearest_prototype_margin,temporal_assignment_stability,prototype_family_dispersion
natops,1,before,prototype_memory,4.758645925542442,9.347560495450905,1.212169935540465,0.9893719806763287,8.7565885521043
natops,1,after_mean_centered,prototype_memory,4.743847863756827,9.367443346786432,1.2508716045478108,0.9893719806763287,8.7747485575916
natops,1,after_c0_unweighted_a2r,prototype_memory,4.7685538778646475,9.33442560871708,1.2046102156915235,0.9893719806763287,8.746478917241731
natops,1,after_c1_mean_dist_weighted_a2r,prototype_memory,4.768238391123519,9.33633570422813,1.2018510094850845,0.9893719806763287,8.747495155106627
natops,1,after_c2_median_min_weighted_a2r,prototype_memory,4.768238391275612,9.336335700561301,1.2018510084194542,0.9893719806763287,8.747495151740557
