dataset,group,mba_mean_f1,mba_std_f1,continue_ce_mean_f1,continue_ce_std_f1,gcg_acl_mean_f1,gcg_acl_std_f1,gcg_acl_n8_mean_f1,gcg_acl_n8_std_f1,gcg_acl_vs_continue_ce_mean_delta,gcg_acl_vs_mba_mean_delta,gcg_acl_vs_n8_mean_delta,gcg_acl_not_worse_than_continue_ce,gcg_acl_stabler_than_mba,coverage_risk_majority,dominance_risk_majority,supcon_active_all_seeds,consistency_conclusion,dataset_gate_pass,continue_ce_n,gcg_acl_n,gcg_acl_n8_n,mba_n
atrialfibrillation,volatility,0.2512820512820513,0.07806839665455555,0.26182336182336186,0.06031750151181942,0.13943402276735611,0.08740010479049684,0.1965811965811966,0.11086428864164828,-0.12238933905600574,-0.11184802851469516,-0.05714717381384049,False,False,False,False,True,needs_review,False,3,3,3,3
basicmotions,sanity,1.0,0.0,0.9916457811194653,0.014469931558637236,1.0,0.0,1.0,0.0,0.00835421888053467,0.0,0.0,True,True,False,False,True,stable_gain,True,3,3,3,3
handwriting,structure,0.45725025728860796,0.04679919036751302,0.42542663598089964,0.023668253328851575,0.4215716663897562,0.03895394482410315,0.4234540670914723,0.01187648832823837,-0.0038549695911434534,-0.03567859089885178,-0.001882400701716136,False,True,False,False,True,needs_review,False,3,3,3,3
heartbeat,volatility,0.6395082811419379,0.018856134545827002,0.6070304172212261,0.0840463387778661,0.6560251243850092,0.00801284316081267,0.6328899159536155,0.02096528824006459,0.04899470716378307,0.016516843243071233,0.023135208431393606,True,True,False,False,True,stable_gain,True,3,3,3,3
japanesevowels,structure,0.97080817325925,0.0055127829113978885,0.9615777524200781,0.00555089797348743,0.9778600393888267,0.014379514367915614,0.9751866676234213,0.004660127257165783,0.01628228696874856,0.007051866129576756,0.0026733717654053857,True,False,False,False,True,mean_gain_only,True,3,3,3,3
libras,structure,0.8992609446064422,0.05515138515189372,0.847563389911216,0.026433152021869515,0.8736774247207837,0.03706105672987955,0.8103082409079914,0.03286343428935439,0.026114034809567643,-0.025583519885658546,0.06336918381279233,True,True,False,False,True,stable_gain,True,3,3,3,3
motorimagery,volatility,0.4929651554258781,0.06751325714710821,0.511775214790785,0.08669066896390906,0.4537107575232639,0.04386784688300025,0.4069972142992311,0.07268935443791534,-0.05806445726752113,-0.0392543979026142,0.046713543224032816,False,True,False,False,True,needs_review,False,3,3,3,3
natops,structure,0.9357893012456174,0.015710015700073132,0.8986122252531468,0.04186358513303024,0.9410836556071521,0.002613908220128255,0.9214325993526941,0.04430301620944425,0.04247143035400536,0.005294354361534692,0.019651056254458066,True,True,False,False,True,stable_gain,True,3,3,3,3
