dataset,seed,arm,f1,status,warmup_f1,base_f1,act_f1,selected_anchor_count,selected_positive_count,candidate_total_count,hard_positive_score_mean,fidelity_score_mean,acl_last_ce_loss,acl_last_supcon_loss,selected_class_coverage_frac,selected_class_missing_frac,coverage_risk,dominant_metric,dominant_corr,dominance_gap,dominance_risk,supcon_active,source_arm_dir,audit_files_present,candidate_csv,pipeline,selected_csv
japanesevowels,2,mba,0.9769615702396259,success,,0.9660676906578546,0.9769615702396259,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
japanesevowels,2,continue_ce,0.9555437942539794,success,0.8580423528684324,0.9555437942539794,0.9879866009392112,216,216,864,0.10458575626918637,0.10798162154905794,,,1.0,0.0,False,alignment_norm,0.8640155989837537,0.15799566059180914,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s2_selected_positives.csv
japanesevowels,2,gcg_acl,0.9879866009392112,success,0.8580423528684324,0.9555437942539794,0.9879866009392112,216,216,864,0.10458575626918637,0.10798162154905794,0.04251709731761366,2.3911290764808655,1.0,0.0,False,alignment_norm,0.8640155989837537,0.15799566059180914,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s2_selected_positives.csv
japanesevowels,2,gcg_acl_n8,0.9698312736773076,success,0.862314141385333,0.9628531233596741,0.9698312736773076,216,216,1728,0.10589168323206957,0.10791016989181311,0.012746665626764297,2.3756927847862244,1.0,0.0,False,alignment_norm,0.831366618623454,0.11085684547520369,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/japanesevowels/audit/japanesevowels_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/japanesevowels/audit/japanesevowels_s2_selected_positives.csv
japanesevowels,3,mba,0.9663198959970392,success,,0.979964801214688,0.9663198959970392,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
japanesevowels,3,continue_ce,0.9627223052831138,success,0.8151604825570471,0.9627223052831138,0.9614011455615956,216,216,864,0.10399034948518482,0.10776046907079605,,,1.0,0.0,False,alignment_norm,0.8728582346339607,0.13698747301391412,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s3_selected_positives.csv
japanesevowels,3,gcg_acl,0.9614011455615956,success,0.8151604825570471,0.9627223052831138,0.9614011455615956,216,216,864,0.10399034948518482,0.10776046907079605,0.07571766886394471,2.571826934814453,1.0,0.0,False,alignment_norm,0.8728582346339607,0.13698747301391412,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s3_selected_positives.csv
japanesevowels,3,gcg_acl_n8,0.9783189004195175,success,0.8217468405346298,0.9858465206184329,0.9783189004195175,216,216,1728,0.10370567626583911,0.10767859157769782,0.010516383103094995,2.4085362553596497,1.0,0.0,False,alignment_norm,0.8109438879102211,0.14398148483151763,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/japanesevowels/audit/japanesevowels_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/japanesevowels/audit/japanesevowels_s3_selected_positives.csv
libras,1,mba,0.8543757063252425,success,,0.8658110713762887,0.8543757063252425,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
libras,1,continue_ce,0.8380421382160513,success,0.04334023464458247,0.8380421382160513,0.8751315761382307,144,144,576,0.5977554242604989,0.8341378256811596,,,1.0,0.0,False,alignment_norm,0.7537608276023852,0.4651509501820335,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s1_selected_positives.csv
libras,1,gcg_acl,0.8751315761382307,success,0.04334023464458247,0.8380421382160513,0.8751315761382307,144,144,576,0.5977554242604989,0.8341378256811596,0.17416788140932718,1.9117499192555745,1.0,0.0,False,alignment_norm,0.7537608276023852,0.4651509501820335,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s1_selected_positives.csv
libras,1,gcg_acl_n8,0.8472992514731644,success,0.11169329289325895,0.8982834524573656,0.8472992514731644,144,144,1152,0.6388877532379813,0.8343316385774051,0.15020620822906494,1.8804574410120647,1.0,0.0,False,alignment_norm,0.7769380503218906,0.42350932357210846,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/libras/audit/libras_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/libras/audit/libras_s1_selected_positives.csv
libras,2,mba,0.9608272371750635,success,,0.8825521048999311,0.9608272371750635,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
libras,2,continue_ce,0.8774381721338244,success,0.018633373607195598,0.8774381721338244,0.9099900035552212,144,144,576,0.5891858828002161,0.838688386405785,,,1.0,0.0,False,alignment_norm,0.7417906032199049,0.3652822321830568,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s2_selected_positives.csv
libras,2,gcg_acl,0.9099900035552212,success,0.018633373607195598,0.8774381721338244,0.9099900035552212,144,144,576,0.5891858828002161,0.838688386405785,0.1546859269340833,1.895123799641927,1.0,0.0,False,alignment_norm,0.7417906032199049,0.3652822321830568,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s2_selected_positives.csv
libras,2,gcg_acl_n8,0.7991444589096097,success,0.08808733123801617,0.8659962163440424,0.7991444589096097,144,144,1152,0.6188422977718944,0.8384507405630488,0.23702791084845862,1.873000144958496,1.0,0.0,False,alignment_norm,0.7712402976079571,0.44170353713675337,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/libras/audit/libras_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/libras/audit/libras_s2_selected_positives.csv
libras,3,mba,0.8825798903190207,success,,0.8325306214691522,0.8825798903190207,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
libras,3,continue_ce,0.8272098593837725,success,0.025177304964539005,0.8272098593837725,0.8359106944688993,144,144,576,0.6306019796814516,0.8356783958136432,,,1.0,0.0,False,alignment_norm,0.763733007252785,0.43690862700382627,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s3_selected_positives.csv
libras,3,gcg_acl,0.8359106944688993,success,0.025177304964539005,0.8272098593837725,0.8359106944688993,144,144,576,0.6306019796814516,0.8356783958136432,0.15454769631226858,1.9867948691050212,1.0,0.0,False,alignment_norm,0.763733007252785,0.43690862700382627,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/libras/audit/libras_s3_selected_positives.csv
libras,3,gcg_acl_n8,0.7844810123411998,success,0.09076023391812865,0.7667997449213421,0.7844810123411998,144,144,1152,0.5972644858528761,0.836049583917553,0.18058964113394418,1.9161736965179443,1.0,0.0,False,alignment_norm,0.7587422935936148,0.35985683196287904,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/libras/audit/libras_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/libras/audit/libras_s3_selected_positives.csv
motorimagery,1,mba,0.4276736617663562,success,,0.47482236638863146,0.4276736617663562,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
motorimagery,1,continue_ce,0.4120307553143374,success,0.3503118503118503,0.4120307553143374,0.4652406417112299,222,222,888,0.8642022481914159,0.9998943220878077,,,1.0,0.0,False,alignment_norm,0.921340801672143,0.37635729123237216,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s1_selected_positives.csv
motorimagery,1,gcg_acl,0.4652406417112299,success,0.3503118503118503,0.4120307553143374,0.4652406417112299,222,222,888,0.8642022481914159,0.9998943220878077,0.1824307143688202,4.258526265621185,1.0,0.0,False,alignment_norm,0.921340801672143,0.37635729123237216,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s1_selected_positives.csv
motorimagery,1,gcg_acl_n8,0.32432432432432434,success,0.45054945054945056,0.4276736617663562,0.32432432432432434,222,222,1776,0.9131471361142999,0.9998942757630717,0.13444477505981922,4.183744728565216,1.0,0.0,False,alignment_norm,0.9518380397005249,0.27072912917961756,True,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/motorimagery/audit/motorimagery_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/motorimagery/audit/motorimagery_s1_selected_positives.csv
motorimagery,2,mba,0.48872180451127817,success,,0.5191815856777494,0.48872180451127817,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
motorimagery,2,continue_ce,0.5689655172413793,success,0.5974235104669887,0.5689655172413793,0.49066213921901525,222,222,888,0.9013528598893316,0.9998946576739153,,,1.0,0.0,False,alignment_norm,0.9333101995310884,0.2674385208120271,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s2_selected_positives.csv
motorimagery,2,gcg_acl,0.49066213921901525,success,0.5974235104669887,0.5689655172413793,0.49066213921901525,222,222,888,0.9013528598893316,0.9998946576739153,0.10187914967536926,4.095466732978821,1.0,0.0,False,alignment_norm,0.9333101995310884,0.2674385208120271,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s2_selected_positives.csv
motorimagery,2,gcg_acl_n8,0.4608890245142916,success,0.47147017581706396,0.45804897631473307,0.4608890245142916,222,222,1776,0.8966281335795819,0.9998946769829459,0.19125305861234665,4.272322118282318,1.0,0.0,False,alignment_norm,0.9366614892288971,0.33447598676609924,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/motorimagery/audit/motorimagery_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/motorimagery/audit/motorimagery_s2_selected_positives.csv
motorimagery,3,mba,0.5625,success,,0.5398159263705482,0.5625,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
motorimagery,3,continue_ce,0.5543293718166383,success,0.45790463546852533,0.5543293718166383,0.4052294916395466,222,222,888,0.9276162138349767,0.9998939688164163,,,1.0,0.0,False,alignment_norm,0.9495845796185767,0.20256802529855522,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s3_selected_positives.csv
motorimagery,3,gcg_acl,0.4052294916395466,success,0.45790463546852533,0.5543293718166383,0.4052294916395466,222,222,888,0.9276162138349767,0.9998939688164163,0.20834803581237793,4.292969763278961,1.0,0.0,False,alignment_norm,0.9495845796185767,0.20256802529855522,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/motorimagery/audit/motorimagery_s3_selected_positives.csv
motorimagery,3,gcg_acl_n8,0.4357782940590773,success,0.4140625,0.4949494949494949,0.4357782940590773,222,222,1776,0.9033760864255467,0.9998939699863983,0.26440948247909546,4.3206488490104675,1.0,0.0,False,alignment_norm,0.9452566924851555,0.29331000681450337,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/motorimagery/audit/motorimagery_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/motorimagery/audit/motorimagery_s3_selected_positives.csv
natops,1,mba,0.9187610613752923,success,,0.9312813650050185,0.9187610613752923,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
natops,1,continue_ce,0.8890426513377333,success,0.9188836648350232,0.8890426513377333,0.9382222964426755,144,144,576,0.1445910504917135,0.1511304586637626,,,1.0,0.0,False,alignment_norm,0.7761686056677416,0.18305259069030333,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s1_selected_positives.csv
natops,1,gcg_acl,0.9382222964426755,success,0.9188836648350232,0.8890426513377333,0.9382222964426755,144,144,576,0.1445910504917135,0.1511304586637626,0.19281267871459326,2.957653204600016,1.0,0.0,False,alignment_norm,0.7761686056677416,0.18305259069030333,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s1_selected_positives.csv
natops,1,gcg_acl_n8,0.9666574048346764,success,0.8489487088047664,0.9443175875225713,0.9666574048346764,144,144,1152,0.14915276310384856,0.151308867519754,0.041616288324197136,2.6153437296549478,1.0,0.0,False,alignment_norm,0.6473944119308601,0.020856455753708536,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/natops/audit/natops_s1_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/natops/audit/natops_s1_selected_positives.csv
natops,2,mba,0.949719497111336,success,,0.8938046794609679,0.949719497111336,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
natops,2,continue_ce,0.8623619393889546,success,0.798086755731486,0.8623619393889546,0.9416824794433903,144,144,576,0.14425240145863727,0.14959181998125637,,,1.0,0.0,False,alignment_norm,0.7605554285162053,0.1936578232561278,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s2_selected_positives.csv
natops,2,gcg_acl,0.9416824794433903,success,0.798086755731486,0.8623619393889546,0.9416824794433903,144,144,576,0.14425240145863727,0.14959181998125637,0.10779709120591481,2.69201668103536,1.0,0.0,False,alignment_norm,0.7605554285162053,0.1936578232561278,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s2_selected_positives.csv
natops,2,gcg_acl_n8,0.8781128314463342,success,0.9034094298301677,0.9441319906870683,0.8781128314463342,144,144,1152,0.14619158516228,0.14943429090299926,0.07461232567826907,2.775188604990641,1.0,0.0,False,alignment_norm,0.6412221477372685,5.555334794071776e-05,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/natops/audit/natops_s2_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/natops/audit/natops_s2_selected_positives.csv
natops,3,mba,0.9388873452502239,success,,0.9386012872531246,0.9388873452502239,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,,,mba,
natops,3,continue_ce,0.9444320850327524,success,0.8929878907350042,0.9444320850327524,0.9433461909353905,144,144,576,0.14637223428930607,0.1511441220469677,,,1.0,0.0,False,alignment_norm,0.7426619902968788,0.1564296471572535,False,,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s3_selected_positives.csv
natops,3,gcg_acl,0.9433461909353905,success,0.8929878907350042,0.9444320850327524,0.9433461909353905,144,144,576,0.14637223428930607,0.1511441220469677,0.05540912598371506,2.5900859435399375,1.0,0.0,False,alignment_norm,0.7426619902968788,0.1564296471572535,False,True,gcg_acl_n4,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s3_selected_positives.csv
natops,3,gcg_acl_n8,0.9195275617770716,success,0.9432920056651145,0.9327598066938075,0.9195275617770716,144,144,1152,0.14891909331743655,0.1512119664739733,0.16376874099175134,2.8577887217203775,1.0,0.0,False,alignment_norm,0.648011860358563,0.0102887436800978,False,True,gcg_acl_n8,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/natops/audit/natops_s3_candidate_scores.csv,gcg_acl,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n8/natops/audit/natops_s3_selected_positives.csv
