anchor_index,tid,tier_ratio,tier_label,cA_direction_id,cA_sign,cA_safe_upper_bound,cA_gamma_used,safe_radius_ratio_A,cDm_direction_id,cDm_sign,cDm_safe_upper_bound,cDm_gamma_used,safe_radius_ratio_Dm,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro,cDm_transport_error_logeuc,cDm_transport_error_fro,dual_transport_error_logeuc
0,atrialfibrillation_train_1,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,7,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,0.011254312874460572,0.0001262766435033968,0.038610678983459254,0.00012759152276720973,0.024932495928959915
0,atrialfibrillation_train_1,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,7,-1.0,0.05,0.025,0.49999999999,0.4999999999925,0,0.011214025009284551,0.00012554113987310497,0.03855789851860103,0.00012795721562411453,0.02488596176394279
0,atrialfibrillation_train_1,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,7,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,0.011145579479639086,0.00012490475367900336,0.03847143320018575,0.00012865393603422965,0.02480850633991242
1,atrialfibrillation_train_14,0.25,small,8,1.0,0.1,0.025,0.2499999999975,1,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,2,0.0369862414519213,0.00012861632162950538,0.46316487167498566,0.00012598636534915807,0.2500755565634535
1,atrialfibrillation_train_14,0.5,mid,8,1.0,0.1,0.05,0.499999999995,1,-1.0,0.05,0.025,0.49999999999,0.4999999999925,2,0.037103582845128186,0.00013036171155835635,0.46183408048171665,0.0001247067744529523,0.24946883166342243
1,atrialfibrillation_train_14,0.9,edge,8,1.0,0.1,0.09000000000000001,0.899999999991,1,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,2,0.037280113475276946,0.00013401226075934088,0.45968148501339395,0.00012268664651579085,0.24848079924433544
2,atrialfibrillation_train_0,0.25,small,4,-1.0,0.1,0.025,0.2499999999975,5,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,0.0062839108782479156,0.00012711192770496912,0.08716915273929646,0.00012705822078019113,0.04672653180877219
2,atrialfibrillation_train_0,0.5,mid,4,-1.0,0.1,0.05,0.499999999995,5,-1.0,0.05,0.025,0.49999999999,0.4999999999925,0,0.006257984878809889,0.00012707270631674602,0.08706251761522035,0.00012692929035332495,0.04666025124701512
2,atrialfibrillation_train_0,0.9,edge,4,-1.0,0.1,0.09000000000000001,0.899999999991,5,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,0.006215309944237651,0.0001272745675913969,0.08688645663468289,0.00012691334377111982,0.04655088328946027
3,atrialfibrillation_train_2,0.25,small,0,1.0,0.1,0.025,0.2499999999975,2,1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,0.0017809649029675576,0.00012954687156791796,0.008185948645508534,0.0001284040114483051,0.004983456774238046
3,atrialfibrillation_train_2,0.5,mid,0,1.0,0.1,0.05,0.499999999995,2,1.0,0.05,0.025,0.49999999999,0.4999999999925,0,0.0017901648980864831,0.00013188622574650895,0.00818923661560255,0.00012954842177357828,0.004989700756844517
3,atrialfibrillation_train_2,0.9,edge,0,1.0,0.1,0.09000000000000001,0.899999999991,2,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,0.0018044219200566275,0.0001357831701196007,0.00819447396789239,0.00013142103869683643,0.0049994479439745085
4,atrialfibrillation_train_12,0.25,small,7,1.0,0.1,0.025,0.2499999999975,5,1.0,0.05,0.0125,0.249999999995,0.24999999999625,2,0.0006679072085185226,0.00012711768166545826,0.005459826302604261,0.0001275762637808545,0.003063866755561392
4,atrialfibrillation_train_12,0.5,mid,7,1.0,0.1,0.05,0.499999999995,5,1.0,0.05,0.025,0.49999999999,0.4999999999925,2,0.000665370303930623,0.00012714434160593534,0.005454609320653826,0.00012792566133166492,0.0030599898122922247
4,atrialfibrillation_train_12,0.9,edge,7,1.0,0.1,0.09000000000000001,0.899999999991,5,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,2,0.0006611350376872462,0.00012757483082000208,0.0054459704706409625,0.00012859407348270622,0.003053552754164104
5,atrialfibrillation_train_7,0.25,small,2,1.0,0.1,0.025,0.2499999999975,3,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,1,0.00972178775969704,0.00012889896049367088,0.055710692333035015,0.00012712882419369057,0.03271624004636603
5,atrialfibrillation_train_7,0.5,mid,2,1.0,0.1,0.05,0.499999999995,3,-1.0,0.05,0.025,0.49999999999,0.4999999999925,1,0.009713436253310365,0.00013063032426119153,0.05580401092457937,0.00012703135123071015,0.03275872358894487
5,atrialfibrillation_train_7,0.9,edge,2,1.0,0.1,0.09000000000000001,0.899999999991,3,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,1,0.009699885422882092,0.00013363948454412817,0.055951183286502754,0.00012698468263178426,0.032825534354692425
6,atrialfibrillation_train_11,0.25,small,0,-1.0,0.1,0.025,0.2499999999975,3,1.0,0.05,0.0125,0.249999999995,0.24999999999625,2,0.004211649991267558,0.00012508304788786694,0.03066644562398118,0.00012747390826582292,0.01743904780762437
6,atrialfibrillation_train_11,0.5,mid,0,-1.0,0.1,0.05,0.499999999995,3,1.0,0.05,0.025,0.49999999999,0.4999999999925,2,0.004190812123567956,0.00012295718288833534,0.0306097825334588,0.00012770718770122695,0.01740029732851338
6,atrialfibrillation_train_11,0.9,edge,0,-1.0,0.1,0.09000000000000001,0.899999999991,3,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,2,0.004156407732827082,0.000119697256321741,0.030517886582258708,0.00012816096025488222,0.017337147157542896
7,atrialfibrillation_train_5,0.25,small,7,1.0,0.1,0.025,0.2499999999975,6,1.0,0.05,0.0125,0.249999999995,0.24999999999625,1,0.010877703487150274,0.00012719810403265315,0.06849724464115127,0.0001280519325108325,0.03968747406415077
7,atrialfibrillation_train_5,0.5,mid,7,1.0,0.1,0.05,0.499999999995,6,1.0,0.05,0.025,0.49999999999,0.4999999999925,1,0.01085740416966054,0.00012746417699201134,0.06864744805513763,0.00012886713064878819,0.039752426112399084
7,atrialfibrillation_train_5,0.9,edge,7,1.0,0.1,0.09000000000000001,0.899999999991,6,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,1,0.01082182317117867,0.0001286036373373785,0.06888255533284905,0.00013026096324375295,0.039852189252013864
8,atrialfibrillation_train_4,0.25,small,8,1.0,0.1,0.025,0.2499999999975,6,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,0.004870757770347552,0.00012853787020471107,0.10644206664677419,0.00012656301134703418,0.05565641220856087
8,atrialfibrillation_train_4,0.5,mid,8,1.0,0.1,0.05,0.499999999995,6,-1.0,0.05,0.025,0.49999999999,0.4999999999925,0,0.004879464589309534,0.00013003863472773754,0.10616884047481193,0.0001259096583262013,0.05552415253206073
8,atrialfibrillation_train_4,0.9,edge,8,1.0,0.1,0.09000000000000001,0.899999999991,6,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,0.00489191018134977,0.00013295231620138708,0.10572341831809538,0.00012499326298131622,0.055307664249722575
9,atrialfibrillation_train_13,0.25,small,3,1.0,0.1,0.025,0.2499999999975,5,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,2,0.005000735130663682,0.00012984223440789562,0.006958207861831696,0.0001270301458728538,0.005979471496247689
9,atrialfibrillation_train_13,0.5,mid,3,1.0,0.1,0.05,0.499999999995,5,-1.0,0.05,0.025,0.49999999999,0.4999999999925,2,0.005020065797114744,0.00013255196409639792,0.006970458037146574,0.00012682525798708217,0.005995261917130659
9,atrialfibrillation_train_13,0.9,edge,3,1.0,0.1,0.09000000000000001,0.899999999991,5,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,2,0.005050076052151068,0.0001372048693586825,0.006989776512135258,0.00012658871199240794,0.006019926282143163
10,atrialfibrillation_train_9,0.25,small,2,-1.0,0.1,0.025,0.2499999999975,4,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,1,0.00824343733228631,0.00012576016693301457,0.04563529740753074,0.0001271105732912571,0.026939367369908523
10,atrialfibrillation_train_9,0.5,mid,2,-1.0,0.1,0.05,0.499999999995,4,-1.0,0.05,0.025,0.49999999999,0.4999999999925,1,0.008250975206402188,0.0001243308736582815,0.0456868696529656,0.00012701338435792484,0.026968922429683895
10,atrialfibrillation_train_9,0.9,edge,2,-1.0,0.1,0.09000000000000001,0.899999999991,4,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,1,0.008262915278247547,0.00012222517972457962,0.04576678189906002,0.00012700542947602486,0.027014848588653783
11,atrialfibrillation_train_8,0.25,small,1,1.0,0.1,0.025,0.2499999999975,4,1.0,0.05,0.0125,0.249999999995,0.24999999999625,1,0.0044642672662342335,0.00013003786222955758,0.03451933661919506,0.0001275300048232374,0.019491801942714646
11,atrialfibrillation_train_8,0.5,mid,1,1.0,0.1,0.05,0.499999999995,4,1.0,0.05,0.025,0.49999999999,0.4999999999925,1,0.00448236923802831,0.00013285042469057183,0.034491604274918326,0.00012787543127947733,0.01948698675647332
11,atrialfibrillation_train_8,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,4,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,1,0.004510620287773979,0.00013746535340237908,0.0344452765368878,0.0001286256894234421,0.01947794841233089
