anchor_index,tid,tier_ratio,tier_label,cA_direction_id,cA_sign,cA_safe_upper_bound,cA_gamma_used,safe_radius_ratio_A,cDm_direction_id,cDm_sign,cDm_safe_upper_bound,cDm_gamma_used,safe_radius_ratio_Dm,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro,cDm_transport_error_logeuc,cDm_transport_error_fro,dual_transport_error_logeuc
0,atrialfibrillation_train_0,0.25,small,5,1.0,0.1,0.025,0.2499999999975,1,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,0.006320870653428644,0.00012750500953349455,0.08734329491298136,0.00012667373859955361,0.046832082783205
0,atrialfibrillation_train_0,0.5,mid,5,1.0,0.1,0.05,0.499999999995,1,-1.0,0.05,0.025,0.49999999999,0.4999999999925,0,0.006331538763552556,0.00012802994599249697,0.08741304120400724,0.00012609527122142578,0.046872289983779895
0,atrialfibrillation_train_0,0.9,edge,5,1.0,0.1,0.09000000000000001,0.899999999991,1,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,0.006346684997640349,0.0001294876895394652,0.08752386012542068,0.00012522517009728372,0.04693527256153052
1,atrialfibrillation_train_12,0.25,small,4,1.0,0.1,0.025,0.2499999999975,1,1.0,0.05,0.0125,0.249999999995,0.24999999999625,2,0.0006723015867080757,0.00012759687458233538,0.005466693799662127,0.00012791186864156919,0.0030694976931851014
1,atrialfibrillation_train_12,0.5,mid,4,1.0,0.1,0.05,0.499999999995,1,1.0,0.05,0.025,0.49999999999,0.4999999999925,2,0.0006741935803016702,0.0001280251002560503,0.005468400030904793,0.00012857657244843475,0.0030712968056032315
1,atrialfibrillation_train_12,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,1,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,2,0.0006771214116171786,0.00012894092541641732,0.005470955553136574,0.0001297075978604032,0.0030740384823768766
2,atrialfibrillation_train_4,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,3,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,0.004875772482414825,0.00012694534021160037,0.10647197644110609,0.00012715480562180306,0.05567387446176046
2,atrialfibrillation_train_4,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,3,-1.0,0.05,0.025,0.49999999999,0.4999999999925,0,0.00488990574079487,0.0001267439060868041,0.10623034220779515,0.0001270578585794677,0.05556012397429501
2,atrialfibrillation_train_4,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,3,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,0.004911877837055264,0.0001266939448412131,0.1058390111365853,0.00012695971029820461,0.05537544448682028
3,atrialfibrillation_train_1,0.25,small,1,1.0,0.1,0.025,0.2499999999975,1,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,0.011340624212419536,0.00013002303922724507,0.03869295402094272,0.00012667390987582716,0.025016789116681128
