dataset,vector_flip_rate_mean,logeuclidean_flip_rate_mean,vector_margin_drop_median_mean,logeuclidean_margin_drop_median_mean,vector_classwise_covariance_distortion_mean,logeuclidean_classwise_covariance_distortion_mean,vector_cond_A_mean,logeuclidean_cond_A_mean,vector_geometry_mode,logeuclidean_geometry_mode
natops,0.0,0.0,0.004794177710207959,0.0036706617610173797,1.1688759534515156,0.9796915213118239,4.071198705097608,3.346730402996485,vector_centered_log_covariance,centered_log_covariance_matrix_domain
