split,epoch,class_idx,committee_idx,sample_idx_in_batch,ridge_mode,solve_mode,support_mode,prototype_aggregation,input_norm_mode,mean_trace,condition_number,effective_ridge,weight_norm
train,1,0,-1,59,fixed,pinv,same_only,pooled,none,0.0078125,95511224.0,0.0,1.0234639644622803
train,1,0,-1,60,fixed,pinv,same_only,pooled,none,0.007812499534338713,95510248.0,0.0,1.0234637260437012
train,1,0,-1,61,fixed,pinv,same_only,pooled,none,0.0078125,95516152.0,0.0,1.0234636068344116
train,1,0,-1,62,fixed,pinv,same_only,pooled,none,0.0078125,95511456.0,0.0,1.023463487625122
train,1,0,-1,63,fixed,pinv,same_only,pooled,none,0.0078125,95514128.0,0.0,1.0234633684158325
train,1,1,-1,0,fixed,pinv,same_only,pooled,none,0.007812499534338713,96455152.0,0.0,1.0182526111602783
train,1,1,-1,1,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452656.0,0.0,1.0182522535324097
train,1,1,-1,2,fixed,pinv,same_only,pooled,none,0.007812499534338713,96453200.0,0.0,1.0182523727416992
train,1,1,-1,3,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452840.0,0.0,1.0182523727416992
train,1,1,-1,4,fixed,pinv,same_only,pooled,none,0.0078125,96452048.0,0.0,1.0182524919509888
train,1,1,-1,5,fixed,pinv,same_only,pooled,none,0.007812499068677425,96452392.0,0.0,1.0182526111602783
train,1,1,-1,6,fixed,pinv,same_only,pooled,none,0.007812499068677425,96451864.0,0.0,1.0182524919509888
train,1,1,-1,7,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452728.0,0.0,1.018251895904541
train,1,1,-1,8,fixed,pinv,same_only,pooled,none,0.0078125,96454352.0,0.0,1.0182524919509888
train,1,1,-1,9,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452256.0,0.0,1.0182523727416992
train,1,1,-1,10,fixed,pinv,same_only,pooled,none,0.007812499068677425,96453200.0,0.0,1.0182524919509888
train,1,1,-1,11,fixed,pinv,same_only,pooled,none,0.0078125,96452680.0,0.0,1.018251895904541
train,1,1,-1,12,fixed,pinv,same_only,pooled,none,0.007812499534338713,96453480.0,0.0,1.0182522535324097
train,1,1,-1,13,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452224.0,0.0,1.0182524919509888
train,1,1,-1,14,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452472.0,0.0,1.0182523727416992
train,1,1,-1,15,fixed,pinv,same_only,pooled,none,0.007812499068677425,96454248.0,0.0,1.0182526111602783
train,1,1,-1,16,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452848.0,0.0,1.0182523727416992
train,1,1,-1,17,fixed,pinv,same_only,pooled,none,0.007812499068677425,96453128.0,0.0,1.0182522535324097
train,1,1,-1,18,fixed,pinv,same_only,pooled,none,0.0078125,96453464.0,0.0,1.0182527303695679
train,1,1,-1,19,fixed,pinv,same_only,pooled,none,0.007812499068677425,96452848.0,0.0,1.0182524919509888
train,1,1,-1,20,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452808.0,0.0,1.0182522535324097
train,1,1,-1,21,fixed,pinv,same_only,pooled,none,0.0078125,96452032.0,0.0,1.0182524919509888
train,1,1,-1,22,fixed,pinv,same_only,pooled,none,0.0078125,96452464.0,0.0,1.0182521343231201
train,1,1,-1,23,fixed,pinv,same_only,pooled,none,0.007812499068677425,96452376.0,0.0,1.0182523727416992
train,1,1,-1,24,fixed,pinv,same_only,pooled,none,0.007812499068677425,96453856.0,0.0,1.0182523727416992
train,1,1,-1,25,fixed,pinv,same_only,pooled,none,0.007812499068677425,96452280.0,0.0,1.0182524919509888
train,1,1,-1,26,fixed,pinv,same_only,pooled,none,0.0078125,96453504.0,0.0,1.0182524919509888
train,1,1,-1,27,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452680.0,0.0,1.0182523727416992
train,1,1,-1,28,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452032.0,0.0,1.0182520151138306
train,1,1,-1,29,fixed,pinv,same_only,pooled,none,0.007812499068677425,96452816.0,0.0,1.0182522535324097
train,1,1,-1,30,fixed,pinv,same_only,pooled,none,0.0078125,96453640.0,0.0,1.0182523727416992
train,1,1,-1,31,fixed,pinv,same_only,pooled,none,0.007812499534338713,96452688.0,0.0,1.0182521343231201
train,1,1,-1,32,fixed,pinv,same_only,pooled,none,0.007812499068677425,96452384.0,0.0,1.0182521343231201
train,1,1,-1,33,fixed,pinv,same_only,pooled,none,0.007812499068677425,96453192.0,0.0,1.0182524919509888
train,1,1,-1,34,fixed,pinv,same_only,pooled,none,0.007812499068677425,96452160.0,0.0,1.0182526111602783
train,1,1,-1,35,fixed,pinv,same_only,pooled,none,0.007812499068677425,96452448.0,0.0,1.0182521343231201
train,1,1,-1,36,fixed,pinv,same_only,pooled,none,0.007812499068677425,96453232.0,0.0,1.0182523727416992
train,1,1,-1,37,fixed,pinv,same_only,pooled,none,0.0078125,96452528.0,0.0,1.0182521343231201
train,1,1,-1,38,fixed,pinv,same_only,pooled,none,0.007812499068677425,96453176.0,0.0,1.0182526111602783
train,1,1,-1,39,fixed,pinv,same_only,pooled,none,0.0078125,96453504.0,0.0,1.0182522535324097
train,1,1,-1,40,fixed,pinv,same_only,pooled,none,0.0078125,96453224.0,0.0,1.0182523727416992
train,1,1,-1,41,fixed,pinv,same_only,pooled,none,0.0078125,96454968.0,0.0,1.0182523727416992
