dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
racketsports,1,0.8618421052631579,0.8697395035544558,151,152,6,30,30,dataset_provided_train_test_full_sequence
