dataset,seed,ray_id,anchor_index,direction_id,sign,feedback_weight_small,alignment_cosine_small,transport_error_logeuc_small,feedback_weight_mid,alignment_cosine_mid,transport_error_logeuc_mid,feedback_weight_edge,alignment_cosine_edge,transport_error_logeuc_edge
natops,3,0,0,8,1.0,0.9939383268356323,0.12640464305877686,1.9789915307401655,0.9941741824150085,0.12780722975730896,1.989561130572884,0.994534969329834,0.12980437278747559,2.0043501508155472
natops,3,1,1,9,-1.0,0.9934908151626587,0.05806965380907059,4.358318618516502,0.9935581088066101,0.05798284709453583,4.302850720712956,0.9936683773994446,0.05780617147684097,4.211618203135891
natops,3,2,2,2,1.0,0.9934042096138,-0.01446920819580555,4.766818117431877,0.9933905601501465,-0.013094283640384674,4.776429601906761,0.9933844208717346,-0.01100062020123005,4.79033780855143
natops,3,3,3,9,-1.0,0.9988394379615784,0.013239488005638123,4.346613467653649,0.9988434314727783,0.014400019310414791,4.289630915995618,0.9988508224487305,0.01617199182510376,4.196418889841223
natops,3,4,4,7,-1.0,0.9862571358680725,0.11372652649879456,4.346444907303318,0.9875120520591736,0.11379352957010269,4.348232850709328,0.9892194867134094,0.11382972449064255,4.348391008668636
natops,3,5,5,3,-1.0,0.9984513521194458,0.03131398186087608,1.3027065986535598,0.9984662532806396,0.034966375678777695,1.2974693075754729,0.9984813332557678,0.04065172001719475,1.2880530337051652
natops,3,6,6,1,1.0,0.9984480142593384,0.1151895597577095,1.0585677633860906,0.9986245632171631,0.1167176365852356,1.0608215139639072,0.9988681077957153,0.11886230111122131,1.063280780027775
natops,3,7,7,6,1.0,0.9849448800086975,0.014817601069808006,0.8016616055254601,0.9851300716400146,0.014642327092587948,0.7967700653839664,0.9854147434234619,0.014370564371347427,0.7875882253058116
natops,3,8,8,8,-1.0,0.984666109085083,-0.08231204003095627,4.061602365236351,0.9836058616638184,-0.08440673351287842,4.036039771708144,0.9815422892570496,-0.08766534179449081,3.9926441706502205
natops,3,9,9,6,-1.0,0.9994089603424072,0.08175491541624069,4.866655636093412,0.9994563460350037,0.08046430349349976,4.872947108297436,0.9995183944702148,0.07826647907495499,4.88168534090859
natops,3,10,10,4,-1.0,0.9992732405662537,0.058343369513750076,1.3299660947983052,0.9992853999137878,0.0617009773850441,1.328859627342144,0.999288022518158,0.0669599249958992,1.3262474019690567
natops,3,11,11,3,1.0,0.9991655349731445,0.15753784775733948,1.8609728477569623,0.999268114566803,0.15580111742019653,1.872109314495624,0.9994003772735596,0.15288734436035156,1.8871116572784215
natops,3,12,12,2,1.0,0.9939364790916443,0.038355909287929535,5.370356238316373,0.9939742684364319,0.03916357085108757,5.382916586212779,0.994038462638855,0.04035990312695503,5.403306779454196
natops,3,13,13,7,-1.0,0.9987240433692932,0.08747164160013199,4.43292907168613,0.9988064765930176,0.08791808784008026,4.432881519048288,0.9989221096038818,0.08863834291696548,4.430672374618432
natops,3,14,14,0,1.0,0.9943544864654541,0.12368973344564438,1.1100126181536183,0.9951452612876892,0.1251564472913742,1.117277335330311,0.996215283870697,0.12735073268413544,1.1278251440714542
natops,3,15,15,5,1.0,0.9063173532485962,-0.06389972567558289,3.785335721063329,0.8880769610404968,-0.06447058916091919,3.785830009359979,0.8539096117019653,-0.06536518037319183,3.7835402025406792
natops,3,16,16,4,1.0,0.999953031539917,-0.1952417492866516,1.299616775966333,0.9999485015869141,-0.19465325772762299,1.2987180184703548,0.9999405145645142,-0.19351282715797424,1.2961436773817332
natops,3,17,17,0,1.0,0.9969268441200256,0.04451246187090874,4.561763396039439,0.9970077872276306,0.0467870831489563,4.631792403715565,0.9971551895141602,0.050276219844818115,4.741304182217349
natops,3,18,18,8,-1.0,0.9938061237335205,0.06512259691953659,4.981946637062575,0.9939661622047424,0.06375457346439362,4.949618358589611,0.9942331910133362,0.06160915642976761,4.896873443328896
natops,3,19,19,8,1.0,0.9979459643363953,0.23182331025600433,1.1402502606748564,0.9984040856361389,0.23168763518333435,1.1414956350151055,0.9989060163497925,0.23132923245429993,1.142816751700157
natops,3,20,20,4,1.0,0.9919771552085876,0.10605518519878387,1.1232024848580626,0.9926354289054871,0.10672134160995483,1.120808405874362,0.9934543371200562,0.10762903839349747,1.1160323647600203
natops,3,21,21,4,1.0,0.9984440207481384,-0.032291341572999954,0.8321151637055055,0.9983854293823242,-0.029947539791464806,0.832156350851982,0.9980860948562622,-0.02624575048685074,0.8316634730324646
natops,3,22,22,6,-1.0,0.9990236759185791,0.008867738768458366,1.3188863953169536,0.9990293979644775,0.010456845164299011,1.3141343814854323,0.9990354776382446,0.012899267487227917,1.3037920981739113
natops,3,23,23,0,-1.0,0.9965437054634094,-0.10701261460781097,2.1627007899877846,0.9962414503097534,-0.10705959796905518,2.1438768159313284,0.9957196116447449,-0.10700177401304245,2.1120424116210503
natops,3,24,24,2,-1.0,0.9974992871284485,0.05648316070437431,4.333573452894166,0.9975578784942627,0.054940566420555115,4.334339331569662,0.9976423382759094,0.052288416773080826,4.333717774821026
natops,3,25,25,3,-1.0,0.9987475872039795,-0.01897956058382988,4.583139559759843,0.9987838864326477,-0.01808209717273712,4.556775756107184,0.9988347887992859,-0.016617292538285255,4.51028102877487
natops,3,26,26,3,1.0,0.9991594552993774,0.12123619019985199,1.737988489783234,0.999213457107544,0.11567287892103195,1.7523077214055087,0.9992826581001282,0.1065220907330513,1.7727666782992646
natops,3,27,27,3,1.0,0.9998785257339478,0.1269722878932953,2.2166015868032374,0.9998867511749268,0.1251470148563385,2.215826771320146,0.99989914894104,0.12219156324863434,2.210866031991146
natops,3,28,28,8,-1.0,0.9998669624328613,-0.1661820113658905,1.1492422963576154,0.9998458623886108,-0.16741561889648438,1.143991413446559,0.9998025298118591,-0.16938737034797668,1.134511768196742
natops,3,29,29,9,-1.0,0.6776240468025208,-0.008397005498409271,4.73029528760296,0.6750555634498596,-0.007418829947710037,4.683192894255338,0.6702883839607239,-0.005817451514303684,4.604920539712931
natops,3,30,30,3,-1.0,0.9967707395553589,-0.022411014884710312,0.9165927624774215,0.9967069029808044,-0.021659262478351593,0.9158910291848068,0.99652099609375,-0.020324289798736572,0.913854564368464
natops,3,31,31,5,1.0,0.9533503651618958,-0.08450470864772797,5.229671562504939,0.9444583058357239,-0.08524569123983383,5.243180106979395,0.9264513850212097,-0.08647671341896057,5.2631524053210095
natops,3,32,32,8,1.0,0.9557512998580933,0.037853438407182693,4.405291982068906,0.956588625907898,0.03929349035024643,4.4074734486618405,0.9578250646591187,0.041447944939136505,4.409428354764063
natops,3,33,33,9,1.0,0.9997561573982239,0.17011401057243347,1.3414816849573687,0.9997782111167908,0.169446662068367,1.3426416124699594,0.999809205532074,0.16834546625614166,1.3415819192044407
natops,3,34,34,0,1.0,0.998103141784668,0.10181193053722382,1.1538534624083876,0.9982540011405945,0.10111473500728607,1.1577541275311996,0.9984070658683777,0.09993342310190201,1.163290534452956
natops,3,35,35,1,1.0,0.9997192025184631,0.0863981693983078,1.0847273891629752,0.9997343420982361,0.08811935037374496,1.086243734567112,0.9997434020042419,0.09059329330921173,1.0876141816399403
natops,3,36,36,3,-1.0,0.987307608127594,-0.03560033440589905,0.6526792554732096,0.9867150187492371,-0.034870244562625885,0.6522510929260174,0.9857025742530823,-0.0336005799472332,0.6508171573799414
natops,3,37,37,1,-1.0,0.999845027923584,0.04892224818468094,1.4594967352429422,0.9998482465744019,0.05083601921796799,1.4487113145987056,0.9998539686203003,0.053704727441072464,1.4299341744225538
natops,3,38,38,4,-1.0,0.8120204210281372,-0.021563049405813217,4.595841477735454,0.800670862197876,-0.02116999961435795,4.581226818873801,0.7831625938415527,-0.0205413568764925,4.556169660986467
natops,3,39,39,9,1.0,0.9904829263687134,0.12774604558944702,1.1246198753355718,0.9913758635520935,0.1296948492527008,1.12690971532321,0.9926263689994812,0.13261228799819946,1.1291961344497146
natops,3,40,40,3,1.0,0.988405704498291,0.21415220201015472,3.5797993116951914,0.9909770488739014,0.21354414522647858,3.591723334346365,0.9940004348754883,0.2124268114566803,3.6058434431383315
natops,3,41,41,6,-1.0,0.9912579655647278,-0.021347956731915474,1.2984172098900097,0.9911996722221375,-0.019187413156032562,1.2969626406449783,0.9910799860954285,-0.015630491077899933,1.292539304331167
natops,3,42,42,5,-1.0,0.9942365288734436,0.08970845490694046,5.104689323920023,0.995032548904419,0.08928895741701126,5.0909923422831485,0.996080219745636,0.0886363834142685,5.067173505580265
natops,3,43,43,4,-1.0,0.9914104342460632,0.06267236173152924,1.033587910310421,0.9920315742492676,0.06391388922929764,1.032920228958342,0.9929385781288147,0.06579921394586563,1.0309462399124707
natops,3,44,44,3,-1.0,0.04889954254031181,0.06520742177963257,5.436498954932552,0.059935957193374634,0.06515555083751678,5.399892533396563,0.08568397164344788,0.06498567759990692,5.339393091937548
natops,3,45,45,2,1.0,0.9985358715057373,-0.06426434218883514,1.6390057241559683,0.9985015392303467,-0.05890261009335518,1.647052715788336,0.998450756072998,-0.05021639168262482,1.65774630238233
natops,3,46,46,7,-1.0,0.9988318085670471,-0.14475098252296448,0.9228178902950301,0.9986648559570312,-0.14378269016742706,0.9221106261543897,0.9983731508255005,-0.1419314444065094,0.9197900124770975
natops,3,47,47,4,1.0,0.9856654405593872,0.24668757617473602,4.99486097916433,0.9865451455116272,0.24830253422260284,5.0282703691438195,0.9877918362617493,0.2507054805755615,5.081609875805986
natops,3,48,48,1,1.0,0.9971408843994141,-0.05726393684744835,3.8350931351612885,0.9966235160827637,-0.056672245264053345,3.855327978516714,0.9954630732536316,-0.05575834959745407,3.884656207592474
natops,3,49,49,7,-1.0,0.8570806980133057,-0.0516694039106369,4.370785077441362,0.833225667476654,-0.05104660242795944,4.355992073276761,0.7916726469993591,-0.049953386187553406,4.330087045896125
natops,3,50,50,5,1.0,0.9992915391921997,-0.07176002860069275,2.199219038884315,0.9992818236351013,-0.07002231478691101,2.233893105786776,0.9992645382881165,-0.06707876175642014,2.2845866754885473
natops,3,51,51,2,-1.0,0.9989350438117981,0.002862035296857357,4.416516097972885,0.9989275336265564,0.0004362477920949459,4.407061691392822,0.9989094734191895,-0.0035323910415172577,4.388746961029332
natops,3,52,52,9,-1.0,0.9933667778968811,0.036196522414684296,4.94204021133634,0.9934144020080566,0.0373087003827095,4.89033184448885,0.9934923052787781,0.0390193834900856,4.807597470792791
natops,3,53,53,3,1.0,0.41804665327072144,-0.09183239191770554,5.52253405897561,0.3683941960334778,-0.09227786958217621,5.566338411228898,0.29290568828582764,-0.09286053478717804,5.633991191520639
natops,3,54,54,7,1.0,0.995257556438446,0.04245300963521004,4.747005017528007,0.9959213733673096,0.042570289224386215,4.748716699122582,0.9968094229698181,0.04276694357395172,4.748596028341865
natops,3,55,55,1,-1.0,0.9985584616661072,-0.17397454380989075,1.3778079753707526,0.9983798265457153,-0.17159584164619446,1.3628360069741037,0.9980342984199524,-0.1673843264579773,1.3373879132397748
natops,3,56,56,2,-1.0,0.9966465830802917,0.07472944259643555,1.0091794980950755,0.9968326687812805,0.07757311314344406,0.9998966984814232,0.9970799088478088,0.08185204863548279,0.9833153587512481
natops,3,57,57,1,1.0,0.6019363403320312,-0.11489470303058624,4.528096072551662,0.5340698957443237,-0.11384711414575577,4.537515892023458,0.41681692004203796,-0.11223601549863815,4.550428556842633
natops,3,58,58,2,-1.0,0.9954736828804016,-0.057992879301309586,4.843797071875712,0.9948930740356445,-0.05790535733103752,4.840506396110544,0.993873119354248,-0.05769774317741394,4.832794490312126
natops,3,59,59,0,1.0,0.9885795712471008,0.03324143961071968,4.430746904040479,0.9887372255325317,0.035465508699417114,4.5079388597695536,0.9889989495277405,0.03889317065477371,4.627587895964425
natops,3,60,60,5,1.0,0.9952180981636047,-0.04314359650015831,1.2287046154444548,0.9951364398002625,-0.04221656545996666,1.2253832076408058,0.9949989318847656,-0.04068230837583542,1.2182674570359155
natops,3,61,61,7,1.0,0.9815014004707336,0.07408930361270905,4.40069264780362,0.9822540879249573,0.07460752129554749,4.402566121016206,0.9834268093109131,0.07538338005542755,4.40258671188789
natops,3,62,62,3,1.0,0.9987127780914307,-0.034856148064136505,0.8549363461242963,0.9986785054206848,-0.030893707647919655,0.8568291924725411,0.9986383318901062,-0.024760965257883072,0.8589727450277204
natops,3,63,63,8,-1.0,0.9990836381912231,-0.09843903034925461,0.7182642004641007,0.9990202188491821,-0.09457255154848099,0.7126189296184676,0.998920202255249,-0.08812128752470016,0.70261394234572
natops,3,64,64,5,-1.0,0.9621344804763794,0.10674957185983658,4.376546911129143,0.9646041989326477,0.10307475179433823,4.368904613941241,0.9677217602729797,0.09721003472805023,4.351963741259847
natops,3,65,65,1,1.0,0.9992641806602478,0.18227919936180115,1.5519116162108209,0.9993544220924377,0.18337491154670715,1.5600983093140375,0.9994762539863586,0.1848955750465393,1.5715050762429361
natops,3,66,66,7,1.0,0.9963323473930359,0.033562034368515015,5.036866143829554,0.9964057207107544,0.03323034197092056,5.039990047793422,0.9965174198150635,0.03269360214471817,5.042415188887107
natops,3,67,67,2,1.0,0.9981213212013245,-0.08794571459293365,1.2075282049496898,0.9979999661445618,-0.08462269604206085,1.2162536838664468,0.9977759718894958,-0.07916286587715149,1.2282781766665447
natops,3,68,68,5,1.0,0.07508094608783722,-0.07348378002643585,4.2979435437938545,0.06297831982374191,-0.07409466803073883,4.305428014961896,0.04904957488179207,-0.07507997751235962,4.311941765505634
natops,3,69,69,9,-1.0,0.8753650784492493,-0.009559772908687592,4.066811405707028,0.8726046085357666,-0.009532790631055832,4.017257708444565,0.8678014874458313,-0.00945739820599556,3.936029161999999
natops,3,70,70,6,-1.0,0.9843938946723938,-0.07316216826438904,4.4588833834044195,0.9823717474937439,-0.07156218588352203,4.457453860459593,0.9789202213287354,-0.068877674639225,4.452855820206254
natops,3,71,71,9,-1.0,0.9779353141784668,0.05338853970170021,4.5005259463132665,0.9791843891143799,0.0529809445142746,4.450964249879446,0.9810097813606262,0.05233513563871384,4.370561962725493
natops,3,72,72,1,-1.0,0.9409944415092468,0.011526859365403652,4.20174184852474,0.9427022933959961,0.011341795325279236,4.169857147001022,0.9438621401786804,0.01111249066889286,4.117845941534346
natops,3,73,73,7,-1.0,0.9909728765487671,0.05672081932425499,4.384705679739705,0.9910502433776855,0.056102506816387177,4.3750460319337785,0.9911808967590332,0.054979365319013596,4.356749687031352
natops,3,74,74,8,-1.0,0.9997289776802063,-0.0295731071382761,1.5858205134240915,0.9997193217277527,-0.02828037738800049,1.5800723304468065,0.9997044205665588,-0.026098083704710007,1.5698081064614975
natops,3,75,75,5,-1.0,0.9992658495903015,-0.05695592984557152,2.1753204463833216,0.9992528557777405,-0.055161185562610626,2.1916140694867847,0.9992325305938721,-0.05221341550350189,2.2141026438589826
natops,3,76,76,5,-1.0,0.9983776807785034,0.06105475127696991,3.651507483095859,0.9984377026557922,0.06050901114940643,3.6277255036875133,0.9985175728797913,0.05957719683647156,3.585211936929722
natops,3,77,77,1,-1.0,0.9643073678016663,0.1401163786649704,4.666606312211995,0.970535397529602,0.1407015025615692,4.6391703851641894,0.9774469137191772,0.14171338081359863,4.593152728549104
natops,3,78,78,4,-1.0,0.9973194003105164,-0.01366213895380497,1.18080952297978,0.997251570224762,-0.009474224410951138,1.1778063799914265,0.9970954656600952,-0.0028052162379026413,1.1719335010738061
natops,3,79,79,5,1.0,0.999964714050293,-0.05000131577253342,1.2136017634546894,0.999963641166687,-0.04845670983195305,1.2145776403703996,0.9999618530273438,-0.0458393432199955,1.214379898805684
natops,3,80,80,7,-1.0,0.9997439980506897,-0.1277216374874115,2.469346759623818,0.999733030796051,-0.12601962685585022,2.4620273413687,0.9997159838676453,-0.12308433651924133,2.4482719977207146
natops,3,81,81,2,-1.0,0.9977673292160034,0.05240694805979729,1.1979547974131637,0.9978087544441223,0.05540715903043747,1.1823539022631953,0.9978510141372681,0.05996575206518173,1.1551363156680319
natops,3,82,82,8,1.0,0.9789903163909912,0.05061876028776169,4.692323245990143,0.9793792963027954,0.05200120806694031,4.716719925781275,0.9800040125846863,0.05403134226799011,4.753250961338455
natops,3,83,83,9,-1.0,0.9967621564865112,0.049533747136592865,1.214293552094862,0.9969207048416138,0.052150264382362366,1.2266973263346206,0.9971153736114502,0.05625618249177933,1.2443333364284266
natops,3,84,84,6,1.0,0.15382690727710724,-0.08982061594724655,4.243993598725543,0.11138536036014557,-0.09061731398105621,4.240854620803695,0.061954956501722336,-0.09189850836992264,4.232732731935496
natops,3,85,85,4,1.0,0.992550253868103,0.23632389307022095,5.177254586695906,0.9930261373519897,0.23458325862884521,5.196708872564953,0.9936941266059875,0.23161470890045166,5.227309111827176
natops,3,86,86,4,1.0,0.9949623346328735,0.018810447305440903,1.00906204933798,0.9950813055038452,0.02000764012336731,1.0104055151981493,0.9951924085617065,0.021875593811273575,1.0114396795624832
natops,3,87,87,1,-1.0,0.9994656443595886,-0.06744176149368286,1.3924851302774868,0.9993892908096313,-0.06503298878669739,1.38642797809755,0.9992501139640808,-0.060937926173210144,1.3753104637470743
