dataset,same_backbone_no_shaping_mean,same_backbone_no_shaping_std,local_shaping_mean,local_shaping_std,delta_test_macro_f1_mean,delta_within_compactness_mean,delta_between_separation_mean,delta_nearest_margin_mean,delta_temporal_stability_mean,local_step_distortion_ratio_mean,local_step_distortion_ratio_p95_mean,margin_gain_mean,margin_to_score_conversion_mean,static_linear_mean,dense_dynamic_gru_mean,raw_minirocket_mean
selfregulationscp1,0.6348324609194174,0.0,0.6348324609194174,0.0,0.0,-1.9125421090060435e-05,1.4845450793998793e-05,8.162681448414116e-06,0.0,1.1972490176550963,1.4567859281239681,0.007129130059003159,0.0,0.5243506493506493,0.4981999930096816,0.6792310680525963
