dataset,seed,same_backbone_no_shaping_test_macro_f1,same_backbone_no_shaping_val_macro_f1,local_shaping_test_macro_f1,local_shaping_val_macro_f1,delta_test_macro_f1,static_linear_test_macro_f1,dense_dynamic_gru_test_macro_f1,raw_minirocket_test_macro_f1,before_within_compactness,after_within_compactness,before_between_separation,after_between_separation,before_nearest_margin,after_nearest_margin,before_temporal_stability,after_temporal_stability,delta_within_compactness,delta_between_separation,delta_nearest_margin,delta_temporal_stability,shaped_window_count,shaped_window_ratio,epsilon_local_mean,epsilon_local_p95,local_step_distortion_ratio_mean,local_step_distortion_ratio_p95,margin_gain_mean,margin_to_score_conversion
selfregulationscp1,1,0.6348324609194174,0.6378378378378378,0.6348324609194174,0.6378378378378378,0.0,0.5243506493506493,0.4981999930096816,0.6792310680525963,0.8314574258202932,0.8314383003992032,1.0785648288097307,1.0785796742605247,0.006380796159907236,0.00638895884135565,0.9886758675243031,0.9886758675243031,-1.9125421090060435e-05,1.4845450793998793e-05,8.162681448414116e-06,0.0,128,0.0008869302512507102,0.024882615013465594,0.031630074529486046,1.1972490176550963,1.4567859281239681,0.007129130059003159,0.0
