dataset,seed,class_id,prototype_id,trial_id,window_index,opp_class_id,opp_prototype_id,same_dist,opp_dist,epsilon_local,margin_before,margin_after,margin_gain,orig_local_step,shaped_local_step,local_step_distortion_ratio
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,597,0,0,0.2024595335665605,0.26420753724337354,0.02024595335665605,0.061748003676813046,0.07058486110332679,0.008836857426513745,0.05186388954592696,0.05643221276472589,1.0880829274239747
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,596,0,0,0.20681683792614286,0.2678650126442871,0.020681683792614286,0.06104817471814422,0.06984990275089084,0.00880172803274662,0.05459325307800659,0.056261623985080216,1.0305600200209675
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,598,0,0,0.21419667247191973,0.2721262843183702,0.021419667247191975,0.057929611846450485,0.06675830981123196,0.008828697964781473,0.043998781940418584,0.047656317207538754,1.083128102775051
selfregulationscp1,1,1,0,selfregulationscp1_train_n00248,403,0,0,0.22728057232102844,0.269965560466522,0.022728057232102847,0.04268498814549354,0.051901594862701184,0.009216606717207643,0.03493041861703995,0.04192799504023138,1.2003290169496519
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,595,0,0,0.22729265282885996,0.28364672127795904,0.022729265282885998,0.05635406844909907,0.06502960190096196,0.008675533451862893,0.05664343943309299,0.06030292643240121,1.0646056637085182
selfregulationscp1,1,1,0,selfregulationscp1_train_n00248,404,0,0,0.22795763791933907,0.2704823846696306,0.022795763791933907,0.042524746750291526,0.051734403782919436,0.00920965703262791,0.03430169866189808,0.03790850694878944,1.1051495531589448
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,602,0,0,0.22859926999206323,0.2730584199263878,0.022859926999206324,0.044459149934324566,0.05358828949262634,0.009129139558301774,0.027415493304912417,0.036024246501089756,1.3140105158944846
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,603,0,0,0.2291200163460482,0.2717612223058096,0.02291200163460482,0.042641205959761425,0.05182523562228422,0.009184029662522797,0.03171576809425801,0.036045269325068914,1.1365094238911004
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,599,0,0,0.22957909910202778,0.2823873610080466,0.02295790991020278,0.05280826190601884,0.06159578507130359,0.00878752316528475,0.03306491031932849,0.03799056090177011,1.1489691196761622
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,601,0,0,0.23331976841847213,0.2794655916540926,0.023331976841847214,0.0461458232356205,0.05512701117644411,0.008981187940823615,0.02394820128428283,0.02736886507959333,1.1428359380608464
selfregulationscp1,1,1,0,selfregulationscp1_train_n00248,402,0,0,0.23344476205238165,0.27550108213734814,0.023344476205238166,0.042056320084966486,0.051180148754823934,0.009123828669857448,0.035507513626325045,0.03856950366837977,1.086234988861191
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,600,0,0,0.23673093887487642,0.2851757212566338,0.023673093887487645,0.048444782381757395,0.057277977862179724,0.008833195480422329,0.025276039612010213,0.023028545015911166,0.9110820116363829
selfregulationscp1,1,1,0,selfregulationscp1_train_n00248,405,0,0,0.23780061535618732,0.27893353513093627,0.023780061535618735,0.04113291977474895,0.05020656682093361,0.009073647046184657,0.03487615139121625,0.03913880213938751,1.1222225095984883
selfregulationscp1,1,1,0,selfregulationscp1_train_n00194,604,0,0,0.23877787828949334,0.27862843370911106,0.023877787828949337,0.03985055541961771,0.04894782088477312,0.009097265465155407,0.03219279301085936,0.038197453381374716,1.186521882972063
selfregulationscp1,1,1,0,selfregulationscp1_train_n00248,401,0,0,0.24197092891480268,0.28387128934707595,0.024197092891480268,0.04190036043227327,0.050870802009502614,0.008970441577229343,0.03562266337606325,0.03853617533259543,1.0817881562019847
selfregulationscp1,1,1,0,selfregulationscp1_train_n00185,114,0,0,0.24431498340315033,0.31247216963634,0.024431498340315036,0.06815718623318967,0.07597460354473393,0.007817417311544256,0.053180174207476755,0.05736140259912714,1.078623819007019
selfregulationscp1,1,1,1,selfregulationscp1_train_n00259,172,0,1,0.2940939650536155,0.28233469950620566,0.028233469950620566,-0.011759265547409858,-0.008207388995622233,0.003551876551787625,0.04849795798273789,0.05608350596596905,1.156409636585753
selfregulationscp1,1,1,1,selfregulationscp1_train_n00259,173,0,1,0.29553719111777893,0.28897445662403926,0.028897445662403928,-0.006562734493739675,-0.002909148930033967,0.003653585563705708,0.056877911287171935,0.059010017490505176,1.0374856628009494
selfregulationscp1,1,1,1,selfregulationscp1_train_n00259,171,0,1,0.30012031773211634,0.28418299807350694,0.028418299807350694,-0.015937319658609395,-0.012549434202827892,0.003387885455781503,0.040514355890664905,0.04671613992775778,1.1530762096731706
selfregulationscp1,1,1,1,selfregulationscp1_train_n00262,24,0,1,0.3105883786738715,0.3193194715985416,0.031058837867387154,0.008731092924670114,0.012317474496428171,0.003586381571758057,0.022199223171834603,0.03929540556452467,1.7701252543999355
selfregulationscp1,1,1,1,selfregulationscp1_train_n00259,170,0,1,0.31122058951548154,0.2917243429189073,0.02917243429189073,-0.01949624659657423,-0.016302751014273587,0.003193495582300643,0.035351699224556936,0.04260028279679916,1.2050420130075958
selfregulationscp1,1,1,1,selfregulationscp1_train_n00259,174,0,1,0.3113349255881195,0.30918942880371203,0.030918942880371204,-0.0021454967844074524,0.0014296411556021793,0.0035751379400096317,0.05974236947131999,0.06387047074710571,1.0690983854895053
selfregulationscp1,1,1,1,selfregulationscp1_train_n00262,25,0,1,0.3126808198360093,0.3221354866738546,0.03126808198360093,0.009454666837845294,0.013015544691649672,0.0035608778538043784,0.02095387858730472,0.028915590473079254,1.3799636354960212
selfregulationscp1,1,1,1,selfregulationscp1_train_n00262,23,0,1,0.31285079488338435,0.32060244511482483,0.03128507948833844,0.007751650231440477,0.011322226900965238,0.003570576669524761,0.027804100716791562,0.03503983765581586,1.2602399197415675
selfregulationscp1,1,1,1,selfregulationscp1_train_n00262,0,0,1,0.31409304396235127,0.31603688475946834,0.03140930439623513,0.001943840797117069,0.005522386102178978,0.0035785453050619087,0.0073358280747000916,0.01872745395087766,2.5528752528245815
selfregulationscp1,1,1,1,selfregulationscp1_train_n00262,26,0,1,0.31571326021547214,0.325643772457202,0.03157132602154721,0.00993051224172986,0.013458684499581597,0.003528172257851736,0.021504688540244885,0.029521015397931928,1.3727711211759666
selfregulationscp1,1,1,1,selfregulationscp1_train_n00262,1,0,1,0.3168962423436537,0.31789772521147874,0.031689624234365374,0.001001482867825032,0.004553535665291875,0.0035520527974668425,0.01851196401049851,0.027669523293530465,1.4946832911860954
