dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,edit_mode,edit_basis,edit_alpha_scale,white_identity_error_mean,recolor_transport_error_logeuc_mean,recolor_transport_error_fro_mean,edit_energy_mean,edit_norm_mean,edit_alpha_mean,feedback_weight_mean,feedback_weight_std,last_orig_ce_loss,last_weighted_aug_ce_loss,last_aug_margin_mean
handwriting,1,success,lraes,resnet1d,mba_white_edit,0.2647332101658577,0.24460839254172717,-0.020124817624130542,-7.601921198175692,15,15,0.2494047619047619,0.26825396825396824,0.8359907166088217,0.5118583872473442,1.0768593484783977,0.0,0.8510652859712999,0.24298309895174477,0.0,0.0,120,120,10,10,line,whitened_pca,0.25,7.36782752683598e-16,0.5118583872473442,0.8359907166088217,0.24999999999997963,3.0720514318611265,3.072051431861127,0.5930616567283868,0.24041051849906395,0.9822717308998108,0.5861963629722595,1.723578155040741
handwriting,2,success,lraes,resnet1d,mba_white_edit,0.235855843616036,0.22549268811688916,-0.010363155499146848,-4.393849627134115,15,15,0.22626262626262625,0.2407407407407407,0.8344210845765568,0.510765384252623,1.0827924292547493,0.0,0.8748595273719765,0.2591882417685239,0.0,0.0,120,120,10,10,line,whitened_pca,0.25,7.80218257807883e-16,0.510765384252623,0.8344210845765568,0.24999999999997963,3.0720514318611265,3.072051431861127,0.5736252564667828,0.22755598876926852,0.9873141646385193,0.6192330420017242,1.6338674426078796
handwriting,3,success,lraes,resnet1d,mba_white_edit,0.2518382860113333,0.26363040480016,0.011792118788826689,4.682415169344366,15,15,0.19999999999999998,0.23472222222222225,0.8271904143259475,0.5118456409367709,1.0820431806758157,0.0,0.8676174673723683,0.2621793509247431,0.0,0.0,120,120,10,10,line,whitened_pca,0.25,7.53369600424089e-16,0.5118456409367709,0.8271904143259475,0.24999999999997966,3.072051431861127,3.072051431861127,0.5813491923486193,0.23106233290489087,0.9895319640636444,0.5977628231048584,1.6245614886283875
