dataset,seed,stage,mode,within_prototype_compactness,between_prototype_separation,nearest_prototype_margin,temporal_assignment_stability,prototype_family_dispersion
natops,1,before,prototype_memory,4.758645925542442,9.347560495450905,1.212169935540465,0.9893719806763287,8.7565885521043
natops,1,after_mean_centered,prototype_memory,4.743847863756827,9.367443346786432,1.2508716045478108,0.9893719806763287,8.7747485575916
natops,1,after_c0_unweighted_a2r,prototype_memory,4.7685538778646475,9.33442560871708,1.2046102156915235,0.9893719806763287,8.746478917241731
natops,1,after_c2_median_min_weighted_a2r,prototype_memory,4.768238391275612,9.336335700561301,1.2018510084194542,0.9893719806763287,8.747495151740557
natops,1,after_c3_logit_fitpool_a2r,prototype_memory,4.771916789993408,9.33981245991104,1.2152429783987384,0.9896940418679551,8.747221137547282
natops,1,after_c3l_linear_fitpool_a2r,prototype_memory,4.779148408997344,9.409105725694994,1.2062895815520578,0.9900161030595814,8.81514879035954
natops,1,after_c3lr_linear_deployrecal_a2r,prototype_memory,4.778179683230537,9.383805653109821,1.2053239478222197,0.9900161030595814,8.791457255371384
