dataset,seed,terminal,window_len,hop_len,z_dim,prototype_count,anchors_per_prototype,anchor_selection_mode,same_dist_quantile,center_epsilon_scale,pia_epsilon_scale,operator_smooth_lambda,pia_activation,pia_n_iters,pia_c_repr,pia_bias_lr,pia_bias_update_mode,c3_target_pos,c3_target_neg,c3_opp_pair_rule,c3_target_modes_compared,c3_response_stats_modes_compared,fixed_stage_a_variant,fit_window_count,fit_trial_count,preactivation_clip_lower,preactivation_clip_upper,response_scale,response_scale_iqr
natops,1,dynamic_gru,28,1,300,4,8,tight_margin,50.0,0.1,0.1,0.5,sigmoid,3,1.0,0.25,residual,0.95,0.05,nearest_opposite_prototype,"logit_soft,linear_pm1","fit_pool,deployment_train",sigmoid_clip_tanh_local_median_scaled_iqr,192,58,-615.1413790164447,557.025494316651,434.14629018168796,656.456394257987
