dataset,seed,arm,fit_window_count,fit_trial_count,operator_norm_mean,operator_norm_p95,operator_to_step_ratio_mean,local_step_distortion_ratio_mean,local_step_distortion_ratio_p95,operator_direction_stability,response_vs_margin_correlation,activation_coverage_ratio,preactivation_clip_rate,response_centering_std_after_fix,gate_saturation_ratio,budget_scale_factor,applied_window_count_total,fit_mode,weight_kernel_name,template_mean_direction_cosine,effective_sample_size,effective_sample_ratio,min_proto_effective_sample_size,median_proto_effective_sample_size,fit_anchor_margin_mean,fit_anchor_same_dist_mean,proto_weight_scale_mean,proto_weight_scale_min,fit_target_mode,target_mode,pool_mode,opp_pair_rule,response_stats_mode,response_stats_window_count,same_pool_count,opp_pool_count,same_weight_mass,opp_weight_mass,same_opp_count_ratio,same_opp_weight_mass_ratio,same_proto_effective_sample_size,opp_proto_effective_sample_size,discriminative_target_gap
natops,1,c0_unweighted_a2r,192,58,0.0946138298902058,0.36734873984688216,0.07749250062375429,1.002418828518781,1.011248585039244,0.999999999999,0.1770049799548594,0.0002314814814814815,0.06631944444444444,0.11518836005459542,0.0,10.790218108999484,8640,unweighted,identity,0.011061869863796732,192.0,1.0,8.0,8.0,1.0447094690257266,4.407327788165446,0.0,0.0,auto_associative,,same_only,,fit_pool,192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natops,1,c2_median_min_weighted_a2r,192,58,0.09595439954122496,0.371273628012321,0.07872351650218337,1.0024789012809652,1.0110908073483613,0.999999999999,0.16876232681192913,0.00034722222222222224,0.03877314814814815,0.12479600187828008,0.0,10.070607903693993,8640,median_min_weighted,exp_relative_distance_over_median_minus_min,0.023201461393156392,130.1803454961094,0.6780226327922364,4.507184771867024,5.507966232883905,1.0447094690257266,4.407327788165446,0.13522563651246775,0.020387214971775425,auto_associative,,same_only,,fit_pool,192,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natops,1,c3_logit_fitpool_a2r,384,58,0.08591141694310225,0.3332312201247001,0.07151329577608097,1.0020794272340472,1.00904203245595,0.999999999999,-0.06709381855164204,0.003125,0.01423611111111111,0.22617861119885282,0.000925925925925926,5.180515569418852,8640,bipolar_discriminative_weighted,bipolar_exp_relative_distance_over_median_minus_min,0.15918858213688866,263.61616911650464,0.6865004404075642,0.0,0.0,0.0,0.0,0.0,0.0,hetero_associative_discriminative_logit_soft,logit_soft,bipolar_same_opp,nearest_opposite_prototype,fit_pool,384,192,192,23.99999993238535,23.99999993557873,1.0,0.9999999998669424,5.507966232883898,5.596544166677432,5.88887795833288
natops,1,c3l_linear_fitpool_a2r,384,58,0.08594369688550901,0.33158499519625534,0.07180936688296548,1.0020431933025495,1.0089721422796438,0.999999999999,-0.06655080705513047,0.0038194444444444443,0.015046296296296295,0.2342916922368418,0.0010416666666666667,5.0030026070860965,8640,bipolar_discriminative_weighted,bipolar_exp_relative_distance_over_median_minus_min,0.16240346776455747,263.61616911650464,0.6865004404075642,0.0,0.0,0.0,0.0,0.0,0.0,hetero_associative_discriminative_linear_pm1,linear_pm1,bipolar_same_opp,nearest_opposite_prototype,fit_pool,384,192,192,23.99999993238535,23.99999993557873,1.0,0.9999999998669424,5.507966232883898,5.596544166677432,2.0
natops,1,c3lr_linear_deployrecal_a2r,384,58,0.08556034096523378,0.32926566030039695,0.07159431060770945,1.0020264331429365,1.0088497984246938,0.999999999999,-0.06594285957205641,0.0045138888888888885,0.011689814814814814,0.24686622048845383,0.0011574074074074073,4.747745903114652,8640,bipolar_discriminative_weighted,bipolar_exp_relative_distance_over_median_minus_min,0.16240346776455747,263.61616911650464,0.6865004404075642,0.0,0.0,0.0,0.0,0.0,0.0,hetero_associative_discriminative_linear_pm1,linear_pm1,bipolar_same_opp,nearest_opposite_prototype,deployment_train,3240,192,192,23.99999993238535,23.99999993557873,1.0,0.9999999998669424,5.507966232883898,5.596544166677432,2.0
