dataset,seed,terminal,same_backbone_no_shaping_test_macro_f1,mean_centered_test_macro_f1,c0_unweighted_a2r_test_macro_f1,c2_median_min_weighted_a2r_test_macro_f1,c3_logit_fitpool_a2r_test_macro_f1,c3l_linear_fitpool_a2r_test_macro_f1,c3lr_linear_deployrecal_a2r_test_macro_f1,delta_c0_vs_no_shaping,delta_c2_vs_no_shaping,delta_c3_vs_no_shaping,delta_c3l_vs_no_shaping,delta_c3lr_vs_no_shaping,delta_c2_vs_c0,delta_c3_vs_c0,delta_c3l_vs_c0,delta_c3lr_vs_c0,c0_response_vs_margin_correlation,c2_response_vs_margin_correlation,c3_response_vs_margin_correlation,c3l_response_vs_margin_correlation,c3lr_response_vs_margin_correlation,c0_activation_coverage_ratio,c2_activation_coverage_ratio,c3_activation_coverage_ratio,c3l_activation_coverage_ratio,c3lr_activation_coverage_ratio,c0_template_mean_direction_cosine,c2_template_mean_direction_cosine,c3_template_mean_direction_cosine,c3l_template_mean_direction_cosine,c3lr_template_mean_direction_cosine,c0_effective_sample_size,c2_effective_sample_size,c3_effective_sample_size,c3l_effective_sample_size,c3lr_effective_sample_size,c0_effective_sample_ratio,c2_effective_sample_ratio,c3_effective_sample_ratio,c3l_effective_sample_ratio,c3lr_effective_sample_ratio,c0_min_proto_effective_sample_size,c2_min_proto_effective_sample_size,c3_same_proto_effective_sample_size,c3_opp_proto_effective_sample_size,c3l_same_proto_effective_sample_size,c3l_opp_proto_effective_sample_size,c3lr_same_proto_effective_sample_size,c3lr_opp_proto_effective_sample_size,c0_median_proto_effective_sample_size,c2_median_proto_effective_sample_size,c3_same_pool_count,c3_opp_pool_count,c3_same_weight_mass,c3_opp_weight_mass,c3_same_opp_count_ratio,c3_same_opp_weight_mass_ratio,c3_fit_target_mode,c3_target_mode,c3_response_stats_mode,c3_response_stats_window_count,c3l_fit_target_mode,c3l_target_mode,c3l_response_stats_mode,c3l_response_stats_window_count,c3lr_fit_target_mode,c3lr_target_mode,c3lr_response_stats_mode,c3lr_response_stats_window_count,c3_pool_mode,c3_opp_pair_rule,c3_discriminative_target_gap,c3l_discriminative_target_gap,c3lr_discriminative_target_gap,c0_proto_weight_scale_mean,c2_proto_weight_scale_mean,c3_proto_weight_scale_mean,c3l_proto_weight_scale_mean,c3lr_proto_weight_scale_mean,c0_proto_weight_scale_min,c2_proto_weight_scale_min,c3_proto_weight_scale_min,c3l_proto_weight_scale_min,c3lr_proto_weight_scale_min,c0_weight_kernel_name,c2_weight_kernel_name,c3_weight_kernel_name,c3l_weight_kernel_name,c3lr_weight_kernel_name,delta_c0_margin,delta_c2_margin,delta_c3_margin,delta_c3l_margin,delta_c3lr_margin,c0_margin_gain_per_unit_distortion,c2_margin_gain_per_unit_distortion,c3_margin_gain_per_unit_distortion,c3l_margin_gain_per_unit_distortion,c3lr_margin_gain_per_unit_distortion
natops,1,dynamic_gru,0.8286955114786415,0.7836666189541989,0.8231285890549479,0.7891310998285158,0.7945518608722546,0.7945518608722546,0.7945518608722546,-0.00556692242369361,-0.0395644116501257,-0.03414365060638691,-0.03414365060638691,-0.03414365060638691,-0.03399748922643209,-0.0285767281826933,-0.0285767281826933,-0.0285767281826933,0.1770049799548594,0.16876232681192913,-0.06709381855164204,-0.06655080705513047,-0.06594285957205641,0.0002314814814814815,0.00034722222222222224,0.003125,0.0038194444444444443,0.0045138888888888885,0.011061869863796732,0.023201461393156392,0.15918858213688866,0.16240346776455747,0.16240346776455747,192.0,130.1803454961094,263.61616911650464,263.61616911650464,263.61616911650464,1.0,0.6780226327922364,0.6865004404075642,0.6865004404075642,0.6865004404075642,8.0,4.507184771867024,5.507966232883898,5.596544166677432,5.507966232883898,5.596544166677432,5.507966232883898,5.596544166677432,8.0,5.507966232883905,192,192,23.99999993238535,23.99999993557873,1.0,0.9999999998669424,hetero_associative_discriminative_logit_soft,logit_soft,fit_pool,384,hetero_associative_discriminative_linear_pm1,linear_pm1,fit_pool,384,hetero_associative_discriminative_linear_pm1,linear_pm1,deployment_train,3240,bipolar_same_opp,nearest_opposite_prototype,5.88887795833288,2.0,2.0,0.0,0.13522563651246775,0.0,0.0,0.0,0.0,0.020387214971775425,0.0,0.0,0.0,identity,exp_relative_distance_over_median_minus_min,bipolar_exp_relative_distance_over_median_minus_min,bipolar_exp_relative_distance_over_median_minus_min,bipolar_exp_relative_distance_over_median_minus_min,-0.0075597198489414374,-0.01031892712101068,0.003073042858273478,-0.005880353988407139,-0.006845987718245183,-0.09755421218945806,-0.1310780765328806,0.042971629609907,-0.08188839762354273,-0.09562195180224266
