dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
uwavegesturelibrary,1,0.94375,0.9432384800811269,120,320,3,315,315,dataset_provided_train_test_full_sequence
