dataset,seed,status,algo,model,base_f1,mba_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,mba_stop_epoch,f1_gain_pct,base_best_val_f1,mba_best_val_f1
har,1,success,lraes,resnet1d,0.9302377399702068,0.9419751676312645,0.011737427661057787,0.000270495377105681,2.9532661710604713,1.0510630046726213,0.10800205638047175,0.9896848139933371,1.2218957990441432,-0.014854952460154891,0.55,30,30,1.2617663092950193,0.974857391312567,0.9780477596807375
